INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,ODEME_TUTARI_TL,ODEME_TUTAR_USD
108705,SIP25004049,1,2025-05-06,OD06,45,0.5,2025-06-20,886906.368,22937.2139
108706,SIP25004050,1,2025-05-07,OD02,30,1,2025-06-06,377318.784,9758.236
108707,SIP25004051,1,2025-05-07,OD04,90,1,2025-08-05,978607.5,25308.7928
108708,STK25000629,1,2025-05-07,OD01,0,1,2025-05-07,159048.18,4113.3115
108709,SIP25004052,1,2025-05-07,OD03,60,1,2025-07-06,17727.168,458.4608
108710,SIP25004053,1,2025-05-07,OD02,30,1,2025-06-06,1070591.04,27687.6754
108711,SIP25004053,2,2025-05-07,OD02,30,1,2025-06-06,282162.888,7297.3098
108712,SIP25004053,3,2025-05-07,OD02,30,1,2025-06-06,26563.0248,686.9742
108713,SIP25004054,1,2025-05-07,OD04,90,1,2025-08-05,332726.688,8604.9931
108714,SIP25004054,2,2025-05-07,OD04,90,1,2025-08-05,162438.876,4201.0018
108715,SIP25004055,1,2025-05-07,OD02,30,1,2025-06-06,1409559.6,36454.0962
108716,SIP25004056,1,2025-05-07,OD01,0,1,2025-05-07,98317.368,2542.6884
108717,SIP25004057,1,2025-05-08,OD01,0,1,2025-05-08,567533.76,14677.5846
108718,SIP25004057,2,2025-05-08,OD01,0,1,2025-05-08,4808904,124368.0997
108719,SIP25004057,3,2025-05-08,OD01,0,1,2025-05-08,560632.68,14499.1085
108720,SIP25004057,4,2025-05-08,OD01,0,1,2025-05-08,156464.88,4046.502
108721,SIP25004058,1,2025-05-08,OD07,60,0,2025-07-07,0,0
108721,SIP25004058,1,2025-05-08,OD07,120,1,2025-09-05,1382329.44,35749.8685
108722,SIP25004058,2,2025-05-08,OD07,60,0,2025-07-07,0,0
108722,SIP25004058,2,2025-05-08,OD07,120,1,2025-09-05,1349681.28,34905.5203
108723,SIP25004059,1,2025-05-08,OD02,30,1,2025-06-07,26634.3264,688.8182
108724,SIP25004059,2,2025-05-08,OD02,30,1,2025-06-07,1783422.144,46122.9467
108725,SIP25004060,1,2025-05-08,OD05,0,0.3,2025-05-08,126726.7464,3277.413
108725,SIP25004060,1,2025-05-08,OD05,60,0.7,2025-07-07,295695.7416,7647.2971
108726,SIP25004060,2,2025-05-08,OD05,0,0.3,2025-05-08,115904.16,2997.5188
108726,SIP25004060,2,2025-05-08,OD05,60,0.7,2025-07-07,270443.04,6994.2105
108727,SIP25004060,3,2025-05-08,OD05,0,0.3,2025-05-08,57613.1616,1489.9943
108727,SIP25004060,3,2025-05-08,OD05,60,0.7,2025-07-07,134430.7104,3476.6533
108728,SIP25004060,4,2025-05-08,OD05,0,0.3,2025-05-08,72321.06,1870.3706
108728,SIP25004060,4,2025-05-08,OD05,60,0.7,2025-07-07,168749.14,4364.1981
108729,SIP25004061,1,2025-05-08,OD02,30,1,2025-06-07,151450.3872,3916.817
108730,SIP25004061,2,2025-05-08,OD02,30,1,2025-06-07,418605.3,10825.9898
108731,SIP25004062,1,2025-05-08,OD02,30,1,2025-06-07,2046646.08,52930.4564
108732,SIP25004063,1,2025-05-09,OD08,0,0.2,2025-05-09,107394.336,2777.4373
108732,SIP25004063,1,2025-05-09,OD08,45,0.4,2025-06-23,214788.672,5554.8747
108732,SIP25004063,1,2025-05-09,OD08,90,0.4,2025-08-07,214788.672,5554.8747
108733,SIP25004063,2,2025-05-09,OD08,0,0.2,2025-05-09,141111.2,3649.4244
108733,SIP25004063,2,2025-05-09,OD08,45,0.4,2025-06-23,282222.4,7298.8489
108733,SIP25004063,2,2025-05-09,OD08,90,0.4,2025-08-07,282222.4,7298.8489
108734,STKB25000304,1,2025-05-09,OD02,30,1,2025-06-08,353952.12,9153.9262
108735,STK25000630,1,2025-05-09,OD07,60,0,2025-07-08,0,0
108735,STK25000630,1,2025-05-09,OD07,120,1,2025-09-06,602393.7,15579.134
108736,SIP25004064,1,2025-05-09,OD08,0,0.2,2025-05-09,6007.4309,155.3645
108736,SIP25004064,1,2025-05-09,OD08,45,0.4,2025-06-23,12014.8618,310.7289
108736,SIP25004064,1,2025-05-09,OD08,90,0.4,2025-08-07,12014.8618,310.7289
108737,SIP25004065,1,2025-05-09,OD01,0,1,2025-05-09,698151.024,18055.6144
108738,SIP25004066,1,2025-05-09,OD03,60,1,2025-07-08,1415056.8,36596.265
108739,SIP25004067,1,2025-05-09,OD05,0,0.3,2025-05-09,374190.084,9677.3214
108739,SIP25004067,1,2025-05-09,OD05,60,0.7,2025-07-08,873110.196,22580.4166
108740,SIP25004068,1,2025-05-09,OD07,60,0,2025-07-08,0,0
108740,SIP25004068,1,2025-05-09,OD07,120,1,2025-09-06,164177.316,4245.9614
108741,SIP25004068,2,2025-05-09,OD07,60,0,2025-07-08,0,0
108741,SIP25004068,2,2025-05-09,OD07,120,1,2025-09-06,10932.6816,282.7415
108742,SIP25004069,1,2025-05-09,OD04,90,1,2025-08-07,5410640.64,139930.2407
108743,STK25000631,1,2025-05-12,OD02,30,1,2025-06-11,140874.948,3643.3145
108744,STK25000632,1,2025-05-12,OD02,30,1,2025-06-11,35424.6624,916.1543
108745,SIP25004070,1,2025-05-12,OD03,60,1,2025-07-11,1735240.32,44876.8661
108746,SIP25004071,1,2025-05-12,OD04,90,1,2025-08-10,1263203.28,32669.0222
108747,SIP25004072,1,2025-05-12,OD05,0,0.3,2025-05-12,28861.9128,746.4281
108747,SIP25004072,1,2025-05-12,OD05,60,0.7,2025-07-11,67344.4632,1741.6657
108748,SIP25004072,2,2025-05-12,OD05,0,0.3,2025-05-12,110624.886,2860.986
108748,SIP25004072,2,2025-05-12,OD05,60,0.7,2025-07-11,258124.734,6675.6339
108749,STKB25000305,1,2025-05-12,OD05,0,0.3,2025-05-12,87466.7462,2262.0691
108749,STKB25000305,1,2025-05-12,OD05,60,0.7,2025-07-11,204089.0746,5278.1612
108750,STKB25000305,2,2025-05-12,OD05,0,0.3,2025-05-12,129282.336,3343.5058
108750,STKB25000305,2,2025-05-12,OD05,60,0.7,2025-07-11,301658.784,7801.5136
108751,STKB25000305,3,2025-05-12,OD05,0,0.3,2025-05-12,810945.9072,20972.7209
108751,STKB25000305,3,2025-05-12,OD05,60,0.7,2025-07-11,1892207.1168,48936.3488
108752,STKB25000305,4,2025-05-12,OD05,0,0.3,2025-05-12,198918.2016,5144.4318
108752,STKB25000305,4,2025-05-12,OD05,60,0.7,2025-07-11,464142.4704,12003.6742
108753,STKB25000305,5,2025-05-12,OD05,0,0.3,2025-05-12,503446.32,13020.1522
108753,STKB25000305,5,2025-05-12,OD05,60,0.7,2025-07-11,1174708.08,30380.3552
108754,SIP25004073,1,2025-05-12,OD08,0,0.2,2025-05-12,14826.0384,383.4317
108754,SIP25004073,1,2025-05-12,OD08,45,0.4,2025-06-26,29652.0768,766.8634
108754,SIP25004073,1,2025-05-12,OD08,90,0.4,2025-08-10,29652.0768,766.8634
108755,SIP25004074,1,2025-05-12,OD02,30,1,2025-06-11,6995.1384,180.9086
108756,SIP25004075,1,2025-05-12,OD08,0,0.2,2025-05-12,219124.08,5666.9972
108756,SIP25004075,1,2025-05-12,OD08,45,0.4,2025-06-26,438248.16,11333.9944
108756,SIP25004075,1,2025-05-12,OD08,90,0.4,2025-08-10,438248.16,11333.9944
108757,STK25000633,1,2025-05-12,OD06,0,0.5,2025-05-12,339364.416,8776.6584
108757,STK25000633,1,2025-05-12,OD06,45,0.5,2025-06-26,339364.416,8776.6584
108758,SIP25004076,1,2025-05-12,OD05,0,0.3,2025-05-12,13917.7526,359.9416
108758,SIP25004076,1,2025-05-12,OD05,60,0.7,2025-07-11,32474.7562,839.8637
108759,SIP25004077,1,2025-05-12,OD05,0,0.3,2025-05-12,234927.504,6075.7061
108759,SIP25004077,1,2025-05-12,OD05,60,0.7,2025-07-11,548164.176,14176.6475
108760,STKB25000306,1,2025-05-12,OD07,60,0,2025-07-11,0,0
108760,STKB25000306,1,2025-05-12,OD07,120,1,2025-09-09,1087787.1,28132.4007
108761,STKB25000306,2,2025-05-12,OD07,60,0,2025-07-11,0,0
108761,STKB25000306,2,2025-05-12,OD07,120,1,2025-09-09,685957.2,17740.2571
108762,STKB25000306,3,2025-05-12,OD07,60,0,2025-07-11,0,0
108762,STKB25000306,3,2025-05-12,OD07,120,1,2025-09-09,143264.544,3705.1143
108763,SIP25004078,1,2025-05-12,OD07,60,0,2025-07-11,0,0
108763,SIP25004078,1,2025-05-12,OD07,120,1,2025-09-09,2012689.92,52052.2806
108764,SIP25004078,2,2025-05-12,OD07,60,0,2025-07-11,0,0
108764,SIP25004078,2,2025-05-12,OD07,120,1,2025-09-09,3463550.4,89574.5021
108765,SIP25004079,1,2025-05-13,OD06,0,0.5,2025-05-13,132662.592,3430.9261
108765,SIP25004079,1,2025-05-13,OD06,45,0.5,2025-06-27,132662.592,3430.9261
108766,SIP25004080,1,2025-05-13,OD04,90,1,2025-08-11,722255.04,18678.9936
108767,STK25000634,1,2025-05-13,OD06,0,0.5,2025-05-13,575569.8,14885.413
108767,STK25000634,1,2025-05-13,OD06,45,0.5,2025-06-27,575569.8,14885.413
108768,STK25000634,2,2025-05-13,OD06,0,0.5,2025-05-13,203090.76,5252.3427
108768,STK25000634,2,2025-05-13,OD06,45,0.5,2025-06-27,203090.76,5252.3427
108769,STK25000634,3,2025-05-13,OD06,0,0.5,2025-05-13,760756.2,19674.7123
108769,STK25000634,3,2025-05-13,OD06,45,0.5,2025-06-27,760756.2,19674.7123
108770,STK25000634,4,2025-05-13,OD06,0,0.5,2025-05-13,204067.2,5277.5955
108770,STK25000634,4,2025-05-13,OD06,45,0.5,2025-06-27,204067.2,5277.5955
108771,SIP25004081,1,2025-05-13,OD04,90,1,2025-08-11,146279.04,3783.0754
108772,STK25000635,1,2025-05-13,OD01,0,1,2025-05-13,5869982.4,151809.7588
108773,SIP25004082,1,2025-05-14,OD03,60,1,2025-07-13,177955.776,4602.3006
108774,STKB25000307,1,2025-05-14,OD04,90,1,2025-08-12,2047940.064,52963.9215
108775,STKB25000307,2,2025-05-14,OD04,90,1,2025-08-12,106628.652,2757.6352
108776,SIP25004083,1,2025-05-14,OD04,90,1,2025-08-12,674215.2,17436.585
108777,SIP25004084,1,2025-05-14,OD05,0,0.3,2025-05-14,45886.7635,1186.7256
108777,SIP25004084,1,2025-05-14,OD05,60,0.7,2025-07-13,107069.1149,2769.0264
108778,SIP25004085,1,2025-05-14,OD08,0,0.2,2025-05-14,449277.312,11619.2308
108778,SIP25004085,1,2025-05-14,OD08,45,0.4,2025-06-28,898554.624,23238.4616
108778,SIP25004085,1,2025-05-14,OD08,90,0.4,2025-08-12,898554.624,23238.4616
108779,SIP25004085,2,2025-05-14,OD08,0,0.2,2025-05-14,36182.903,935.7639
108779,SIP25004085,2,2025-05-14,OD08,45,0.4,2025-06-28,72365.8061,1871.5279
108779,SIP25004085,2,2025-05-14,OD08,90,0.4,2025-08-12,72365.8061,1871.5279
108780,SIP25004085,3,2025-05-14,OD08,0,0.2,2025-05-14,870619.584,22516.0043
108780,SIP25004085,3,2025-05-14,OD08,45,0.4,2025-06-28,1741239.168,45032.0086
108780,SIP25004085,3,2025-05-14,OD08,90,0.4,2025-08-12,1741239.168,45032.0086
108781,SIP25004086,1,2025-05-14,OD02,30,1,2025-06-13,261470.34,6762.1581
108782,STK25000636,1,2025-05-14,OD07,60,0,2025-07-13,0,0
108782,STK25000636,1,2025-05-14,OD07,120,1,2025-09-11,3432464.4,88770.5545
108783,STK25000636,2,2025-05-14,OD07,60,0,2025-07-13,0,0
108783,STK25000636,2,2025-05-14,OD07,120,1,2025-09-11,317647.2,8215.0067
108784,STK25000636,3,2025-05-14,OD07,60,0,2025-07-13,0,0
108784,STK25000636,3,2025-05-14,OD07,120,1,2025-09-11,326887.1424,8453.9705
108785,STK25000636,4,2025-05-14,OD07,60,0,2025-07-13,0,0
108785,STK25000636,4,2025-05-14,OD07,120,1,2025-09-11,180919.824,4678.9569
108786,SIP25004087,1,2025-05-15,OD05,0,0.3,2025-05-15,754776.288,19520.0596
108786,SIP25004087,1,2025-05-15,OD05,60,0.7,2025-07-14,1761144.672,45546.8057
108787,SIP25004087,2,2025-05-15,OD05,0,0.3,2025-05-15,22406.022,579.4656
108787,SIP25004087,2,2025-05-15,OD05,60,0.7,2025-07-14,52280.718,1352.0864
108788,SIP25004088,1,2025-05-15,OD06,0,0.5,2025-05-15,165994.44,4292.956
108788,SIP25004088,1,2025-05-15,OD06,45,0.5,2025-06-29,165994.44,4292.956
108789,SIP25004088,2,2025-05-15,OD06,0,0.5,2025-05-15,279427.632,7226.5705
108789,SIP25004088,2,2025-05-15,OD06,45,0.5,2025-06-29,279427.632,7226.5705
108790,SIP25004088,3,2025-05-15,OD06,0,0.5,2025-05-15,291179.304,7530.4927
108790,SIP25004088,3,2025-05-15,OD06,45,0.5,2025-06-29,291179.304,7530.4927
108791,SIP25004088,4,2025-05-15,OD06,0,0.5,2025-05-15,1109241.72,28687.2611
108791,SIP25004088,4,2025-05-15,OD06,45,0.5,2025-06-29,1109241.72,28687.2611
108792,SIP25004089,1,2025-05-15,OD04,90,1,2025-08-13,107395.92,2777.4783
108793,SIP25004089,2,2025-05-15,OD04,90,1,2025-08-13,2298864.48,59453.3405
108794,SIP25004090,1,2025-05-15,OD03,60,1,2025-07-14,699439.488,18088.9367
108795,SIP25004091,1,2025-05-15,OD08,0,0.2,2025-05-15,101010.24,2612.3315
108795,SIP25004091,1,2025-05-15,OD08,45,0.4,2025-06-29,202020.48,5224.6631
108795,SIP25004091,1,2025-05-15,OD08,90,0.4,2025-08-13,202020.48,5224.6631
108796,SIP25004091,2,2025-05-15,OD08,0,0.2,2025-05-15,76074.9312,1967.4534
108796,SIP25004091,2,2025-05-15,OD08,45,0.4,2025-06-29,152149.8624,3934.9068
108796,SIP25004091,2,2025-05-15,OD08,90,0.4,2025-08-13,152149.8624,3934.9068
108797,SIP25004091,3,2025-05-15,OD08,0,0.2,2025-05-15,112689.4272,2914.3792
108797,SIP25004091,3,2025-05-15,OD08,45,0.4,2025-06-29,225378.8544,5828.7585
108797,SIP25004091,3,2025-05-15,OD08,90,0.4,2025-08-13,225378.8544,5828.7585
108798,SIP25004091,4,2025-05-15,OD08,0,0.2,2025-05-15,52298.352,1352.5424
108798,SIP25004091,4,2025-05-15,OD08,45,0.4,2025-06-29,104596.704,2705.0848
108798,SIP25004091,4,2025-05-15,OD08,90,0.4,2025-08-13,104596.704,2705.0848
108799,SIP25004091,5,2025-05-15,OD08,0,0.2,2025-05-15,975674.112,25232.9294
108799,SIP25004091,5,2025-05-15,OD08,45,0.4,2025-06-29,1951348.224,50465.8588
108799,SIP25004091,5,2025-05-15,OD08,90,0.4,2025-08-13,1951348.224,50465.8588
108800,SIP25004092,1,2025-05-15,OD02,30,1,2025-06-14,403979.688,10447.7415
108801,SIP25004093,1,2025-05-15,OD01,0,1,2025-05-15,149268.7296,3860.3949
108802,SIP25004093,2,2025-05-15,OD01,0,1,2025-05-15,489155.904,12650.5728
108803,SIP25004094,1,2025-05-15,OD03,60,1,2025-07-14,60460.56,1563.6338
108804,SIP25004095,1,2025-05-15,OD01,0,1,2025-05-15,1189809.504,30770.9089
108805,STK25000637,1,2025-05-16,OD02,30,1,2025-06-15,991364.04,25638.7031
108806,STK25000637,2,2025-05-16,OD02,30,1,2025-06-15,1378757.376,35657.4876
108807,SIP25004096,1,2025-05-16,OD07,60,0,2025-07-15,0,0
108807,SIP25004096,1,2025-05-16,OD07,120,1,2025-09-13,1954775.424,50554.4932
108808,SIP25004096,2,2025-05-16,OD07,60,0,2025-07-15,0,0
108808,SIP25004096,2,2025-05-16,OD07,120,1,2025-09-13,46438.92,1201.0055
108809,STKB25000308,1,2025-05-16,OD01,0,1,2025-05-16,221159.232,5719.6304
108810,STKB25000308,2,2025-05-16,OD01,0,1,2025-05-16,130189.14,3366.9576
108811,STKB25000309,1,2025-05-16,OD01,0,1,2025-05-16,1780204.416,46039.7297
108812,STKB25000309,2,2025-05-16,OD01,0,1,2025-05-16,96269.436,2489.7246
108813,STKB25000309,3,2025-05-16,OD01,0,1,2025-05-16,403452.96,10434.1193
108814,STKB25000309,4,2025-05-16,OD01,0,1,2025-05-16,163822.656,4236.7892
108815,STKB25000309,5,2025-05-16,OD01,0,1,2025-05-16,9146175.6,236538.8202
108816,SIP25004097,1,2025-05-16,OD04,90,1,2025-08-14,289020.288,7474.6562
108817,SIP25004098,1,2025-05-16,OD05,0,0.3,2025-05-16,586068.8256,15156.9393
108817,SIP25004098,1,2025-05-16,OD05,60,0.7,2025-07-15,1367493.9264,35366.1917
108818,SIP25004099,1,2025-05-16,OD05,0,0.3,2025-05-16,952739.85,24639.8025
108818,SIP25004099,1,2025-05-16,OD05,60,0.7,2025-07-15,2223059.65,57492.8724
108819,SIP25004099,2,2025-05-16,OD05,0,0.3,2025-05-16,1428784.8,36951.2992
108819,SIP25004099,2,2025-05-16,OD05,60,0.7,2025-07-15,3333831.2,86219.6981
108820,SIP25004099,3,2025-05-16,OD05,0,0.3,2025-05-16,19673.8157,508.8051
108820,SIP25004099,3,2025-05-16,OD05,60,0.7,2025-07-15,45905.5699,1187.212
108821,SIP25004099,4,2025-05-16,OD05,0,0.3,2025-05-16,109459.008,2830.834
108821,SIP25004099,4,2025-05-16,OD05,60,0.7,2025-07-15,255404.352,6605.2793
108822,SIP25004100,1,2025-05-19,OD08,0,0.2,2025-05-19,1029820.416,26633.2637
108822,SIP25004100,1,2025-05-19,OD08,45,0.4,2025-07-03,2059640.832,53266.5273
108822,SIP25004100,1,2025-05-19,OD08,90,0.4,2025-08-17,2059640.832,53266.5273
108823,STK25000638,1,2025-05-19,OD06,0,0.5,2025-05-19,29074.3416,751.922
108823,STK25000638,1,2025-05-19,OD06,45,0.5,2025-07-03,29074.3416,751.922
108824,STK25000638,2,2025-05-19,OD06,0,0.5,2025-05-19,925705.152,23940.6298
108824,STK25000638,2,2025-05-19,OD06,45,0.5,2025-07-03,925705.152,23940.6298
108825,SIP25004101,1,2025-05-19,OD02,30,1,2025-06-18,1264626.48,32705.829
108826,SIP25004102,1,2025-05-19,OD08,0,0.2,2025-05-19,76963.1232,1990.4239
108826,SIP25004102,1,2025-05-19,OD08,45,0.4,2025-07-03,153926.2464,3980.8478
108826,SIP25004102,1,2025-05-19,OD08,90,0.4,2025-08-17,153926.2464,3980.8478
108827,SIP25004103,1,2025-05-19,OD03,60,1,2025-07-18,89177.0688,2306.3015
108828,SIP25004104,1,2025-05-19,OD01,0,1,2025-05-19,260558.88,6738.5859
108829,SIP25004104,2,2025-05-19,OD01,0,1,2025-05-19,288992.208,7473.93
108830,SIP25004105,1,2025-05-19,OD06,0,0.5,2025-05-19,55647.936,1439.1695
108830,SIP25004105,1,2025-05-19,OD06,45,0.5,2025-07-03,55647.936,1439.1695
108831,SIP25004106,1,2025-05-19,OD06,0,0.5,2025-05-19,757278.48,19584.7714
108831,SIP25004106,1,2025-05-19,OD06,45,0.5,2025-07-03,757278.48,19584.7714
108832,SIP25004106,2,2025-05-19,OD06,0,0.5,2025-05-19,13821.4044,357.4498
108832,SIP25004106,2,2025-05-19,OD06,45,0.5,2025-07-03,13821.4044,357.4498
108833,SIP25004107,1,2025-05-19,OD01,0,1,2025-05-19,2620722.4,67777.245
108834,SIP25004107,2,2025-05-19,OD01,0,1,2025-05-19,1322064,34191.2809
108835,SIP25004108,1,2025-05-19,OD06,0,0.5,2025-05-19,70286.094,1817.7422
108835,SIP25004108,1,2025-05-19,OD06,45,0.5,2025-07-03,70286.094,1817.7422
108836,SIP25004108,2,2025-05-19,OD06,0,0.5,2025-05-19,300254.112,7765.1859
108836,SIP25004108,2,2025-05-19,OD06,45,0.5,2025-07-03,300254.112,7765.1859
108837,SIP25004108,3,2025-05-19,OD06,0,0.5,2025-05-19,132695.85,3431.7863
108837,SIP25004108,3,2025-05-19,OD06,45,0.5,2025-07-03,132695.85,3431.7863
108838,SIP25004108,4,2025-05-19,OD06,0,0.5,2025-05-19,369967.8,9568.1245
108838,SIP25004108,4,2025-05-19,OD06,45,0.5,2025-07-03,369967.8,9568.1245
108839,SIP25004109,1,2025-05-19,OD08,0,0.2,2025-05-19,409252.896,10584.1175
108839,SIP25004109,1,2025-05-19,OD08,45,0.4,2025-07-03,818505.792,21168.235
108839,SIP25004109,1,2025-05-19,OD08,90,0.4,2025-08-17,818505.792,21168.235
108840,SIP25004110,1,2025-05-19,OD06,0,0.5,2025-05-19,13559.5224,350.677
108840,SIP25004110,1,2025-05-19,OD06,45,0.5,2025-07-03,13559.5224,350.677
108841,SIP25004110,2,2025-05-19,OD06,0,0.5,2025-05-19,385608.672,9972.6295
108841,SIP25004110,2,2025-05-19,OD06,45,0.5,2025-07-03,385608.672,9972.6295
108842,SIP25004111,1,2025-05-19,OD08,0,0.2,2025-05-19,12872.8253,332.9176
108842,SIP25004111,1,2025-05-19,OD08,45,0.4,2025-07-03,25745.6506,665.8352
108842,SIP25004111,1,2025-05-19,OD08,90,0.4,2025-08-17,25745.6506,665.8352
108843,SIP25004111,2,2025-05-19,OD08,0,0.2,2025-05-19,19629.5832,507.6612
108843,SIP25004111,2,2025-05-19,OD08,45,0.4,2025-07-03,39259.1664,1015.3224
108843,SIP25004111,2,2025-05-19,OD08,90,0.4,2025-08-17,39259.1664,1015.3224
108844,STK25000639,1,2025-05-19,OD03,60,1,2025-07-18,387924.096,10032.5111
108845,SIP25004112,1,2025-05-20,OD08,0,0.2,2025-05-20,1075653.504,27818.6011
108845,SIP25004112,1,2025-05-20,OD08,45,0.4,2025-07-04,2151307.008,55637.2022
108845,SIP25004112,1,2025-05-20,OD08,90,0.4,2025-08-18,2151307.008,55637.2022
108846,SIP25004112,2,2025-05-20,OD08,0,0.2,2025-05-20,68347.104,1767.596
108846,SIP25004112,2,2025-05-20,OD08,45,0.4,2025-07-04,136694.208,3535.192
108846,SIP25004112,2,2025-05-20,OD08,90,0.4,2025-08-18,136694.208,3535.192
108847,STK25000640,1,2025-05-20,OD01,0,1,2025-05-20,793546.2,20522.7289
108848,STK25000640,2,2025-05-20,OD01,0,1,2025-05-20,31586.472,816.8908
108849,SIP25004113,1,2025-05-20,OD06,0,0.5,2025-05-20,306274.62,7920.8885
108849,SIP25004113,1,2025-05-20,OD06,45,0.5,2025-07-04,306274.62,7920.8885
108850,SIP25004114,1,2025-05-20,OD06,0,0.5,2025-05-20,607002,15698.3141
108850,SIP25004114,1,2025-05-20,OD06,45,0.5,2025-07-04,607002,15698.3141
108851,SIP25004115,1,2025-05-20,OD01,0,1,2025-05-20,3553202.88,91893.0987
108852,SIP25004115,2,2025-05-20,OD01,0,1,2025-05-20,145349.532,3759.0364
108853,STKB25000310,1,2025-05-20,OD06,0,0.5,2025-05-20,21514.704,556.4143
108853,STKB25000310,1,2025-05-20,OD06,45,0.5,2025-07-04,21514.704,556.4143
108854,STKB25000310,2,2025-05-20,OD06,0,0.5,2025-05-20,77266.872,1998.2794
108854,STKB25000310,2,2025-05-20,OD06,45,0.5,2025-07-04,77266.872,1998.2794
108855,SIP25004116,1,2025-05-20,OD07,60,0,2025-07-19,0,0
108855,SIP25004116,1,2025-05-20,OD07,120,1,2025-09-17,687893.22,17790.3266
108856,SIP25004116,2,2025-05-20,OD07,60,0,2025-07-19,0,0
108856,SIP25004116,2,2025-05-20,OD07,120,1,2025-09-17,1277379.072,33035.6372
108857,SIP25004116,3,2025-05-20,OD07,60,0,2025-07-19,0,0
108857,SIP25004116,3,2025-05-20,OD07,120,1,2025-09-17,68376.528,1768.357
108858,SIP25004117,1,2025-05-20,OD02,30,1,2025-06-19,713473.8,18451.8927
108859,STKB25000311,1,2025-05-20,OD04,90,1,2025-08-18,1133032.704,29302.5447
108860,SIP25004118,1,2025-05-20,OD02,30,1,2025-06-19,351990.336,9103.1905
108861,SIP25004118,2,2025-05-20,OD02,30,1,2025-06-19,68698.1088,1776.6737
108862,SIP25004119,1,2025-05-20,OD04,90,1,2025-08-18,3199768.8,82752.57
108863,SIP25004120,1,2025-05-20,OD06,0,0.5,2025-05-20,1444459,37356.6661
108863,SIP25004120,1,2025-05-20,OD06,45,0.5,2025-07-04,1444459,37356.6661
108864,SIP25004120,2,2025-05-20,OD06,0,0.5,2025-05-20,153645.216,3973.5797
108864,SIP25004120,2,2025-05-20,OD06,45,0.5,2025-07-04,153645.216,3973.5797
108865,SIP25004120,3,2025-05-20,OD06,0,0.5,2025-05-20,73336.086,1896.6213
108865,SIP25004120,3,2025-05-20,OD06,45,0.5,2025-07-04,73336.086,1896.6213
108866,SIP25004121,1,2025-05-20,OD03,60,1,2025-07-19,47249.4096,1221.9664
108867,SIP25004122,1,2025-05-21,OD06,0,0.5,2025-05-21,818447.85,21166.7365
108867,SIP25004122,1,2025-05-21,OD06,45,0.5,2025-07-05,818447.85,21166.7365
108868,SIP25004123,1,2025-05-21,OD06,0,0.5,2025-05-21,43996.716,1137.8451
108868,SIP25004123,1,2025-05-21,OD06,45,0.5,2025-07-05,43996.716,1137.8451
108869,SIP25004123,2,2025-05-21,OD06,0,0.5,2025-05-21,2694553.44,69686.6668
108869,SIP25004123,2,2025-05-21,OD06,45,0.5,2025-07-05,2694553.44,69686.6668
108870,SIP25004123,3,2025-05-21,OD06,0,0.5,2025-05-21,75541.14,1953.6485
108870,SIP25004123,3,2025-05-21,OD06,45,0.5,2025-07-05,75541.14,1953.6485
108871,SIP25004124,1,2025-05-21,OD04,90,1,2025-08-19,42013.6128,1086.558
108872,SIP25004125,1,2025-05-21,OD04,90,1,2025-08-19,429980.256,11120.1694
108873,SIP25004125,2,2025-05-21,OD04,90,1,2025-08-19,3537009.5,91474.3048
108874,STK25000641,1,2025-05-21,OD01,0,1,2025-05-21,880282.8,22765.9149
108875,STKB25000312,1,2025-05-21,OD06,0,0.5,2025-05-21,165273.06,4274.2996
108875,STKB25000312,1,2025-05-21,OD06,45,0.5,2025-07-05,165273.06,4274.2996
108876,STKB25000312,2,2025-05-21,OD06,0,0.5,2025-05-21,373046.256,9647.7397
108876,STKB25000312,2,2025-05-21,OD06,45,0.5,2025-07-05,373046.256,9647.7397
108877,STKB25000312,3,2025-05-21,OD06,0,0.5,2025-05-21,257944.848,6670.9817
108877,STKB25000312,3,2025-05-21,OD06,45,0.5,2025-07-05,257944.848,6670.9817
108878,SIP25004126,1,2025-05-21,OD02,30,1,2025-06-20,164546.784,4255.5166
108879,SIP25004127,1,2025-05-21,OD03,60,1,2025-07-20,364247.04,9420.1739
108880,SIP25004128,1,2025-05-21,OD08,0,0.2,2025-05-21,43173.156,1116.5462
108880,SIP25004128,1,2025-05-21,OD08,45,0.4,2025-07-05,86346.312,2233.0924
108880,SIP25004128,1,2025-05-21,OD08,90,0.4,2025-08-19,86346.312,2233.0924
108881,SIP25004129,1,2025-05-22,OD02,30,1,2025-06-21,602866.176,15591.3532
108882,SIP25004129,2,2025-05-22,OD02,30,1,2025-06-21,273034.416,7061.2288
108883,STKB25000313,1,2025-05-22,OD06,0,0.5,2025-05-22,1430205.12,36988.0316
108883,STKB25000313,1,2025-05-22,OD06,45,0.5,2025-07-06,1430205.12,36988.0316
108884,STKB25000313,2,2025-05-22,OD06,0,0.5,2025-05-22,5226912,135178.6421
108884,STKB25000313,2,2025-05-22,OD06,45,0.5,2025-07-06,5226912,135178.6421
108885,STKB25000313,3,2025-05-22,OD06,0,0.5,2025-05-22,68112.09,1761.5181
108885,STKB25000313,3,2025-05-22,OD06,45,0.5,2025-07-06,68112.09,1761.5181
108886,SIP25004130,1,2025-05-22,OD02,30,1,2025-06-21,28899.1368,747.3908
