STOK_KODU,CARI_KOD,FISNO,TARIH,MIKTAR1,MIKTAR2,NET_FIYAT,STHAR_GCKOD,STHAR_HTUR,DOLAR_KURU,STHAR_ACIKLAMA,EKALAN,EKALAN1,TUTAR_USD,ODE_GUN,YIL,AY,HAFTA
D00006,320.01.0001,IRS25702668,2025-04-04,5000,5000,172.7451,1,YERLİ,37.9,Mal kabul,E,Kalite onaylı,22789.591,45,2025,4,14
H00007,320.01.0001,IRS25702669,2025-02-14,500,0.5,105.7506,1,YERLİ,36.3667,İthalat dosyası,H,,1453.9483,30,2025,2,7
H00003,320.01.0001,IRS25702670,2025-01-24,5000,5,32.5771,1,YERLİ,35.6,Mal kabul,E,Şartlı kabul,4575.4354,0,2025,1,4
H00011,320.01.0001,IRS25702671,2025-03-02,10000,10,62.4201,1,YERLİ,37.1333,İthalat dosyası,E,Şartlı kabul,16809.7368,30,2025,3,9
H00007,320.01.0008,IRS25702672,2025-03-08,250,0.25,111.0912,1,YERLİ,37.1333,Kısmi teslim,H,,747.9217,45,2025,3,10
D00005,320.01.0001,IRS25702673,2025-02-18,2000,2000,314.8784,1,YERLİ,36.3667,Numune kabul,E,Kalite onaylı,17316.8531,30,2025,2,8
D00010,320.01.0020,IRS25702674,2025-01-23,5000,5000,361.2216,1,YERLİ,35.6,Kısmi teslim,H,Kalite onaylı,50733.3708,90,2025,1,4
H00002,320.01.0020,IRS25702675,2025-01-22,1000,1,116.7577,1,YERLİ,35.6,Numune kabul,E,Şartlı kabul,3279.7107,90,2025,1,4
D00002,320.01.0014,IRS25702676,2025-03-13,2000,2000,177.5815,1,YERLİ,37.1333,Mal kabul,H,Şartlı kabul,9564.5418,0,2025,3,11
H00009,320.01.0014,IRS25702677,2025-01-24,5000,5,24.3133,1,YERLİ,35.6,İthalat dosyası,H,Şartlı kabul,3414.7893,60,2025,1,4
D00011,320.01.0004,IRS25702678,2025-03-04,500,500,74.4961,1,YERLİ,37.1333,Mal kabul,E,Şartlı kabul,1003.0902,0,2025,3,10
D00005,320.01.0005,IRS25702679,2025-04-10,1000,1000,283.633,1,İTHAL,37.9,Kısmi teslim,E,,7483.7203,60,2025,4,15
D00005,320.01.0005,IRS25702680,2025-01-28,5000,5000,271.4775,1,İTHAL,35.6,Kısmi teslim,H,Kalite onaylı,38128.8624,45,2025,1,5
D00007,320.01.0005,IRS25702681,2025-01-30,500,500,149.136,1,İTHAL,35.6,Sevk irsaliyesi,H,Şartlı kabul,2094.6067,45,2025,1,5
H00005,320.01.0015,IRS25702682,2025-02-18,250,0.25,58.4945,1,İTHAL,36.3667,Mal kabul,E,,402.1158,30,2025,2,8
D00010,320.01.0015,IRS25702683,2025-03-08,2000,2000,354.1681,1,İTHAL,37.1333,İthalat dosyası,H,Kalite onaylı,19075.4983,60,2025,3,10
D00004,320.01.0021,IRS25702685,2025-01-15,2000,2000,25.6352,1,İTHAL,35.6,Kısmi teslim,H,Kalite onaylı,1440.1798,90,2025,1,3
H00014,320.01.0007,IRS25702686,2025-04-07,500,0.5,93.9795,1,İTHAL,37.9,Mal kabul,H,Kalite onaylı,1239.8351,90,2025,4,15
H00013,320.01.0007,IRS25702687,2025-01-15,120,120,61.2305,1,İTHAL,35.6,Kısmi teslim,E,Kalite onaylı,206.3949,30,2025,1,3
H00003,320.01.0023,IRS25702688,2025-02-24,5000,5,33.7375,1,YERLİ,36.3667,Kısmi teslim,H,,4638.5155,45,2025,2,9
D00010,320.01.0023,IRS25702689,2025-04-12,1000,1000,345.1715,1,YERLİ,37.9,Mal kabul,E,Kalite onaylı,9107.4274,0,2025,4,15
H00007,320.01.0003,IRS25702690,2025-01-23,250,0.25,119.3338,1,YERLİ,35.6,Kısmi teslim,E,Şartlı kabul,838.0183,90,2025,1,4
H00015,320.01.0003,IRS25702691,2025-02-04,5000,5,30.172,1,YERLİ,36.3667,Sevk irsaliyesi,H,,4148.3005,90,2025,2,6
D00006,320.01.0042,IRS25702692,2025-02-21,250,250,212.5118,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,1460.8955,90,2025,2,8
H00009,320.01.0042,IRS25702693,2025-02-02,250,0.25,24.6943,1,YERLİ,36.3667,Sevk irsaliyesi,H,Kalite onaylı,169.759,90,2025,2,5
D00006,320.01.0054,IRS25702694,2025-01-28,10000,10000,214.17,1,YERLİ,35.6,Kısmi teslim,H,Kalite onaylı,60160.1124,0,2025,1,5
H00009,320.01.0054,IRS25702695,2025-02-21,5000,5,22.7741,1,YERLİ,36.3667,Kısmi teslim,E,Kalite onaylı,3131.1749,30,2025,2,8
H00012,320.01.0012,IRS25702696,2025-01-25,2000,2000,107.4563,1,YERLİ,35.6,Sevk irsaliyesi,H,Kalite onaylı,6036.8708,0,2025,1,4
D00008,320.01.0012,IRS25702697,2025-01-27,500,500,349.1848,1,YERLİ,35.6,Mal kabul,E,Kalite onaylı,4904.2809,60,2025,1,5
D00004,320.01.0012,IRS25702698,2025-03-08,250,250,25.0762,1,YERLİ,37.1333,Sevk irsaliyesi,E,Kalite onaylı,168.8256,30,2025,3,10
H00002,320.01.0044,IRS25702699,2025-02-09,2000,2,110.2246,1,YERLİ,36.3667,Numune kabul,E,Şartlı kabul,6061.8423,45,2025,2,6
H00015,320.01.0044,IRS25702700,2025-03-13,120,0.12,29.9719,1,YERLİ,37.1333,Numune kabul,E,Şartlı kabul,96.8572,45,2025,3,11
H00010,320.01.0016,IRS25702701,2025-02-08,10000,10,25.3407,1,İTHAL,36.3667,Sevk irsaliyesi,E,,6968.1054,30,2025,2,6
D00004,320.01.0016,IRS25702702,2025-01-25,5000,5000,24.9191,1,İTHAL,35.6,Numune kabul,H,,3499.8736,0,2025,1,4
D00007,320.01.0001,IRS25702703,2025-01-25,120,120,152.6556,1,YERLİ,35.6,Kısmi teslim,E,Şartlı kabul,514.5694,45,2025,1,4
H00008,320.01.0001,IRS25702704,2025-01-30,1000,1,23.5171,1,YERLİ,35.6,Mal kabul,H,,660.5927,30,2025,1,5
H00001,320.01.0006,IRS25702705,2025-02-01,2000,2,51.696,1,YERLİ,36.3667,Numune kabul,H,Kalite onaylı,2843.0405,90,2025,2,5
D00012,320.01.0006,IRS25702706,2025-03-10,2000,2000,187.917,1,YERLİ,37.1333,İthalat dosyası,E,Kalite onaylı,10121.212,45,2025,3,11
H00003,320.01.0003,IRS25702707,2025-03-16,2000,2,38.6115,1,YERLİ,37.1333,İthalat dosyası,H,Şartlı kabul,2079.6159,0,2025,3,11
D00007,320.01.0002,IRS25702708,2025-01-23,2000,2000,152.0176,1,YERLİ,35.6,Kısmi teslim,H,,8540.3146,30,2025,1,4
H00005,320.01.0002,IRS25702709,2025-04-19,10000,10,51.54,1,YERLİ,37.9,Mal kabul,H,,13598.9446,90,2025,4,16
D00009,320.01.0012,IRS25702710,2025-04-17,120,120,81.1614,1,YERLİ,37.9,İthalat dosyası,E,Şartlı kabul,256.9754,30,2025,4,16
H00012,320.01.0012,IRS25702711,2025-04-15,5000,5000,103.1351,1,YERLİ,37.9,Mal kabul,E,,13606.2137,60,2025,4,16
H00015,320.01.0012,IRS25702712,2025-04-19,120,0.12,28.2259,1,YERLİ,37.9,Sevk irsaliyesi,E,Şartlı kabul,89.3696,45,2025,4,16
H00003,320.01.0007,IRS25702713,2025-01-23,10000,10,32.172,1,İTHAL,35.6,İthalat dosyası,H,Kalite onaylı,9037.0787,90,2025,1,4
D00005,320.01.0007,IRS25702714,2025-02-02,10000,10000,316.7896,1,İTHAL,36.3667,Mal kabul,E,Şartlı kabul,87109.801,90,2025,2,5
H00007,320.01.0004,IRS25702715,2025-04-07,500,0.5,116.2423,1,YERLİ,37.9,Sevk irsaliyesi,E,Şartlı kabul,1533.5396,60,2025,4,15
H00007,320.01.0004,IRS25702716,2025-03-16,2000,2,111.2596,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,5992.4434,90,2025,3,11
D00002,320.01.0004,IRS25702717,2025-02-16,10000,10000,149.0159,1,YERLİ,36.3667,Mal kabul,H,Şartlı kabul,40975.9203,0,2025,2,7
H00012,320.01.0003,IRS25702719,2025-01-20,5000,5000,114.1223,1,YERLİ,35.6,İthalat dosyası,H,Şartlı kabul,16028.4129,0,2025,1,4
D00012,320.01.0001,IRS25702720,2025-01-23,10000,10000,172.0815,1,YERLİ,35.6,Mal kabul,E,Şartlı kabul,48337.5,0,2025,1,4
H00012,320.01.0001,IRS25702721,2025-03-08,250,250,119.5266,1,YERLİ,37.1333,Numune kabul,H,Şartlı kabul,804.713,30,2025,3,10
H00016,320.01.0001,IRS25702722,2025-01-27,5000,5000,44.5003,1,YERLİ,35.6,Numune kabul,E,Şartlı kabul,6250.0421,60,2025,1,5
H00013,320.01.0001,IRS25702723,2025-03-08,10000,10000,54.5989,1,YERLİ,37.1333,Mal kabul,H,Kalite onaylı,14703.4872,30,2025,3,10
D00006,320.01.0005,IRS25702724,2025-01-18,120,120,181.0398,1,İTHAL,35.6,Sevk irsaliyesi,H,,610.2465,30,2025,1,3
H00003,320.01.0005,IRS25702725,2025-02-19,250,0.25,35.9561,1,İTHAL,36.3667,Kısmi teslim,H,Şartlı kabul,247.1774,90,2025,2,8
D00006,320.01.0001,IRS25702726,2025-01-28,1000,1000,204.7971,1,YERLİ,35.6,Sevk irsaliyesi,H,Şartlı kabul,5752.7275,60,2025,1,5
H00010,320.01.0001,IRS25702727,2025-02-01,1000,1,24.8108,1,YERLİ,36.3667,İthalat dosyası,E,Şartlı kabul,682.2395,60,2025,2,5
D00002,320.01.0006,IRS25702728,2025-02-08,5000,5000,156.8558,1,YERLİ,36.3667,Numune kabul,E,Kalite onaylı,21565.8556,45,2025,2,6
H00007,320.01.0003,IRS25702729,2025-03-24,500,0.5,106.1329,1,YERLİ,37.1333,Numune kabul,H,Şartlı kabul,1429.0798,60,2025,3,13
D00002,320.01.0003,IRS25702730,2025-02-28,250,250,178.8693,1,YERLİ,36.3667,Numune kabul,E,Kalite onaylı,1229.6228,60,2025,2,9
D00001,320.01.0003,IRS25702731,2025-02-14,120,120,276.6805,1,YERLİ,36.3667,Mal kabul,H,Şartlı kabul,912.9687,45,2025,2,7
H00010,320.01.0002,IRS25702732,2025-02-03,500,0.5,30.8369,1,YERLİ,36.3667,Sevk irsaliyesi,E,Kalite onaylı,423.9717,60,2025,2,6
D00009,320.01.0011,IRS25702733,2025-02-23,1000,1000,84.0502,1,YERLİ,36.3667,Numune kabul,H,,2311.1858,30,2025,2,8
D00004,320.01.0007,IRS25702734,2025-01-25,5000,5000,23.5179,1,İTHAL,35.6,Kısmi teslim,H,,3303.0758,30,2025,1,4
D00006,320.01.0007,IRS25702735,2025-02-08,10000,10000,171.8281,1,İTHAL,36.3667,Mal kabul,E,,47248.7468,30,2025,2,6
D00010,320.01.0007,IRS25702736,2025-03-15,500,500,322.5341,1,İTHAL,37.1333,İthalat dosyası,E,Şartlı kabul,4342.9227,0,2025,3,11
D00007,320.01.0005,IRS25702737,2025-03-10,10000,10000,132.6304,1,İTHAL,37.1333,İthalat dosyası,E,,35717.375,90,2025,3,11
D00004,320.01.0005,IRS25702738,2025-01-24,125,125,25.8651,1,İTHAL,35.6,Kısmi teslim,H,Kalite onaylı,90.8185,0,2025,1,4
D00012,320.01.0001,IRS25702739,2025-01-30,5000,5000,155.2389,1,YERLİ,35.6,Mal kabul,H,Şartlı kabul,21803.2163,45,2025,1,5
D00001,320.01.0015,IRS25702741,2025-02-15,250,250,343.4258,1,İTHAL,36.3667,İthalat dosyası,H,Şartlı kabul,2360.8535,45,2025,2,7
H00010,320.01.0002,IRS25702744,2025-02-17,250,0.25,26.6388,1,YERLİ,36.3667,Mal kabul,E,Kalite onaylı,183.1263,60,2025,2,8
D00009,320.01.0006,IRS25702745,2025-02-07,2000,2000,76.0071,1,YERLİ,36.3667,Sevk irsaliyesi,H,,4180.0383,60,2025,2,6
D00007,320.01.0045,IRS25702746,2025-02-13,5000,5000,127.8667,1,YERLİ,36.3667,Sevk irsaliyesi,H,,17580.1901,60,2025,2,7
D00002,320.01.0002,IRS25702747,2025-01-29,250,250,151.1406,1,YERLİ,35.6,İthalat dosyası,H,Kalite onaylı,1061.3806,60,2025,1,5
D00009,320.01.0006,IRS25702748,2025-03-11,500,500,83.2676,1,YERLİ,37.1333,Numune kabul,E,Kalite onaylı,1121.1985,90,2025,3,11
H00001,320.01.0006,IRS25702749,2025-04-23,1000,1,53.693,1,YERLİ,37.9,İthalat dosyası,H,,1416.7018,0,2025,4,17
H00014,320.01.0002,IRS25702750,2025-02-05,500,0.5,88.46,1,YERLİ,36.3667,İthalat dosyası,H,Kalite onaylı,1216.2225,90,2025,2,6
D00011,320.01.0002,IRS25702751,2025-02-25,2000,2000,73.1025,1,YERLİ,36.3667,Kısmi teslim,E,Kalite onaylı,4020.2988,0,2025,2,9
H00005,320.01.0006,IRS25702752,2025-02-25,500,0.5,58.6352,1,YERLİ,36.3667,Kısmi teslim,E,Şartlı kabul,806.1661,30,2025,2,9
D00005,320.01.0012,IRS25702753,2025-02-05,5000,5000,268.3161,1,YERLİ,36.3667,Sevk irsaliyesi,E,Şartlı kabul,36890.3557,60,2025,2,6
D00002,320.01.0001,IRS25702754,2025-03-24,10000,10000,159.5325,1,YERLİ,37.1333,Sevk irsaliyesi,H,,42962.1122,45,2025,3,13
H00009,320.01.0001,IRS25702755,2025-03-18,1000,1,21.2447,1,YERLİ,37.1333,Mal kabul,H,Şartlı kabul,572.1199,60,2025,3,12
D00001,320.01.0019,IRS25702756,2025-02-25,2000,2000,287.181,1,YERLİ,36.3667,Numune kabul,E,Şartlı kabul,15793.6244,45,2025,2,9
H00013,320.01.0016,IRS25702757,2025-02-02,120,120,58.0253,1,İTHAL,36.3667,Numune kabul,H,Kalite onaylı,191.4674,30,2025,2,5
H00002,320.01.0016,IRS25702758,2025-02-07,1000,1,113.0641,1,İTHAL,36.3667,Sevk irsaliyesi,E,,3109.0008,90,2025,2,6
H00006,320.01.0001,IRS25702759,2025-02-07,1000,1,104.7184,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,2879.5134,45,2025,2,6
H00016,320.01.0001,IRS25702760,2025-02-13,250,250,44.6453,1,YERLİ,36.3667,Mal kabul,H,,306.9106,60,2025,2,7
H00014,320.01.0052,IRS25702761,2025-04-28,500,0.5,85.6262,1,YERLİ,37.9,İthalat dosyası,H,Kalite onaylı,1129.6332,60,2025,4,18
H00001,320.01.0052,IRS25702762,2025-02-02,5000,5,59.4475,1,YERLİ,36.3667,Mal kabul,H,Kalite onaylı,8173.3426,90,2025,2,5
D00004,320.01.0031,IRS25702763,2025-02-05,120,120,26.3939,1,YERLİ,36.3667,Sevk irsaliyesi,E,Şartlı kabul,87.0925,0,2025,2,6
H00001,320.01.0005,IRS25702764,2025-02-04,250,0.25,51.0813,1,İTHAL,36.3667,Mal kabul,H,,351.1544,0,2025,2,6
D00008,320.01.0005,IRS25702765,2025-02-15,250,250,325.2902,1,İTHAL,36.3667,İthalat dosyası,H,Şartlı kabul,2236.1817,90,2025,2,7
D00010,320.01.0043,IRS25702766,2025-03-20,10000,10000,381.4458,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,102723.3777,90,2025,3,12
H00014,320.01.0043,IRS25702767,2025-02-09,500,0.5,91.3213,1,YERLİ,36.3667,Sevk irsaliyesi,E,Şartlı kabul,1255.5621,45,2025,2,6
D00011,320.01.0043,IRS25702768,2025-03-11,500,500,75.1545,1,YERLİ,37.1333,Numune kabul,E,Şartlı kabul,1011.9556,45,2025,3,11
H00005,320.01.0003,IRS25702769,2025-02-04,500,0.5,51.5691,1,YERLİ,36.3667,Mal kabul,H,Şartlı kabul,709.0154,90,2025,2,6
H00008,320.01.0003,IRS25702770,2025-05-05,2000,2,23.8839,1,YERLİ,38.6667,Mal kabul,H,Kalite onaylı,1235.3731,90,2025,5,19
H00009,320.01.0003,IRS25702771,2025-02-08,1000,1,25.1068,1,YERLİ,36.3667,Numune kabul,H,,690.3788,90,2025,2,6
H00003,320.01.0025,IRS25702772,2025-02-16,120,0.12,35.2368,1,YERLİ,36.3667,Kısmi teslim,H,,116.2716,60,2025,2,7
D00012,320.01.0025,IRS25702773,2025-02-21,1000,1000,183.0931,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,5034.6361,45,2025,2,8
H00015,320.01.0005,IRS25702774,2025-03-29,250,0.25,30.7666,1,İTHAL,37.1333,Sevk irsaliyesi,E,,207.1362,45,2025,3,13
D00008,320.01.0005,IRS25702775,2025-05-06,5000,5000,325.7691,1,İTHAL,38.6667,İthalat dosyası,H,,42125.2783,30,2025,5,19
H00008,320.01.0005,IRS25702776,2025-04-03,250,0.25,22.1679,1,İTHAL,37.9,İthalat dosyası,H,Şartlı kabul,146.2263,60,2025,4,14
H00014,320.01.0015,IRS25702777,2025-02-22,5000,5,105.0551,1,İTHAL,36.3667,İthalat dosyası,E,,14443.8594,90,2025,2,8
D00008,320.01.0015,IRS25702778,2025-02-26,5000,5000,337.4561,1,İTHAL,36.3667,Numune kabul,E,Şartlı kabul,46396.3049,0,2025,2,9
H00007,320.01.0031,IRS25702779,2025-02-04,120,0.12,114.4285,1,YERLİ,36.3667,Mal kabul,H,Kalite onaylı,377.5822,45,2025,2,6
H00016,320.01.0025,IRS25702780,2025-03-09,250,250,48.878,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,329.0712,90,2025,3,10
D00008,320.01.0025,IRS25702781,2025-03-09,2000,2000,337.5357,1,YERLİ,37.1333,Kısmi teslim,H,Kalite onaylı,18179.677,0,2025,3,10
D00006,320.01.0017,IRS25702782,2025-02-11,250,250,179.3333,1,YERLİ,36.3667,Kısmi teslim,H,,1232.8126,0,2025,2,7
D00007,320.01.0017,IRS25702783,2025-02-24,120,120,129.998,1,YERLİ,36.3667,Kısmi teslim,E,,428.9573,60,2025,2,9
H00014,320.01.0011,IRS25702784,2025-04-03,250,0.25,94.378,1,YERLİ,37.9,Kısmi teslim,H,Kalite onaylı,622.5462,0,2025,4,14
H00004,320.01.0011,IRS25702785,2025-02-20,5000,5,24.2565,1,YERLİ,36.3667,İthalat dosyası,H,Kalite onaylı,3334.9878,90,2025,2,8
D00008,320.01.0004,IRS25702786,2025-02-23,10000,10000,336.7372,1,YERLİ,36.3667,İthalat dosyası,H,,92594.9289,45,2025,2,8
D00008,320.01.0001,IRS25702787,2025-02-11,2000,2000,393.9317,1,YERLİ,36.3667,Numune kabul,E,Şartlı kabul,21664.4183,0,2025,2,7
D00004,320.01.0001,IRS25702788,2025-04-30,2000,2000,23.7828,1,YERLİ,37.9,Numune kabul,H,Kalite onaylı,1255.029,60,2025,4,18
D00002,320.01.0010,IRS25702789,2025-02-15,5000,5000,178.348,1,YERLİ,36.3667,İthalat dosyası,H,Kalite onaylı,24520.7841,90,2025,2,7
D00004,320.01.0010,IRS25702791,2025-03-06,120,120,27.6381,1,YERLİ,37.1333,Kısmi teslim,H,Kalite onaylı,89.3153,60,2025,3,10
H00016,320.01.0019,IRS25702792,2025-04-04,500,500,43.6925,1,YERLİ,37.9,Sevk irsaliyesi,E,Şartlı kabul,576.4182,45,2025,4,14
H00003,320.01.0019,IRS25702794,2025-02-26,5000,5,36.4645,1,YERLİ,36.3667,Sevk irsaliyesi,H,Kalite onaylı,5013.4464,60,2025,2,9
H00004,320.01.0004,IRS25702795,2025-04-04,120,0.12,23.2301,1,YERLİ,37.9,Sevk irsaliyesi,H,,73.5518,45,2025,4,14
D00003,320.01.0020,IRS25702796,2025-03-27,250,250,285.375,1,YERLİ,37.1333,Kısmi teslim,H,Kalite onaylı,1921.2876,60,2025,3,13
D00001,320.01.0025,IRS25702797,2025-03-09,5000,5000,339.007,1,YERLİ,37.1333,Mal kabul,E,Kalite onaylı,45647.3031,60,2025,3,10
H00011,320.01.0052,IRS25702798,2025-02-20,500,0.5,56.8589,1,YERLİ,36.3667,Numune kabul,E,Şartlı kabul,781.744,30,2025,2,8
D00007,320.01.0052,IRS25702799,2025-02-18,10000,10000,155.1987,1,YERLİ,36.3667,Sevk irsaliyesi,E,Kalite onaylı,42676.047,90,2025,2,8
D00004,320.01.0052,IRS25702800,2025-04-08,500,500,26.2371,1,YERLİ,37.9,Sevk irsaliyesi,E,Şartlı kabul,346.1359,45,2025,4,15
D00004,320.01.0005,IRS25702801,2025-03-18,5000,5000,26.8561,1,İTHAL,37.1333,İthalat dosyası,E,,3616.1747,0,2025,3,12
D00010,320.01.0004,IRS25702802,2025-05-04,2000,2000,368.2619,1,YERLİ,38.6667,İthalat dosyası,H,Şartlı kabul,19048.0129,0,2025,5,18
H00008,320.01.0004,IRS25702803,2025-03-05,10000,10,20.6212,1,YERLİ,37.1333,Numune kabul,E,Şartlı kabul,5553.2904,30,2025,3,10
H00001,320.01.0004,IRS25702804,2025-05-12,2000,2,62.6288,1,YERLİ,38.6667,Sevk irsaliyesi,H,Kalite onaylı,3239.4179,45,2025,5,20
H00005,320.01.0031,IRS25702805,2025-02-20,500,0.5,57.6929,1,YERLİ,36.3667,İthalat dosyası,H,,793.2105,90,2025,2,8
H00012,320.01.0020,IRS25702806,2025-04-05,500,500,115.5289,1,YERLİ,37.9,Mal kabul,E,Kalite onaylı,1524.128,30,2025,4,14
D00005,320.01.0020,IRS25702807,2025-05-05,2000,2000,296.2183,1,YERLİ,38.6667,İthalat dosyası,E,Şartlı kabul,15321.623,45,2025,5,19
D00001,320.01.0005,IRS25702808,2025-03-22,1000,1000,329.8685,1,İTHAL,37.1333,Kısmi teslim,H,Kalite onaylı,8883.3608,0,2025,3,12
D00006,320.01.0005,IRS25702809,2025-02-23,250,250,200.7276,1,İTHAL,36.3667,İthalat dosyası,H,,1379.886,60,2025,2,8
H00016,320.01.0005,IRS25702810,2025-05-03,1000,1000,51.6958,1,İTHAL,38.6667,Mal kabul,H,Şartlı kabul,1336.9592,0,2025,5,18
H00007,320.01.0004,IRS25702811,2025-02-18,5000,5,126.6889,1,YERLİ,36.3667,Sevk irsaliyesi,E,Şartlı kabul,17418.2563,0,2025,2,8
D00006,320.01.0040,IRS25702812,2025-03-19,500,500,211.202,1,YERLİ,37.1333,Numune kabul,E,,2843.8356,0,2025,3,12
D00008,320.01.0040,IRS25702813,2025-02-28,5000,5000,329.296,1,YERLİ,36.3667,Kısmi teslim,H,Kalite onaylı,45274.3856,90,2025,2,9
D00006,320.01.0040,IRS25702814,2025-05-02,1000,1000,181.9097,1,YERLİ,38.6667,Sevk irsaliyesi,E,Kalite onaylı,4704.5572,60,2025,5,18
H00006,320.01.0002,IRS25702815,2025-02-13,1000,1,122.8569,1,YERLİ,36.3667,Kısmi teslim,H,Kalite onaylı,3378.2801,90,2025,2,7
D00004,320.01.0002,IRS25702816,2025-02-25,250,250,28.1342,1,YERLİ,36.3667,İthalat dosyası,E,Kalite onaylı,193.4063,30,2025,2,9
H00006,320.01.0002,IRS25702817,2025-02-28,120,0.12,110.9623,1,YERLİ,36.3667,Sevk irsaliyesi,H,,366.1447,90,2025,2,9
H00013,320.01.0030,IRS25702818,2025-05-15,1000,1000,58.1616,1,YERLİ,38.6667,Kısmi teslim,H,Şartlı kabul,1504.178,45,2025,5,20
D00007,320.01.0019,IRS25702819,2025-04-15,500,500,146.0246,1,YERLİ,37.9,İthalat dosyası,E,,1926.4459,0,2025,4,16
H00010,320.01.0030,IRS25702820,2025-05-17,10000,10,26.8707,1,YERLİ,38.6667,Mal kabul,H,Şartlı kabul,6949.313,0,2025,5,20
H00004,320.01.0001,IRS25702821,2025-02-13,2000,2,24.0255,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,1321.2912,60,2025,2,7
H00003,320.01.0001,IRS25702822,2025-03-29,10000,10,32.5521,1,YERLİ,37.1333,Numune kabul,H,,8766.2826,45,2025,3,13
H00009,320.01.0001,IRS25702823,2025-04-04,120,0.12,21.746,1,YERLİ,37.9,Mal kabul,H,Şartlı kabul,68.8528,0,2025,4,14
H00010,320.01.0001,IRS25702824,2025-04-19,10000,10,28.7666,1,YERLİ,37.9,Numune kabul,H,Şartlı kabul,7590.1319,90,2025,4,16
D00007,320.01.0001,IRS25702825,2025-03-04,500,500,129.6429,1,YERLİ,37.1333,İthalat dosyası,E,Şartlı kabul,1745.6421,0,2025,3,10
D00003,320.01.0011,IRS25702826,2025-03-30,500,500,290.9433,1,YERLİ,37.1333,İthalat dosyası,E,,3917.5524,90,2025,3,13
H00003,320.01.0026,IRS25702827,2025-04-18,2000,2,40.0864,1,YERLİ,37.9,İthalat dosyası,E,Şartlı kabul,2115.3773,0,2025,4,16
H00014,320.01.0032,IRS25702828,2025-05-16,5000,5,101.0202,1,YERLİ,38.6667,Sevk irsaliyesi,E,Kalite onaylı,13062.9456,0,2025,5,20
H00004,320.01.0032,IRS25702829,2025-04-05,5000,5,25.0239,1,YERLİ,37.9,Mal kabul,H,Kalite onaylı,3301.3061,90,2025,4,14
D00006,320.01.0015,IRS25702830,2025-04-12,1000,1000,191.0597,1,İTHAL,37.9,Sevk irsaliyesi,E,Şartlı kabul,5041.153,30,2025,4,15
H00011,320.01.0009,IRS25702831,2025-03-12,500,0.5,55.667,1,İTHAL,37.1333,Numune kabul,H,Şartlı kabul,749.5563,60,2025,3,11
D00011,320.01.0009,IRS25702832,2025-05-07,1000,1000,79.2912,1,İTHAL,38.6667,Numune kabul,E,Şartlı kabul,2050.6327,60,2025,5,19
H00011,320.01.0009,IRS25702833,2025-03-09,1000,1,59.2507,1,İTHAL,37.1333,Kısmi teslim,H,,1595.6217,30,2025,3,10
H00001,320.01.0021,IRS25702834,2025-04-08,1000,1,61.3309,1,İTHAL,37.9,İthalat dosyası,H,Şartlı kabul,1618.2296,0,2025,4,15
H00005,320.01.0001,IRS25702835,2025-04-23,2000,2,51.077,1,YERLİ,37.9,Sevk irsaliyesi,H,Kalite onaylı,2695.3562,45,2025,4,17
D00004,320.01.0021,IRS25702836,2025-03-18,120,120,28.0577,1,İTHAL,37.1333,İthalat dosyası,E,,90.6713,30,2025,3,12
D00002,320.01.0021,IRS25702837,2025-04-11,1000,1000,157.6437,1,İTHAL,37.9,İthalat dosyası,H,Şartlı kabul,4159.4644,30,2025,4,15
H00011,320.01.0003,IRS25702838,2025-04-17,250,0.25,57.8493,1,YERLİ,37.9,İthalat dosyası,E,,381.5917,90,2025,4,16
H00012,320.01.0009,IRS25702839,2025-02-26,10000,10000,120.919,1,İTHAL,36.3667,İthalat dosyası,E,Kalite onaylı,33249.9237,45,2025,2,9
H00007,320.01.0042,IRS25702841,2025-03-05,10000,10,101.6272,1,YERLİ,37.1333,Numune kabul,E,Kalite onaylı,27368.2113,45,2025,3,10
H00005,320.01.0042,IRS25702842,2025-03-13,10000,10,55.3343,1,YERLİ,37.1333,İthalat dosyası,E,Kalite onaylı,14901.5304,90,2025,3,11
H00015,320.01.0031,IRS25702843,2025-03-17,10000,10,27.1433,1,YERLİ,37.1333,Sevk irsaliyesi,E,Şartlı kabul,7309.6924,30,2025,3,12
D00007,320.01.0031,IRS25702844,2025-03-17,120,120,158.3481,1,YERLİ,37.1333,Mal kabul,E,Şartlı kabul,511.7178,60,2025,3,12
H00010,320.01.0020,IRS25702845,2025-03-16,2000,2,25.6755,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,1382.8827,45,2025,3,11
H00010,320.01.0020,IRS25702846,2025-02-20,2000,2,31.781,1,YERLİ,36.3667,Sevk irsaliyesi,E,Kalite onaylı,1747.8077,45,2025,2,8
H00010,320.01.0005,IRS25702847,2025-03-26,5000,5,25.6788,1,İTHAL,37.1333,Mal kabul,E,,3457.6512,30,2025,3,13
