INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS
107885,2025-02-28,SIP25003662,3,M00108,120.01.0039,1200,603.0624,1200,0,Bahar Ö.,YURT_ICI,1,36.3667,SK05,KA5,19899.3827,KAPALI,2025,2,9,OD05,%30 Peşin + 60 Gün,0.3,60,5969.8148,13929.5679,0,23
107886,2025-02-28,STKB25000272,1,M00001,120.01.0026,360,388.2195,360,0,Elif S.,YURT_DISI,1,36.3667,SK01,KA6,3843.0493,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,3843.0493,0,34
107887,2025-02-28,STKB25000272,2,M00003,120.01.0026,720,238.8705,720,0,Elif S.,YURT_DISI,1,36.3667,SK01,KA3,4729.2375,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,4729.2375,1,34
107888,2025-02-28,STK25000576,1,M00005,120.01.0002,3840,460.2431,3840,0,Nurhan T.,YURT_ICI,1,36.3667,SK02,KA6,48597.577,KAPALI,2025,2,9,OD04,90 Gün Vadeli,0,90,0,48597.577,1,327
107889,2025-02-28,STK25000576,2,M00004,120.01.0002,4800,630.493,4800,0,Nurhan T.,YURT_ICI,1,36.3667,SK02,KA1,83218.0649,KAPALI,2025,2,9,OD04,90 Gün Vadeli,0,90,0,83218.0649,1,327
107890,2025-02-28,SIP25003663,1,M00014,120.01.0066,12000,96.8327,12000,0,Cem A.,YURT_ICI,1,36.3667,SK05,KA4,31952.099,KAPALI,2025,2,9,OD08,Akreditif,0.2,75,6390.4198,25561.6792,0,14
107891,2025-02-28,SIP25003664,1,M00040,120.01.0004,2400,525.549,2400,0,Nurhan T.,YURT_ICI,1,36.3667,SK14,KA5,34683.3119,KAPALI,2025,2,9,OD07,120 Gün Vadeli,0,120,0,34683.3119,1,228
107892,2025-02-28,SIP25003664,2,M00154,120.01.0004,576,65.1887,576,0,Nurhan T.,YURT_ICI,1,36.3667,SK01,KA4,1032.502,KAPALI,2025,2,9,OD07,120 Gün Vadeli,0,120,0,1032.502,1,228
107893,2025-02-28,SIP25003665,1,M00001,120.01.0012,240,362.0811,240,0,Cem A.,YURT_ICI,1,36.3667,SK01,KA6,2389.5339,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,2389.5339,1,84
107894,2025-02-28,SIP25003665,2,M00030,120.01.0012,360,328.5243,360,0,Cem A.,YURT_ICI,1,36.3667,SK10,KA4,3252.1166,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,3252.1166,0,84
107895,2025-02-28,SIP25003666,1,M00043,120.01.0013,4800,477.0632,4800,0,Bahar Ö.,YURT_ICI,1,36.3667,SK15,KA4,62967.0374,KAPALI,2025,2,9,OD01,Peşin,1,0,62967.0374,0,0,87
107896,2025-02-28,SIP25003666,2,M00030,120.01.0013,360,273.1665,360,0,Bahar Ö.,YURT_ICI,1,36.3667,SK10,KA4,2704.1205,KAPALI,2025,2,9,OD01,Peşin,1,0,2704.1205,0,1,87
107897,2025-02-28,SIP25003667,1,M00035,120.01.0005,3000,487.4879,3000,0,Elif S.,YURT_DISI,1,36.3667,SK12,KA5,40214.3637,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,40214.3637,1,167
107898,2025-02-28,SIP25003667,2,M00065,120.01.0005,3000,248.7419,3000,0,Elif S.,YURT_DISI,1,36.3667,SK02,KA4,20519.478,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,20519.478,1,167
107899,2025-02-28,SIP25003667,3,M00123,120.01.0005,600,54.2195,600,0,Elif S.,YURT_DISI,1,36.3667,SK05,KA2,894.5464,KAPALI,2025,2,9,OD03,60 Gün Vadeli,0,60,0,894.5464,1,167
107900,2025-02-28,STK25000577,1,M00009,120.01.0002,12000,313.9987,12000,0,Nurhan T.,YURT_ICI,1,36.3667,SK03,KA3,103610.8418,KAPALI,2025,2,9,OD04,90 Gün Vadeli,0,90,0,103610.8418,1,328
107901,2025-03-03,SIP25003668,1,M00197,120.01.0004,12000,424.7903,12000,0,Nurhan T.,YURT_ICI,1,37.1333,SK02,KA1,137275.2651,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,137275.2651,1,229
107902,2025-03-03,SIP25003668,2,M00005,120.01.0004,1440,489.97,1440,0,Nurhan T.,YURT_ICI,1,37.1333,SK02,KA6,19000.649,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,19000.649,1,229
107903,2025-03-03,SIP25003668,3,M00013,120.01.0004,720,256.8139,720,0,Nurhan T.,YURT_ICI,1,37.1333,SK05,KA4,4979.5199,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,4979.5199,1,229
107904,2025-03-03,SIP25003668,4,M00004,120.01.0004,2880,670.1678,2880,0,Nurhan T.,YURT_ICI,1,37.1333,SK02,KA1,51977.1543,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,51977.1543,1,229
107905,2025-03-03,STK25000578,1,M00128,120.01.0005,5760,436.8623,5760,0,Elif S.,YURT_DISI,1,37.1333,SK12,KA2,67764.6977,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,13552.9395,54211.7582,0,168
107906,2025-03-03,SIP25003669,1,M00003,120.01.0005,3000,236.2569,3000,0,Elif S.,YURT_DISI,1,37.1333,SK01,KA3,19087.1994,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,9543.5997,9543.5997,1,169
107907,2025-03-03,STKB25000273,1,M00327,120.01.0001,2400,542.1633,2400,0,Bahar Ö.,YURT_ICI,1,37.1333,SK12,KA2,35041.1065,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,35041.1065,1,465
107908,2025-03-03,STKB25000273,2,M00002,120.01.0001,576,478.8604,576,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA1,7427.931,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,7427.931,1,465
107909,2025-03-03,SIP25003670,1,M00006,120.01.0059,5000,143.6928,5000,0,Deniz Y.,YURT_DISI,1,37.1333,SK02,KA3,19348.24,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,3869.648,15478.592,1,16
107910,2025-03-03,SIP25003671,1,M00007,120.01.0076,360,296.1893,360,0,Kaan M.,BASKILI,1,37.1333,SK03,KA3,2871.4967,KAPALI,2025,3,10,OD05,%30 Peşin + 60 Gün,0.3,60,861.449,2010.0477,1,10
107911,2025-03-03,SIP25003672,1,M00001,120.01.0001,240,423.5817,240,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA6,2737.6939,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,547.5388,2190.1551,1,466
107912,2025-03-03,SIP25003672,2,M00006,120.01.0001,3000,113.5473,3000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA3,9173.4885,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,1834.6977,7338.7908,1,466
107913,2025-03-03,SIP25003672,3,M00006,120.01.0001,2000,121.4416,2000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA3,6540.8461,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,1308.1692,5232.6769,1,466
107914,2025-03-03,SIP25003673,1,M00006,120.01.0035,2000,113.9688,2000,0,Selim K.,YURT_ICI,1,37.1333,SK02,KA3,6138.361,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,6138.361,1,36
107915,2025-03-03,SIP25003673,2,M00003,120.01.0035,360,238.5163,360,0,Selim K.,YURT_ICI,1,37.1333,SK01,KA3,2312.3684,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,2312.3684,0,36
107916,2025-03-03,SIP25003674,1,M00012,120.01.0047,1440,423.5836,1440,0,Selim K.,YURT_ICI,1,37.1333,SK04,KA6,16426.2369,KAPALI,2025,3,10,OD01,Peşin,1,0,16426.2369,0,1,22
107917,2025-03-03,SIP25003675,1,M00022,120.01.0024,3000,266.6673,3000,0,Cem A.,YURT_ICI,1,37.1333,SK08,KA6,21544.0561,KAPALI,2025,3,10,OD05,%30 Peşin + 60 Gün,0.3,60,6463.2168,15080.8393,0,34
107918,2025-03-04,SIP25003676,1,M00027,120.01.0026,2400,293.5558,2400,0,Elif S.,YURT_DISI,1,37.1333,SK09,KA5,18973.1028,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,9486.5514,9486.5514,1,35
107919,2025-03-04,SIP25003677,1,M00257,120.01.0010,288,147.6176,288,0,Nurhan T.,YURT_ICI,1,37.1333,SK01,KA6,1144.8988,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,1144.8988,1,93
107920,2025-03-04,SIP25003677,2,M00077,120.01.0010,2400,170.0801,2400,0,Nurhan T.,YURT_ICI,1,37.1333,SK04,KA4,10992.6196,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,10992.6196,1,93
107921,2025-03-04,SIP25003677,3,M00034,120.01.0010,288,233.7951,288,0,Nurhan T.,YURT_ICI,1,37.1333,SK12,KA4,1813.2778,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,1813.2778,1,93
107922,2025-03-04,SIP25003678,1,M00004,120.01.0007,288,603.3173,246.1,41.9,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA1,4679.2335,ACIK,2025,3,10,OD02,30 Gün Vadeli,0,30,0,4679.2335,1,124
107923,2025-03-04,SIP25003678,2,M00010,120.01.0007,360,486.2918,360,0,Bahar Ö.,YURT_ICI,1,37.1333,SK04,KA6,4714.5028,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,4714.5028,1,124
107924,2025-03-04,SIP25003679,1,M00018,120.01.0035,1200,182.0077,1200,0,Selim K.,YURT_ICI,1,37.1333,SK06,KA1,5881.7622,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,1176.3524,4705.4098,1,37
107925,2025-03-04,SIP25003679,2,M00001,120.01.0035,72,378.6653,72,0,Selim K.,YURT_ICI,1,37.1333,SK01,KA6,734.217,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,146.8434,587.3736,1,37
107926,2025-03-04,SIP25003679,3,M00019,120.01.0035,720,368.6562,720,0,Selim K.,YURT_ICI,1,37.1333,SK07,KA2,7148.0979,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,1429.6196,5718.4783,1,37
107927,2025-03-04,SIP25003680,1,M00024,120.01.0039,2000,445.0315,2000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK08,KA3,23969.4021,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,23969.4021,0,24
107928,2025-03-04,SIP25003680,2,M00005,120.01.0039,2400,475.3248,2400,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA6,30721.1996,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,30721.1996,1,24
107929,2025-03-04,SIP25003680,3,M00002,120.01.0039,9600,607.1558,9600,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA1,156966.8109,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,156966.8109,1,24
107930,2025-03-04,SIP25003681,1,M00080,120.01.0001,3000,141.6701,3000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA4,11445.53,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,11445.53,1,467
107931,2025-03-04,SIP25003681,2,M00061,120.01.0001,2400,217.6897,2400,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA3,14069.7239,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,14069.7239,0,467
107932,2025-03-04,SIP25003681,3,M00062,120.01.0001,144,317.1054,144,0,Bahar Ö.,YURT_ICI,1,37.1333,SK05,KA5,1229.7097,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,1229.7097,1,467
107933,2025-03-04,SIP25003681,4,M00041,120.01.0001,2400,230.2741,2400,0,Bahar Ö.,YURT_ICI,1,37.1333,SK14,KA1,14883.0791,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,14883.0791,1,467
107934,2025-03-04,SIP25003681,5,M00104,120.01.0001,360,264.3314,360,0,Bahar Ö.,YURT_ICI,1,37.1333,SK06,KA5,2562.6406,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,2562.6406,1,467
107935,2025-03-04,SIP25003682,1,M00010,120.01.0020,1200,522.305,1200,0,Deniz Y.,YURT_DISI,1,37.1333,SK04,KA6,16878.8123,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,8439.4062,8439.4062,0,38
107936,2025-03-04,SIP25003683,1,M00008,120.01.0010,360,545.1453,360,0,Nurhan T.,YURT_ICI,1,37.1333,SK03,KA4,5285.0759,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,5285.0759,0,94
107937,2025-03-04,SIP25003683,2,M00239,120.01.0010,960,258.0857,960,0,Nurhan T.,YURT_ICI,1,37.1333,SK12,KA4,6672.2395,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,6672.2395,1,94
107938,2025-03-04,SIP25003683,3,M00001,120.01.0010,144,361.9171,144,0,Nurhan T.,YURT_ICI,1,37.1333,SK01,KA6,1403.4859,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,1403.4859,0,94
107939,2025-03-04,SIP25003683,4,M00093,120.01.0010,1800,210.2961,1800,0,Nurhan T.,YURT_ICI,1,37.1333,SK11,KA1,10193.8955,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,10193.8955,1,94
107940,2025-03-04,SIP25003683,5,M00014,120.01.0010,8000,107.2456,8000,0,Nurhan T.,YURT_ICI,1,37.1333,SK05,KA4,23104.9974,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,23104.9974,1,94
107941,2025-03-04,SIP25003684,1,M00194,120.01.0003,600,222.9563,600,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA3,3602.5287,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,3602.5287,1,286
107942,2025-03-04,SIP25003684,2,M00057,120.01.0003,4800,411.302,4800,0,Bahar Ö.,YURT_ICI,1,37.1333,SK12,KA1,53166.554,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,53166.554,1,286
107943,2025-03-04,SIP25003685,1,M00002,120.01.0034,3840,556.5571,3840,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA1,57554.2509,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,28777.1254,28777.1254,1,31
107944,2025-03-04,SIP25003686,1,M00114,120.01.0003,720,68.0963,720,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA3,1320.3603,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,1320.3603,1,287
107945,2025-03-05,STK25000579,1,M00001,120.01.0016,240,377.7677,240,0,Selim K.,YURT_ICI,1,37.1333,SK01,KA6,2441.5888,KAPALI,2025,3,10,OD01,Peşin,1,0,2441.5888,0,1,55
107946,2025-03-05,SIP25003687,1,M00001,120.01.0001,360,374.9473,344.22,15.78,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA6,3635.0399,ACIK,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,1817.52,1817.52,1,468
107947,2025-03-05,SIP25003687,2,M00005,120.01.0001,9600,462.6363,9600,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA6,119604.465,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,59802.2325,59802.2325,1,468
107948,2025-03-05,SIP25003688,1,M00018,120.01.0002,360,227.1677,360,0,Nurhan T.,YURT_ICI,1,37.1333,SK06,KA1,2202.3459,KAPALI,2025,3,10,OD01,Peşin,1,0,2202.3459,0,1,329
107949,2025-03-05,SIP25003689,1,M00016,120.01.0004,1440,464.8023,1440,0,Nurhan T.,YURT_ICI,1,37.1333,SK06,KA3,18024.6655,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,18024.6655,1,230
107950,2025-03-05,SIP25003689,2,M00130,120.01.0004,1200,211.3731,1200,0,Nurhan T.,YURT_ICI,1,37.1333,SK04,KA4,6830.7347,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,6830.7347,1,230
107951,2025-03-05,SIP25003689,3,M00008,120.01.0004,2400,595.2676,2400,0,Nurhan T.,YURT_ICI,1,37.1333,SK03,KA4,38473.3444,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,38473.3444,0,230
107952,2025-03-05,STK25000580,1,M00025,120.01.0124,8000,306.1894,8000,0,Nurhan T.,YURT_ICI,1,37.1333,SK09,KA2,65965.4596,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,65965.4596,1,8
107953,2025-03-05,SIP25003690,1,M00001,120.01.0026,1440,362.0897,1440,0,Elif S.,YURT_DISI,1,37.1333,SK01,KA6,14041.5521,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,7020.7761,7020.7761,1,36
107954,2025-03-05,SIP25003691,1,M00009,120.01.0002,360,331.6462,360,0,Nurhan T.,YURT_ICI,1,37.1333,SK03,KA3,3215.2443,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,643.0489,2572.1954,1,330
107955,2025-03-05,SIP25003692,1,M00004,120.01.0029,720,648.2877,720,0,Kaan M.,BASKILI,1,37.1333,SK02,KA1,12570.0421,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,12570.0421,1,35
107956,2025-03-05,SIP25003693,1,M00037,120.01.0027,4800,350.6325,4800,0,Deniz Y.,YURT_DISI,1,37.1333,SK13,KA1,45324.1699,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,45324.1699,0,27
107957,2025-03-05,SIP25003693,2,M00096,120.01.0027,72,79.414,72,0,Deniz Y.,YURT_DISI,1,37.1333,SK12,KA1,153.9806,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,153.9806,1,27
107958,2025-03-05,SIP25003694,1,M00001,120.01.0140,144,421.0454,144,0,Deniz Y.,YURT_DISI,1,37.1333,SK01,KA6,1632.7808,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,1632.7808,1,5
107959,2025-03-05,SIP25003694,2,M00008,120.01.0140,600,572.963,600,0,Deniz Y.,YURT_DISI,1,37.1333,SK03,KA4,9257.9383,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,9257.9383,1,5
107960,2025-03-05,SIP25003695,1,M00196,120.01.0022,72,325.8718,72,0,Cem A.,YURT_ICI,1,37.1333,SK01,KA6,631.8525,KAPALI,2025,3,10,OD05,%30 Peşin + 60 Gün,0.3,60,189.5557,442.2967,1,40
107961,2025-03-05,SIP25003695,2,M00035,120.01.0022,1200,508.2225,1200,0,Cem A.,YURT_ICI,1,37.1333,SK12,KA5,16423.7221,KAPALI,2025,3,10,OD05,%30 Peşin + 60 Gün,0.3,60,4927.1166,11496.6055,1,40
107962,2025-03-05,SIP25003695,3,M00182,120.01.0022,9600,92.3223,9600,0,Cem A.,YURT_ICI,1,37.1333,SK01,KA1,23867.9051,KAPALI,2025,3,10,OD05,%30 Peşin + 60 Gün,0.3,60,7160.3715,16707.5336,0,40
107963,2025-03-06,SIP25003696,1,M00196,120.01.0013,72,303.3961,72,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA6,588.273,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,588.273,1,88
107964,2025-03-06,SIP25003696,2,M00010,120.01.0013,720,534.3652,720,0,Bahar Ö.,YURT_ICI,1,37.1333,SK04,KA6,10361.1299,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,10361.1299,1,88
107965,2025-03-06,STKB25000274,1,M00007,120.01.0019,7200,286.015,7200,0,Selim K.,YURT_ICI,1,37.1333,SK03,KA3,55457.1773,KAPALI,2025,3,10,OD01,Peşin,1,0,55457.1773,0,1,67
107966,2025-03-06,SIP25003697,1,M00104,120.01.0001,1200,219.1421,1200,0,Bahar Ö.,YURT_ICI,1,37.1333,SK06,KA5,7081.7977,KAPALI,2025,3,10,OD01,Peşin,1,0,7081.7977,0,1,469
107967,2025-03-06,SIP25003697,2,M00006,120.01.0001,8000,118.1542,8000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA3,25455.1467,KAPALI,2025,3,10,OD01,Peşin,1,0,25455.1467,0,0,469
107968,2025-03-06,SIP25003697,3,M00004,120.01.0001,4800,654.8178,3609.39,1190.61,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA1,84644.3877,ACIK,2025,3,10,OD01,Peşin,1,0,84644.3877,0,1,469
107969,2025-03-06,STK25000581,1,M00080,120.01.0069,3000,138.3634,3000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA4,11178.3817,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,5589.1908,5589.1908,1,13
107970,2025-03-06,SIP25003698,1,M00050,120.01.0121,144,559.8732,144,0,Selim K.,YURT_ICI,1,37.1333,SK01,KA2,2171.144,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,2171.144,1,8
107971,2025-03-06,SIP25003698,2,M00013,120.01.0121,720,231.7774,720,0,Selim K.,YURT_ICI,1,37.1333,SK05,KA4,4494.0721,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,4494.0721,0,8
107972,2025-03-06,SIP25003698,3,M00123,120.01.0121,3000,50.0619,3000,0,Selim K.,YURT_ICI,1,37.1333,SK05,KA2,4044.5018,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,4044.5018,1,8
107973,2025-03-06,SIP25003698,4,M00005,120.01.0121,2400,525.9121,2400,0,Selim K.,YURT_ICI,1,37.1333,SK02,KA6,33990.7587,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,33990.7587,1,8
107974,2025-03-06,SIP25003699,1,M00001,120.01.0100,144,396.4112,121.57,22.43,Nurhan T.,YURT_ICI,1,37.1333,SK01,KA6,1537.2513,ACIK,2025,3,10,OD07,120 Gün Vadeli,0,120,0,1537.2513,1,11
107975,2025-03-06,STK25000582,1,M00066,120.01.0034,576,447.2813,576,0,Bahar Ö.,YURT_ICI,1,37.1333,SK04,KA4,6938.086,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,6938.086,1,32
107976,2025-03-06,STK25000582,2,M00002,120.01.0034,576,491.2999,576,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA1,7620.8886,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,7620.8886,1,32
107977,2025-03-06,STK25000582,3,M00035,120.01.0034,600,470.8446,556.82,43.18,Bahar Ö.,YURT_ICI,1,37.1333,SK12,KA5,7607.9088,ACIK,2025,3,10,OD07,120 Gün Vadeli,0,120,0,7607.9088,0,32
107978,2025-03-06,SIP25003700,1,M00005,120.01.0001,9600,466.1052,9600,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA6,120501.273,KAPALI,2025,3,10,OD01,Peşin,1,0,120501.273,0,1,470
107979,2025-03-06,SIP25003701,1,M00003,120.01.0010,7200,219.3022,7200,0,Nurhan T.,YURT_ICI,1,37.1333,SK01,KA3,42521.8292,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,42521.8292,1,95
107980,2025-03-07,SIP25003702,1,M00004,120.01.0083,1200,671.0652,1200,0,Selim K.,YURT_ICI,1,37.1333,SK02,KA1,21686.148,KAPALI,2025,3,10,OD06,%50 Peşin + 45 Gün,0.5,45,10843.074,10843.074,0,15
107981,2025-03-07,SIP25003703,1,M00226,120.01.0005,5760,447.8959,5760,0,Elif S.,YURT_DISI,1,37.1333,SK02,KA3,69476.1948,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,69476.1948,1,170
107982,2025-03-07,SIP25003704,1,M00025,120.01.0013,1200,309.382,1200,0,Bahar Ö.,YURT_ICI,1,37.1333,SK09,KA2,9997.991,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,9997.991,1,89
107983,2025-03-07,SIP25003704,2,M00020,120.01.0013,1440,461.0558,1440,0,Bahar Ö.,YURT_ICI,1,37.1333,SK07,KA1,17879.3792,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,17879.3792,1,89
107984,2025-03-07,SIP25003704,3,M00008,120.01.0013,240,615.5194,240,0,Bahar Ö.,YURT_ICI,1,37.1333,SK03,KA4,3978.2259,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,3978.2259,1,89
107985,2025-03-07,SIP25003704,4,M00017,120.01.0013,8000,374.2358,8000,0,Bahar Ö.,YURT_ICI,1,37.1333,SK06,KA6,80625.3794,KAPALI,2025,3,10,OD04,90 Gün Vadeli,0,90,0,80625.3794,1,89
107986,2025-03-07,SIP25003705,1,M00009,120.01.0093,12000,360.641,12000,0,Elif S.,YURT_DISI,1,37.1333,SK03,KA3,116544.7725,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,116544.7725,0,10
107987,2025-03-07,SIP25003705,2,M00003,120.01.0093,360,266.7018,360,0,Elif S.,YURT_DISI,1,37.1333,SK01,KA3,2585.6212,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,2585.6212,1,10
107988,2025-03-07,SIP25003706,1,M00004,120.01.0016,144,677.2551,144,0,Selim K.,YURT_ICI,1,37.1333,SK02,KA1,2626.3417,KAPALI,2025,3,10,OD02,30 Gün Vadeli,0,30,0,2626.3417,1,56
107989,2025-03-07,SIP25003707,1,M00017,120.01.0001,1200,400.4017,1200,0,Bahar Ö.,YURT_ICI,1,37.1333,SK06,KA6,12939.3843,KAPALI,2025,3,10,OD08,Akreditif,0.2,75,2587.8769,10351.5074,0,471
107990,2025-03-07,STK25000583,1,M00009,120.01.0007,1200,340.3203,1200,0,Bahar Ö.,YURT_ICI,1,37.1333,SK03,KA3,10997.7934,KAPALI,2025,3,10,OD07,120 Gün Vadeli,0,120,0,10997.7934,1,125
107991,2025-03-07,SIP25003708,1,M00220,120.01.0001,4800,340.6617,4800,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA1,44035.3042,KAPALI,2025,3,10,OD01,Peşin,1,0,44035.3042,0,1,472
107992,2025-03-07,SIP25003709,1,M00005,120.01.0001,960,543.0266,960,0,Bahar Ö.,YURT_ICI,1,37.1333,SK02,KA6,14038.7613,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,14038.7613,1,473
107993,2025-03-07,SIP25003709,2,M00001,120.01.0001,2400,429.4811,2400,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA6,27758.2289,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,27758.2289,1,473
107994,2025-03-07,SIP25003709,3,M00001,120.01.0001,600,352.9243,600,0,Bahar Ö.,YURT_ICI,1,37.1333,SK01,KA6,5702.5522,KAPALI,2025,3,10,OD03,60 Gün Vadeli,0,60,0,5702.5522,1,473
107995,2025-03-07,STKB25000275,1,M00009,120.01.0052,360,376.9846,360,0,Bahar Ö.,YURT_ICI,1,37.1333,SK03,KA3,3654.7911,KAPALI,2025,3,10,OD05,%30 Peşin + 60 Gün,0.3,60,1096.4373,2558.3538,1,27
