INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS,MUSTERI_SIP_NO,TESLIM_YERI,EK_ACIKLAMA_1,EK_ACIKLAMA_2,EK_ACIKLAMA_3_MALZEME,EK_ACIKLAMA_4,EK_ACIKLAMA_5
107280,2025-01-22,SIP25003432,3,M00004,120.01.0018,576,659.3628,576,0,Nurhan T.,YURT_ICI,1,35.6,SK01,KA6,10668.3419,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,5334.1709,5334.1709,1,60,PO-56378,Antrepo,Geçme Kapak,48 adet/koli,"Teneke 0,22mm",Kolili,Acil
107281,2025-01-22,SIP25003432,4,M00002,120.01.0018,3000,506.7714,3000,0,Nurhan T.,YURT_ICI,1,35.6,SK11,KA5,42705.4551,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,21352.7275,21352.7275,1,60,PO-50840,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,Acil
107282,2025-01-22,SIP25003433,1,M00075,120.01.0007,1440,121.6881,1440,0,Deniz Y.,YURT_DISI,1,35.6,SK01,KA3,4922.2153,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,4922.2153,1,121,PO-66584,Fabrika Teslim,Kolay Açılır,48 adet/koli,"Teneke 0,18mm",Dökme,Acil
107283,2025-01-22,SIP25003433,2,M00011,120.01.0007,1800,425.5213,1800,0,Deniz Y.,YURT_DISI,1,35.6,SK01,KA3,21515.1219,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,21515.1219,1,121,PO-28445,Liman Teslim (FOB),Vidalı Kapak,60 adet/koli,"Krom 0,25mm",Dökme,
107284,2025-01-22,SIP25003433,3,M00009,120.01.0007,72,623.6539,72,0,Deniz Y.,YURT_DISI,1,35.6,SK01,KA1,1261.3225,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,1261.3225,1,121,PO-10404,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Paletli,
107285,2025-01-22,SIP25003433,4,M00037,120.01.0007,240,329.0745,131.97,108.03,Deniz Y.,YURT_DISI,1,35.6,SK01,KA3,2218.4798,ACIK,2025,1,4,OD07,120 Gün Vadeli,0,120,0,2218.4798,1,121,PO-13115,Fabrika Teslim,Kapaksız,12 adet/koli,"Teneke 0,20mm",Dökme,Numune onaylı
107286,2025-01-22,SIP25003433,5,M00122,120.01.0007,7200,342.1237,7200,0,Deniz Y.,YURT_DISI,1,35.6,SK07,KA1,69193.5573,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,69193.5573,1,121,PO-11380,CIF Teslim,Vidalı Kapak,60 adet/koli,"Krom 0,25mm",Kolili,
107287,2025-01-22,SIP25003434,1,M00201,120.01.0039,960,471.2071,829.09,130.91,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA1,12706.7083,ACIK,2025,1,4,OD01,Peşin,1,0,12706.7083,0,0,20,PO-52952,Fabrika Teslim,Kolay Açılır,12 adet/koli,"Teneke 0,18mm",Dökme,
107288,2025-01-22,SIP25003434,2,M00007,120.01.0039,576,581.7662,576,0,Bahar Ö.,YURT_ICI,1,35.6,SK04,KA5,9412.8464,KAPALI,2025,1,4,OD01,Peşin,1,0,9412.8464,0,1,20,PO-99880,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Krom 0,25mm",Kolili,
107289,2025-01-22,SIP25003435,1,M00132,120.01.0041,4800,381.3891,4800,0,Kaan M.,BASKILI,1,35.6,SK11,KA3,51423.2494,KAPALI,2025,1,4,OD08,Akreditif,0.2,75,10284.6499,41138.5995,1,26,PO-43956,Müşteri Deposu,Kolay Açılır,24 adet/koli,"Krom 0,25mm",Dökme,Acil
107290,2025-01-23,SIP25003436,1,M00001,120.01.0056,20000,354.0439,20000,0,Nurhan T.,YURT_ICI,1,35.6,SK12,KA2,198901.0674,KAPALI,2025,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,59670.3202,139230.7472,1,19,PO-93423,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Dökme,Acil
107291,2025-01-23,SIP25003436,2,M00002,120.01.0056,1200,541.4971,1200,0,Nurhan T.,YURT_ICI,1,35.6,SK11,KA5,18252.7112,KAPALI,2025,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,5475.8134,12776.8978,0,19,PO-32251,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,Numune onaylı
107292,2025-01-23,SIP25003437,1,M00018,120.01.0006,3840,138.9475,3840,0,Bahar Ö.,YURT_ICI,1,35.6,SK07,KA3,14987.5955,KAPALI,2025,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,4496.2786,10491.3168,1,127,PO-12809,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Teneke 0,22mm",Dökme,Acil
107293,2025-01-23,SIP25003438,1,M00028,120.01.0011,2880,256.293,2880,0,Selim K.,YURT_ICI,1,35.6,SK01,KA2,20733.8157,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,20733.8157,0,85,PO-22282,Liman Teslim (FOB),Kapaksız,24 adet/koli,"Teneke 0,22mm",Kolili,Acil
107294,2025-01-23,SIP25003438,2,M00001,120.01.0011,20000,403.0143,20000,0,Selim K.,YURT_ICI,1,35.6,SK12,KA2,226412.5281,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,226412.5281,1,85,PO-55290,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Kolili,Acil
107295,2025-01-23,SIP25003438,3,M00071,120.01.0011,1920,709.313,1920,0,Selim K.,YURT_ICI,1,35.6,SK01,KA5,38255.0831,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,38255.0831,1,85,PO-70890,Müşteri Deposu,Kapaksız,24 adet/koli,"Teneke 0,18mm",Paletli,Numune onaylı
107296,2025-01-23,SIP25003439,1,M00003,120.01.0006,1440,290.2451,1440,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA6,11740.2512,KAPALI,2025,1,4,OD01,Peşin,1,0,11740.2512,0,1,128,PO-20517,Liman Teslim (FOB),Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Dökme,
107297,2025-01-23,SIP25003439,2,M00198,120.01.0006,1200,186.0177,1200,0,Bahar Ö.,YURT_ICI,1,35.6,SK16,KA2,6270.2596,KAPALI,2025,1,4,OD01,Peşin,1,0,6270.2596,0,1,128,PO-95070,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,Acil
107298,2025-01-23,SIP25003440,1,M00003,120.01.0003,72,272.9742,72,0,Pelin R.,BASKILI,1,35.6,SK01,KA6,552.0827,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,552.0827,0,290,PO-31498,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,
107299,2025-01-23,SIP25003440,2,M00001,120.01.0003,5000,407.6752,5000,0,Pelin R.,BASKILI,1,35.6,SK12,KA2,57257.7528,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,57257.7528,1,290,PO-67031,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
107300,2025-01-23,SIP25003440,3,M00001,120.01.0003,12000,400.093,12000,0,Pelin R.,BASKILI,1,35.6,SK12,KA2,134862.809,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,134862.809,1,290,PO-16574,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
107301,2025-01-23,STKB25000227,1,M00014,120.01.0001,144,266.2363,144,0,Elif S.,YURT_DISI,1,35.6,SK01,KA6,1076.9109,KAPALI,2025,1,4,OD04,90 Gün Vadeli,0,90,0,1076.9109,0,432,PO-17446,Liman Teslim (FOB),Kapaksız,24 adet/koli,"Teneke 0,20mm",Kolili,Numune onaylı
107302,2025-01-23,SIP25003441,1,M00002,120.01.0109,20000,489.2735,20000,0,Bahar Ö.,YURT_ICI,1,35.6,SK11,KA5,274872.7528,KAPALI,2025,1,4,OD02,30 Gün Vadeli,0,30,0,274872.7528,1,9,PO-97360,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,
107303,2025-01-23,SIP25003441,2,M00305,120.01.0109,360,48.0682,303.76,56.24,Bahar Ö.,YURT_ICI,1,35.6,SK02,KA5,486.0829,ACIK,2025,1,4,OD02,30 Gün Vadeli,0,30,0,486.0829,1,9,PO-85746,CIF Teslim,Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Dökme,Numune onaylı
107304,2025-01-24,SIP25003442,1,M00004,120.01.0013,5760,744.1373,5760,0,Deniz Y.,YURT_DISI,1,35.6,SK01,KA6,120399.7429,KAPALI,2025,1,4,OD03,60 Gün Vadeli,0,60,0,120399.7429,1,66,PO-70677,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,
107305,2025-01-24,SIP25003442,2,M00002,120.01.0013,12000,540.5472,12000,0,Deniz Y.,YURT_DISI,1,35.6,SK11,KA5,182206.9213,KAPALI,2025,1,4,OD03,60 Gün Vadeli,0,60,0,182206.9213,1,66,PO-90239,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
107306,2025-01-24,SIP25003443,1,M00013,120.01.0004,4800,578.6486,4800,0,Bahar Ö.,YURT_ICI,1,35.6,SK10,KA3,78020.036,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,39010.018,39010.018,1,212,PO-16794,Fabrika Teslim,Geçme Kapak,24 adet/koli,"Krom 0,25mm",Paletli,
107307,2025-01-24,SIP25003443,2,M00002,120.01.0004,8000,612.1147,8000,0,Bahar Ö.,YURT_ICI,1,35.6,SK11,KA5,137553.8652,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,68776.9326,68776.9326,0,212,PO-78442,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,
107308,2025-01-24,SIP25003443,3,M00154,120.01.0004,144,574.1962,144,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA6,2322.5914,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,1161.2957,1161.2957,1,212,PO-72191,Liman Teslim (FOB),Vidalı Kapak,12 adet/koli,"Teneke 0,18mm",Kolili,Acil
107309,2025-01-24,SIP25003444,1,M00080,120.01.0077,20000,440.0673,20000,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA6,247228.8202,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,247228.8202,1,12,PO-87351,Müşteri Deposu,Kolay Açılır,100 adet/koli,"Teneke 0,22mm",Kolili,
107310,2025-01-24,SIP25003444,2,M00006,120.01.0077,3840,573.5006,3840,0,Bahar Ö.,YURT_ICI,1,35.6,SK08,KA4,61860.7389,KAPALI,2025,1,4,OD07,120 Gün Vadeli,0,120,0,61860.7389,1,12,PO-19200,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
107311,2025-01-24,SIP25003445,1,M00123,120.01.0004,960,503.3528,960,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA2,13573.5587,KAPALI,2025,1,4,OD08,Akreditif,0.2,75,2714.7117,10858.847,0,213,PO-73583,Antrepo,Kapaksız,12 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
107312,2025-01-24,SIP25003446,1,M00005,120.01.0025,960,258.5808,960,0,Elif S.,YURT_DISI,1,35.6,SK04,KA3,6972.9654,KAPALI,2025,1,4,OD04,90 Gün Vadeli,0,90,0,6972.9654,1,36,PO-60702,Antrepo,Vidalı Kapak,48 adet/koli,"Teneke 0,22mm",Kolili,Acil
107313,2025-01-24,SIP25003446,2,M00026,120.01.0025,1200,503.9992,1200,0,Elif S.,YURT_DISI,1,35.6,SK06,KA5,16988.7371,KAPALI,2025,1,4,OD04,90 Gün Vadeli,0,90,0,16988.7371,1,36,PO-34643,Müşteri Deposu,Vidalı Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,
107314,2025-01-24,SIP25003447,1,M00008,120.01.0020,720,759.9667,720,0,Nurhan T.,YURT_ICI,1,35.6,SK01,KA2,15370.113,KAPALI,2025,1,4,OD02,30 Gün Vadeli,0,30,0,15370.113,0,47,PO-34854,Müşteri Deposu,Kolay Açılır,60 adet/koli,"Teneke 0,18mm",Dökme,Acil
107315,2025-01-24,STK25000514,1,M00008,120.01.0129,12000,690.1635,12000,0,Pelin R.,BASKILI,1,35.6,SK01,KA2,232639.382,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,116319.691,116319.691,0,6,PO-10862,Müşteri Deposu,Kolay Açılır,60 adet/koli,"Teneke 0,22mm",Paletli,
107316,2025-01-24,STK25000514,2,M00034,120.01.0129,288,129.6951,288,0,Pelin R.,BASKILI,1,35.6,SK07,KA1,1049.2188,KAPALI,2025,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,524.6094,524.6094,1,6,PO-84262,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Dökme,
107317,2025-01-27,SIP25003448,1,M00100,120.01.0010,2400,335.9123,2400,0,Selim K.,YURT_ICI,1,35.6,SK01,KA2,22645.773,KAPALI,2025,1,5,OD02,30 Gün Vadeli,0,30,0,22645.773,1,88,PO-14511,Müşteri Deposu,Vidalı Kapak,12 adet/koli,"Teneke 0,22mm",Paletli,
107318,2025-01-27,SIP25003449,1,M00003,120.01.0017,960,266.1005,960,0,Selim K.,YURT_ICI,1,35.6,SK01,KA6,7175.7438,KAPALI,2025,1,5,OD04,90 Gün Vadeli,0,90,0,7175.7438,1,47,PO-78916,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Paletli,
107319,2025-01-27,STK25000515,1,M00126,120.01.0032,1800,318.8793,1800,0,Selim K.,YURT_ICI,1,35.6,SK01,KA2,16123.1107,KAPALI,2025,1,5,OD08,Akreditif,0.2,75,3224.6221,12898.4886,1,43,PO-17757,Antrepo,Geçme Kapak,60 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
107320,2025-01-27,STK25000516,1,M00026,120.01.0005,8000,517.8673,8000,0,Selim K.,YURT_ICI,1,35.6,SK06,KA5,116374.6742,KAPALI,2025,1,5,OD01,Peşin,1,0,116374.6742,0,0,161,PO-68767,Liman Teslim (FOB),Vidalı Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,
107321,2025-01-27,SIP25003450,1,M00140,120.01.0021,7200,382.0221,7200,0,Bahar Ö.,YURT_ICI,1,35.6,SK11,KA3,77262.8966,KAPALI,2025,1,5,OD04,90 Gün Vadeli,0,90,0,77262.8966,1,41,PO-67868,Liman Teslim (FOB),Kolay Açılır,60 adet/koli,"Krom 0,25mm",Dökme,
107322,2025-01-27,SIP25003450,2,M00031,120.01.0021,1440,688.5309,1440,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA1,27850.6881,KAPALI,2025,1,5,OD04,90 Gün Vadeli,0,90,0,27850.6881,1,41,PO-89211,Fabrika Teslim,Kapaksız,48 adet/koli,"Teneke 0,20mm",Kolili,Acil
107323,2025-01-27,SIP25003450,3,M00001,120.01.0021,12000,400.0488,12000,0,Bahar Ö.,YURT_ICI,1,35.6,SK12,KA2,134847.9101,KAPALI,2025,1,5,OD04,90 Gün Vadeli,0,90,0,134847.9101,1,41,PO-77431,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,
107324,2025-01-27,SIP25003451,1,M00002,120.01.0006,2000,604.7476,2000,0,Bahar Ö.,YURT_ICI,1,35.6,SK11,KA5,33974.5843,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,33974.5843,1,129,PO-87327,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,
107325,2025-01-27,SIP25003451,2,M00114,120.01.0006,1200,651.3035,1200,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA3,21954.0506,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,21954.0506,0,129,PO-55391,Müşteri Deposu,Kolay Açılır,24 adet/koli,"Krom 0,25mm",Kolili,Acil
107326,2025-01-27,SIP25003451,3,M00008,120.01.0006,720,646.6817,720,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA2,13078.9557,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,13078.9557,1,129,PO-81674,CIF Teslim,Kolay Açılır,60 adet/koli,"Teneke 0,22mm",Paletli,
107327,2025-01-27,STK25000517,1,M00010,120.01.0023,720,459.923,720,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA3,9301.8135,KAPALI,2025,1,5,OD07,120 Gün Vadeli,0,120,0,9301.8135,1,38,PO-66121,CIF Teslim,Geçme Kapak,60 adet/koli,"Teneke 0,18mm",Paletli,
107328,2025-01-27,SIP25003452,1,M00002,120.01.0077,600,590.9967,454.97,145.03,Bahar Ö.,YURT_ICI,1,35.6,SK11,KA5,9960.6185,ACIK,2025,1,5,OD04,90 Gün Vadeli,0,90,0,9960.6185,1,13,PO-84907,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,Acil
107329,2025-01-27,STKB25000228,1,M00093,120.01.0127,720,600.6688,720,0,Pelin R.,BASKILI,1,35.6,SK01,KA5,12148.3578,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,12148.3578,1,9,PO-47857,Antrepo,Geçme Kapak,60 adet/koli,"Krom 0,25mm",Dökme,Acil
107330,2025-01-27,STKB25000228,2,M00026,120.01.0127,8000,505.2415,8000,0,Pelin R.,BASKILI,1,35.6,SK06,KA5,113537.4157,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,113537.4157,1,9,PO-76605,CIF Teslim,Vidalı Kapak,100 adet/koli,"Krom 0,25mm",Dökme,
107331,2025-01-27,SIP25003453,1,M00013,120.01.0003,288,476.1354,288,0,Pelin R.,BASKILI,1,35.6,SK10,KA3,3851.8819,KAPALI,2025,1,5,OD06,%50 Peşin + 45 Gün,0.5,45,1925.9409,1925.9409,1,291,PO-24239,Liman Teslim (FOB),Geçme Kapak,24 adet/koli,"Teneke 0,18mm",Paletli,
107332,2025-01-27,SIP25003453,2,M00007,120.01.0003,576,544.0179,576,0,Pelin R.,BASKILI,1,35.6,SK04,KA5,8802.0874,KAPALI,2025,1,5,OD06,%50 Peşin + 45 Gün,0.5,45,4401.0437,4401.0437,1,291,PO-87373,Liman Teslim (FOB),Kolay Açılır,48 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
107333,2025-01-28,STK25000518,1,M00006,120.01.0006,960,693.8402,529.07,430.93,Bahar Ö.,YURT_ICI,1,35.6,SK08,KA4,18710.2975,ACIK,2025,1,5,OD03,60 Gün Vadeli,0,60,0,18710.2975,1,130,PO-29278,Antrepo,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Paletli,
107334,2025-01-28,STK25000518,2,M00006,120.01.0006,288,562.8594,288,0,Bahar Ö.,YURT_ICI,1,35.6,SK08,KA4,4553.4693,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,4553.4693,0,130,PO-78006,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Teneke 0,22mm",Paletli,
107335,2025-01-28,STK25000518,3,M00001,120.01.0006,600,331.2371,600,0,Bahar Ö.,YURT_ICI,1,35.6,SK12,KA2,5582.6478,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,5582.6478,1,130,PO-44449,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,Numune onaylı
107336,2025-01-28,STK25000518,4,M00021,120.01.0006,288,222.9583,288,0,Bahar Ö.,YURT_ICI,1,35.6,SK12,KA5,1803.7076,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,1803.7076,1,130,PO-70581,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Teneke 0,18mm",Paletli,Numune onaylı
107337,2025-01-28,SIP25003454,1,M00005,120.01.0003,960,297.9734,960,0,Pelin R.,BASKILI,1,35.6,SK04,KA3,8035.2378,KAPALI,2025,1,5,OD08,Akreditif,0.2,75,1607.0476,6428.1902,1,292,PO-71239,Müşteri Deposu,Vidalı Kapak,48 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
107338,2025-01-28,SIP25003455,1,M00001,120.01.0015,8000,326.1919,8000,0,Selim K.,YURT_ICI,1,35.6,SK12,KA2,73301.5506,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,73301.5506,0,59,PO-78990,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,
107339,2025-01-28,SIP25003455,2,M00001,120.01.0015,8000,353.7398,8000,0,Selim K.,YURT_ICI,1,35.6,SK12,KA2,79492.0899,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,79492.0899,1,59,PO-44628,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
107340,2025-01-28,SIP25003456,1,M00008,120.01.0022,4800,711.1523,4800,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA2,95885.7034,KAPALI,2025,1,5,OD02,30 Gün Vadeli,0,30,0,95885.7034,1,45,PO-84227,CIF Teslim,Kolay Açılır,60 adet/koli,"Krom 0,25mm",Kolili,Numune onaylı
107341,2025-01-28,SIP25003456,2,M00002,120.01.0022,5000,614.8852,5000,0,Bahar Ö.,YURT_ICI,1,35.6,SK11,KA5,86360.2809,KAPALI,2025,1,5,OD02,30 Gün Vadeli,0,30,0,86360.2809,0,45,PO-55738,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
107342,2025-01-28,SIP25003456,3,M00030,120.01.0022,1200,180.4699,1200,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA4,6083.2551,KAPALI,2025,1,5,OD02,30 Gün Vadeli,0,30,0,6083.2551,1,45,PO-51593,CIF Teslim,Kapaksız,24 adet/koli,"Teneke 0,18mm",Paletli,
107343,2025-01-28,STK25000519,1,M00004,120.01.0009,9600,628.2232,9600,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA6,169408.5034,KAPALI,2025,1,5,OD02,30 Gün Vadeli,0,30,0,169408.5034,1,82,PO-51871,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Paletli,
107344,2025-01-28,SIP25003457,1,M00006,120.01.0002,576,612.0583,576,0,Cem A.,YURT_ICI,1,35.6,SK08,KA4,9902.9658,KAPALI,2025,1,5,OD03,60 Gün Vadeli,0,60,0,9902.9658,1,307,PO-63561,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Kolili,
107345,2025-01-29,SIP25003458,1,M00004,120.01.0012,9600,600.8859,9600,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA6,162036.6472,KAPALI,2025,1,5,OD01,Peşin,1,0,162036.6472,0,1,66,PO-76973,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Kolili,Numune onaylı
107346,2025-01-29,SIP25003459,1,M00105,120.01.0002,2000,527.3581,2000,0,Cem A.,YURT_ICI,1,35.6,SK16,KA5,29626.8596,KAPALI,2025,1,5,OD01,Peşin,1,0,29626.8596,0,1,308,PO-93374,Müşteri Deposu,Kolay Açılır,100 adet/koli,"Teneke 0,20mm",Dökme,
107347,2025-01-29,SIP25003459,2,M00001,120.01.0002,8000,345.5535,8000,0,Cem A.,YURT_ICI,1,35.6,SK12,KA2,77652.4719,KAPALI,2025,1,5,OD01,Peşin,1,0,77652.4719,0,1,308,PO-31165,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
107348,2025-01-29,STKB25000229,1,M00009,120.01.0030,240,568.2121,240,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA1,3830.6434,KAPALI,2025,1,5,OD05,%30 Peşin + 60 Gün,0.3,60,1149.193,2681.4504,1,32,PO-23766,Liman Teslim (FOB),Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
107349,2025-01-29,STK25000520,1,M00015,120.01.0083,600,630.4682,600,0,Kaan M.,BASKILI,1,35.6,SK01,KA3,10625.8685,KAPALI,2025,1,5,OD01,Peşin,1,0,10625.8685,0,1,13,PO-38480,Müşteri Deposu,Vidalı Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,
107350,2025-01-29,SIP25003460,1,M00004,120.01.0121,9600,639.5225,9600,0,Bahar Ö.,YURT_ICI,1,35.6,SK01,KA6,172455.5056,KAPALI,2025,1,5,OD07,120 Gün Vadeli,0,120,0,172455.5056,1,7,PO-53881,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Dökme,Acil
107351,2025-01-29,SIP25003461,1,M00114,120.01.0007,480,679.5792,480,0,Deniz Y.,YURT_DISI,1,35.6,SK01,KA3,9162.8656,KAPALI,2025,1,5,OD08,Akreditif,0.2,75,1832.5731,7330.2925,1,122,PO-78587,Liman Teslim (FOB),Kolay Açılır,24 adet/koli,"Teneke 0,22mm",Dökme,
107352,2025-01-29,STK25000521,1,M00015,120.01.0005,1440,562.8242,1440,0,Selim K.,YURT_ICI,1,35.6,SK01,KA3,22765.9227,KAPALI,2025,1,5,OD07,120 Gün Vadeli,0,120,0,22765.9227,1,162,PO-97965,Antrepo,Vidalı Kapak,12 adet/koli,"Teneke 0,18mm",Dökme,
107353,2025-01-29,SIP25003462,1,M00029,120.01.0001,600,239.0281,600,0,Elif S.,YURT_DISI,1,35.6,SK02,KA2,4028.5635,KAPALI,2025,1,5,OD08,Akreditif,0.2,75,805.7127,3222.8508,1,433,PO-85687,Liman Teslim (FOB),Kolay Açılır,12 adet/koli,"Krom 0,25mm",Kolili,
107354,2025-01-29,SIP25003463,1,M00002,120.01.0005,12000,522.1381,12000,0,Selim K.,YURT_ICI,1,35.6,SK11,KA5,176001.6067,KAPALI,2025,1,5,OD01,Peşin,1,0,176001.6067,0,1,163,PO-17697,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
107355,2025-01-29,SIP25003463,2,M00007,120.01.0005,9600,487.8796,9600,0,Selim K.,YURT_ICI,1,35.6,SK04,KA5,131563.0382,KAPALI,2025,1,5,OD01,Peşin,1,0,131563.0382,0,1,163,PO-66331,Fabrika Teslim,Kolay Açılır,48 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
107356,2025-01-29,SIP25003464,1,M00014,120.01.0025,2880,290.5262,2880,0,Elif S.,YURT_DISI,1,35.6,SK01,KA6,23503.2431,KAPALI,2025,1,5,OD06,%50 Peşin + 45 Gün,0.5,45,11751.6215,11751.6215,1,37,PO-32380,CIF Teslim,Kapaksız,24 adet/koli,"Teneke 0,20mm",Paletli,Acil
