STOK_KODU,STOK_ADI,GRUP_KODU,GRUP_ADI,KOD_1,AD1,KOD_2,AD2,KOD_3,AD3,KOD_4,AD4,KOD_5,AD5,INGISIM,KT_YUKSEKLIK,OLCU_BR1,OLCU_BR2,OLCU_BR3,BIRIM2_CARPAN,BIRIM3_CARPAN,BIRIM_MALIYET
M00178,OVAL KUTU 295-165 MAT LAK 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B4,Mat Lak,P3,3 Parça,Oval Tin 295-165 Mat Lak 3 pc,160,ADET,KOLİ,PALET,24,720,15.9537
M00179,KARE KUTU 160-090 LITOGRAFI 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA5,Endüstriyel,160-090,Kalıp 160-090,B1,Litografi,P2,2 Parça,Kare Tin 160-090 Litografi 2 pc,85,ADET,KOLİ,PALET,100,3000,0.8058
M00180,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 078-095 Vernikli 3 pc,100,ADET,KOLİ,PALET,12,288,4.5987
M00181,KAPAK 090-065 LITOGRAFI 2 PARÇA,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B1,Litografi,P2,2 Parça,Kapak 090-065 Litografi 2 pc,60,ADET,KOLİ,PALET,60,1200,11.2776
M00182,OVAL KUTU 295-165 MAT LAK 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA5,Endüstriyel,295-165,Kalıp 295-165,B4,Mat Lak,P2,2 Parça,Oval Tin 295-165 Mat Lak 2 pc,160,ADET,KOLİ,PALET,60,1800,12.6085
M00183,YUVARLAK KUTU 158-175 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,158-175,Kalıp 158-175,B1,Litografi,P2,2 Parça,Yuvarlak Tin 158-175 Litografi 2 pc,180,ADET,KOLİ,PALET,24,720,4.6811
M00184,ALTIGEN KUTU 125-085 HAM TENEKE 3 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA6,Bal-Reçel,125-085,Kalıp 125-085,B3,Ham Teneke,P3,3 Parça,Altıgen Tin 125-085 Ham Teneke 3 pc,90,ADET,KOLİ,PALET,48,960,9.8488
M00185,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,210-255,Kalıp 210-255,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 210-255 Ham Teneke 3 pc,260,ADET,KOLİ,PALET,24,576,2.3569
M00186,KOSELI SIVAMA KUTU 210-080 MAT LAK 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA6,Bal-Reçel,210-080,Kalıp 210-080,B4,Mat Lak,P2,2 Parça,Koseli Drawn Tin 210-080 Mat Lak 2 pc,75,ADET,KOLİ,PALET,12,288,2.5865
M00187,TEPSI 090-065 LITOGRAFI 2 PARÇA,01,Mamul,SK11,Tepsi,KA4,Hediyelik,090-065,Kalıp 090-065,B1,Litografi,P2,2 Parça,Tepsi 090-065 Litografi 2 pc,60,ADET,KOLİ,PALET,48,1440,4.8737
M00188,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,078-095,Kalıp 078-095,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 078-095 Mat Lak 3 pc,100,ADET,KOLİ,PALET,24,720,9.8791
M00189,SEKILLI KUTU 245-175 MAT LAK 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA6,Bal-Reçel,245-175,Kalıp 245-175,B4,Mat Lak,P2,2 Parça,Sekilli Tin 245-175 Mat Lak 2 pc,180,ADET,KOLİ,PALET,48,1440,8.9449
M00190,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,210-255,Kalıp 210-255,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 210-255 Vernikli 3 pc,260,ADET,KOLİ,PALET,48,1152,9.0125
M00191,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA5,Endüstriyel,205-050,Kalıp 205-050,B1,Litografi,P3,3 Parça,Plaka-Bardak Alti 205-050 Litografi 3 pc,45,ADET,KOLİ,PALET,60,1200,5.4536
M00192,YUVARLAK KUTU 145-095 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 145-095 Ham Teneke 2 pc,100,ADET,KOLİ,PALET,24,480,7.4567
M00193,YUVARLAK KUTU 255-205 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,255-205,Kalıp 255-205,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 255-205 Vernikli 2 pc,210,ADET,KOLİ,PALET,60,1440,15.4997
M00194,SEKILLI KUTU Ø092 VERNIKLI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,DIA-092,Kalıp DIA-092,B2,Vernikli,P2,2 Parça,Sekilli Tin Ø092 Vernikli 2 pc,99,ADET,KOLİ,PALET,12,240,8.1347
M00195,YUVARLAK KUTU Ø148 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-148,Kalıp DIA-148,B1,Litografi,P3,3 Parça,Yuvarlak Tin Ø148 Litografi 3 pc,153,ADET,KOLİ,PALET,60,1200,1.7527
M00196,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA2,Boya-Kimya,210-080,Kalıp 210-080,B1,Litografi,P2,2 Parça,Koseli Drawn Tin 210-080 Litografi 2 pc,75,ADET,KOLİ,PALET,12,240,8.9925
M00197,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,135-145,Kalıp 135-145,B3,Ham Teneke,P2,2 Parça,Sekizgen Tin 135-145 Ham Teneke 2 pc,140,ADET,KOLİ,PALET,12,240,9.8156
M00198,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA2,Boya-Kimya,205-050,Kalıp 205-050,B1,Litografi,P2,2 Parça,Plaka-Bardak Alti 205-050 Litografi 2 pc,45,ADET,KOLİ,PALET,100,2000,3.7859
M00199,DIKDORTGEN KUTU 145-095 VERNIKLI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,145-095,Kalıp 145-095,B2,Vernikli,P2,2 Parça,Dikdortgen Tin 145-095 Vernikli 2 pc,100,ADET,KOLİ,PALET,24,480,5.1361
M00200,YUVARLAK KUTU 078-095 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,078-095,Kalıp 078-095,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 078-095 Ham Teneke 2 pc,100,ADET,KOLİ,PALET,100,2000,6.4686
M00201,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi,P3,3 Parça,Yuvarlak Tin Ø050 Litografi 3 pc,55,ADET,KOLİ,PALET,12,288,8.4089
M00202,YUVARLAK KUTU 255-205 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,255-205,Kalıp 255-205,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 255-205 Mat Lak 2 pc,210,ADET,KOLİ,PALET,60,1440,2.5324
M00203,YUVARLAK KUTU Ø050 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-050,Kalıp DIA-050,B2,Vernikli,P3,3 Parça,Yuvarlak Tin Ø050 Vernikli 3 pc,55,ADET,KOLİ,PALET,48,1440,2.1687
M00204,SEKILLI KUTU 175-205 LITOGRAFI 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B1,Litografi,P3,3 Parça,Sekilli Tin 175-205 Litografi 3 pc,200,ADET,KOLİ,PALET,12,288,1.1274
M00205,OVAL KUTU 295-165 VERNIKLI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA5,Endüstriyel,295-165,Kalıp 295-165,B2,Vernikli,P3,3 Parça,Oval Tin 295-165 Vernikli 3 pc,160,ADET,KOLİ,PALET,24,480,13.7368
M00206,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,145-095,Kalıp 145-095,B2,Vernikli,P3,3 Parça,Dikdortgen Tin 145-095 Vernikli 3 pc,100,ADET,KOLİ,PALET,60,1800,9.4984
M00207,YUVARLAK KUTU Ø068 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,DIA-068,Kalıp DIA-068,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin Ø068 Mat Lak 3 pc,72,ADET,KOLİ,PALET,60,1200,1.0417
M00208,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA2,Boya-Kimya,210-080,Kalıp 210-080,B3,Ham Teneke,P2,2 Parça,Koseli Drawn Tin 210-080 Ham Teneke 2 pc,75,ADET,KOLİ,PALET,24,720,10.9774
M00209,YUVARLAK KUTU Ø148 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-148,Kalıp DIA-148,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin Ø148 Mat Lak 3 pc,153,ADET,KOLİ,PALET,24,576,6.0192
M00210,YUVARLAK KUTU 325-125 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,325-125,Kalıp 325-125,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 325-125 Ham Teneke 3 pc,120,ADET,KOLİ,PALET,100,2000,1.0572
M00211,YUVARLAK-SIVAMA KUTU Ø068 LITOGRAFI 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,DIA-068,Kalıp DIA-068,B1,Litografi,P3,3 Parça,Yuvarlak-Drawn Tin Ø068 Litografi 3 pc,72,ADET,KOLİ,PALET,48,1440,9.8794
M00212,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,145-095,Kalıp 145-095,B4,Mat Lak,P2,2 Parça,Dikdortgen Tin 145-095 Mat Lak 2 pc,100,ADET,KOLİ,PALET,60,1800,6.12
M00213,YUVARLAK KUTU Y120-105 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,Y120-105,Kalıp Y120-105,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin Y120-105 Ham Teneke 2 pc,110,ADET,KOLİ,PALET,48,960,5.05
M00214,YUVARLAK KUTU Ø050 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,DIA-050,Kalıp DIA-050,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin Ø050 Mat Lak 3 pc,55,ADET,KOLİ,PALET,12,360,2.6787
M00215,KALP KUTU 160-090 MAT LAK 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA6,Bal-Reçel,160-090,Kalıp 160-090,B4,Mat Lak,P3,3 Parça,Kalp Tin 160-090 Mat Lak 3 pc,85,ADET,KOLİ,PALET,12,240,5.8949
M00216,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,145-095,Kalıp 145-095,B4,Mat Lak,P2,2 Parça,Dikdortgen Tin 145-095 Mat Lak 2 pc,100,ADET,KOLİ,PALET,100,2000,1.3643
M00217,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,145-095,Kalıp 145-095,B2,Vernikli,P3,3 Parça,Dikdortgen Tin 145-095 Vernikli 3 pc,100,ADET,KOLİ,PALET,48,1440,5.8668
M00218,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA3,Kozmetik,225-165,Kalıp 225-165,B3,Ham Teneke,P3,3 Parça,Kare Tin 225-165 Ham Teneke 3 pc,160,ADET,KOLİ,PALET,100,3000,15.8444
M00219,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,185-115,Kalıp 185-115,B1,Litografi,P2,2 Parça,Dikdortgen Tin 185-115 Litografi 2 pc,110,ADET,KOLİ,PALET,12,360,12.5328
M00220,OVAL KUTU 295-165 LITOGRAFI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA5,Endüstriyel,295-165,Kalıp 295-165,B1,Litografi,P3,3 Parça,Oval Tin 295-165 Litografi 3 pc,160,ADET,KOLİ,PALET,60,1440,3.9772
M00221,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 120-105 Ham Teneke 2 pc,110,ADET,KOLİ,PALET,100,3000,1.9779
M00222,YUVARLAK KUTU 094-050 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,094-050,Kalıp 094-050,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 094-050 Vernikli 2 pc,45,ADET,KOLİ,PALET,24,480,1.4705
M00223,YUVARLAK KUTU 255-205 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,255-205,Kalıp 255-205,B1,Litografi,P2,2 Parça,Yuvarlak Tin 255-205 Litografi 2 pc,210,ADET,KOLİ,PALET,12,240,6.9687
M00224,TEPSI 325-125 VERNIKLI 3 PARÇA,01,Mamul,SK11,Tepsi,KA4,Hediyelik,325-125,Kalıp 325-125,B2,Vernikli,P3,3 Parça,Tepsi 325-125 Vernikli 3 pc,120,ADET,KOLİ,PALET,60,1200,11.0755
M00225,DIKDORTGEN KUTU 185-115 MAT LAK 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak,P3,3 Parça,Dikdortgen Tin 185-115 Mat Lak 3 pc,110,ADET,KOLİ,PALET,24,480,3.7483
M00226,KALP KUTU 160-090 LITOGRAFI 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA2,Boya-Kimya,160-090,Kalıp 160-090,B1,Litografi,P2,2 Parça,Kalp Tin 160-090 Litografi 2 pc,85,ADET,KOLİ,PALET,24,720,9.3061
M00227,YUVARLAK KUTU 090-065 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,090-065,Kalıp 090-065,B1,Litografi,P3,3 Parça,Yuvarlak Tin 090-065 Litografi 3 pc,60,ADET,KOLİ,PALET,24,720,2.4136
M00228,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,094-050,Kalıp 094-050,B1,Litografi,P2,2 Parça,Yuvarlak Tin 094-050 Litografi 2 pc,45,ADET,KOLİ,PALET,24,720,11.487
M00229,YUVARLAK KUTU 094-050 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 094-050 Vernikli 3 pc,45,ADET,KOLİ,PALET,100,2400,2.7065
M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B1,Litografi,P2,2 Parça,Yuvarlak Tin 094-050 Litografi 2 pc,45,ADET,KOLİ,PALET,60,1200,5.678
M00231,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,120-105,Kalıp 120-105,B1,Litografi,P2,2 Parça,Yuvarlak Tin 120-105 Litografi 2 pc,110,ADET,KOLİ,PALET,12,288,1.4852
M00232,PLAKA-BARDAK ALTI 205-050 MAT LAK 2 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA4,Hediyelik,205-050,Kalıp 205-050,B4,Mat Lak,P2,2 Parça,Plaka-Bardak Alti 205-050 Mat Lak 2 pc,45,ADET,KOLİ,PALET,24,720,8.6304
M00233,YUVARLAK KUTU Ø148 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-148,Kalıp DIA-148,B2,Vernikli,P2,2 Parça,Yuvarlak Tin Ø148 Vernikli 2 pc,153,ADET,KOLİ,PALET,100,2400,4.728
M00234,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-050,Kalıp DIA-050,B1,Litografi,P3,3 Parça,Yuvarlak Tin Ø050 Litografi 3 pc,55,ADET,KOLİ,PALET,60,1200,7.5205
M00235,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA1,Gıda,185-115,Kalıp 185-115,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 185-115 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,100,2400,1.828
M00236,YUVARLAK KUTU Ø050 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin Ø050 Ham Teneke 2 pc,55,ADET,KOLİ,PALET,48,1152,9.4249
M00237,KALP KUTU 160-090 HAM TENEKE 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA6,Bal-Reçel,160-090,Kalıp 160-090,B3,Ham Teneke,P2,2 Parça,Kalp Tin 160-090 Ham Teneke 2 pc,85,ADET,KOLİ,PALET,100,2000,2.4696
M00238,YUVARLAK KUTU 245-175 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 245-175 Mat Lak 2 pc,180,ADET,KOLİ,PALET,48,1152,6.9291
M00239,KAPAK 090-065 MAT LAK 3 PARÇA,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B4,Mat Lak,P3,3 Parça,Kapak 090-065 Mat Lak 3 pc,60,ADET,KOLİ,PALET,12,288,7.2983
M00240,YUVARLAK KUTU 255-205 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,255-205,Kalıp 255-205,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 255-205 Ham Teneke 3 pc,210,ADET,KOLİ,PALET,48,1440,8.7646
M00241,YUVARLAK KUTU 210-080 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,210-080,Kalıp 210-080,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 210-080 Mat Lak 2 pc,75,ADET,KOLİ,PALET,60,1440,3.4401
M00242,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,DIA-092,Kalıp DIA-092,B2,Vernikli,P2,2 Parça,Yuvarlak Tin Ø092 Vernikli 2 pc,99,ADET,KOLİ,PALET,12,360,9.2289
M00243,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke,P3,3 Parça,Sekilli Tin 175-205 Ham Teneke 3 pc,200,ADET,KOLİ,PALET,48,1440,7.7675
M00244,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA6,Bal-Reçel,210-080,Kalıp 210-080,B3,Ham Teneke,P2,2 Parça,Koseli Drawn Tin 210-080 Ham Teneke 2 pc,75,ADET,KOLİ,PALET,100,2000,5.5981
M00245,OVAL KUTU 295-165 VERNIKLI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,295-165,Kalıp 295-165,B2,Vernikli,P3,3 Parça,Oval Tin 295-165 Vernikli 3 pc,160,ADET,KOLİ,PALET,48,960,6.2859
M00246,SEKILLI KUTU 175-205 VERNIKLI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA6,Bal-Reçel,175-205,Kalıp 175-205,B2,Vernikli,P2,2 Parça,Sekilli Tin 175-205 Vernikli 2 pc,200,ADET,KOLİ,PALET,100,2400,10.4471
M00247,YUVARLAK KUTU Ø050 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-050,Kalıp DIA-050,B1,Litografi,P2,2 Parça,Yuvarlak Tin Ø050 Litografi 2 pc,55,ADET,KOLİ,PALET,100,3000,6.4171
M00248,KAPAK 090-065 VERNIKLI 2 PARÇA,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B2,Vernikli,P2,2 Parça,Kapak 090-065 Vernikli 2 pc,60,ADET,KOLİ,PALET,24,480,6.8552
M00249,YUVARLAK-SIVAMA KUTU Ø068 LITOGRAFI 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA1,Gıda,DIA-068,Kalıp DIA-068,B1,Litografi,P2,2 Parça,Yuvarlak-Drawn Tin Ø068 Litografi 2 pc,72,ADET,KOLİ,PALET,48,1152,10.1952
M00250,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA1,Gıda,175-205,Kalıp 175-205,B4,Mat Lak,P3,3 Parça,Sekilli Tin 175-205 Mat Lak 3 pc,200,ADET,KOLİ,PALET,48,1440,9.3997
M00251,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA4,Hediyelik,185-115,Kalıp 185-115,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 185-115 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,24,576,9.6075
M00252,DIKDORTGEN KUTU 205-050 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,205-050,Kalıp 205-050,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 205-050 Ham Teneke 3 pc,45,ADET,KOLİ,PALET,24,480,8.0873
M00253,YUVARLAK KUTU 094-050 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 094-050 Mat Lak 2 pc,45,ADET,KOLİ,PALET,60,1800,8.5666
M00254,YUVARLAK KUTU 245-175 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,245-175,Kalıp 245-175,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 245-175 Vernikli 2 pc,180,ADET,KOLİ,PALET,60,1440,10.4428
M00255,YUVARLAK KUTU Ø148 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,DIA-148,Kalıp DIA-148,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin Ø148 Mat Lak 3 pc,153,ADET,KOLİ,PALET,60,1440,13.2017
M00256,PLAKA-BARDAK ALTI 205-050 VERNIKLI 2 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA4,Hediyelik,205-050,Kalıp 205-050,B2,Vernikli,P2,2 Parça,Plaka-Bardak Alti 205-050 Vernikli 2 pc,45,ADET,KOLİ,PALET,100,2000,6.5002
M00257,YUVARLAK KUTU 210-255 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,210-255,Kalıp 210-255,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 210-255 Mat Lak 2 pc,260,ADET,KOLİ,PALET,100,3000,14.6595
M00258,PLAKA-BARDAK ALTI 185-115 LITOGRAFI 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA2,Boya-Kimya,185-115,Kalıp 185-115,B1,Litografi,P3,3 Parça,Plaka-Bardak Alti 185-115 Litografi 3 pc,110,ADET,KOLİ,PALET,12,288,1.0001
M00259,YUVARLAK KUTU Ø092 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-092,Kalıp DIA-092,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Ø092 Ham Teneke 3 pc,99,ADET,KOLİ,PALET,100,3000,3.9611
M00260,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,120-105,Kalıp 120-105,B1,Litografi,P2,2 Parça,Yuvarlak Tin 120-105 Litografi 2 pc,110,ADET,KOLİ,PALET,100,3000,5.7597
M00261,KALP KUTU 160-090 VERNIKLI 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA5,Endüstriyel,160-090,Kalıp 160-090,B2,Vernikli,P2,2 Parça,Kalp Tin 160-090 Vernikli 2 pc,85,ADET,KOLİ,PALET,60,1200,9.7788
M00262,KARE KUTU 225-165 MAT LAK 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA3,Kozmetik,225-165,Kalıp 225-165,B4,Mat Lak,P3,3 Parça,Kare Tin 225-165 Mat Lak 3 pc,160,ADET,KOLİ,PALET,24,720,4.9576
M00263,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B1,Litografi,P2,2 Parça,Dikdortgen Tin 185-115 Litografi 2 pc,110,ADET,KOLİ,PALET,48,1440,11.2746
M00264,YUVARLAK KUTU Ø050 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,DIA-050,Kalıp DIA-050,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin Ø050 Ham Teneke 2 pc,55,ADET,KOLİ,PALET,48,1440,6.4548
M00265,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-050,Kalıp DIA-050,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin Ø050 Mat Lak 2 pc,55,ADET,KOLİ,PALET,12,240,7.6395
M00266,SEKIZGEN KUTU 135-145 HAM TENEKE 3 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,135-145,Kalıp 135-145,B3,Ham Teneke,P3,3 Parça,Sekizgen Tin 135-145 Ham Teneke 3 pc,140,ADET,KOLİ,PALET,12,240,7.6302
