STOK_KODU,STHAR_CARIKOD,FISNO,STHAR_TARIH,STHAR_GCMIK,STHAR_GCMIK2,STHAR_NF,STHAR_GCKOD,DOLAR_KURU,TUTAR_USD,YIL,AY,STHAR_SIPNUM,STRA_SIPKONT,SIP_INC,AY_BASLANGICI,SIPARIS_TEMSILCISI,TEMSILCI_GRUP
M00012,120.01.0009,FT24505949,2024-10-08,2400,50,471.3515,4,34.25,33029.0102,2024,10,SIP24002776,2,105949,2024-10-01,Cem A.,YURT_ICI
M00043,120.01.0015,FT24505950,2024-10-07,720,30,513.8138,4,34.25,10801.3412,2024,10,SIP24002777,1,105950,2024-10-01,Selim K.,YURT_ICI
M00002,120.01.0015,FT24505951,2024-10-11,960,20,548.0278,4,34.25,15360.7792,2024,10,SIP24002777,2,105951,2024-10-01,Selim K.,YURT_ICI
M00003,120.01.0004,FT24505952,2024-11-07,3000,50,221.2172,4,34.7,19125.4063,2024,11,SIP24002778,1,105952,2024-11-01,Nurhan T.,YURT_ICI
M00002,120.01.0002,FT24505953,2024-10-14,3840,80,520.4911,4,34.25,58355.7905,2024,10,SIP24002779,1,105953,2024-10-01,Nurhan T.,YURT_ICI
M00196,120.01.0003,FT24505954,2024-11-09,1440,120,344.0395,4,34.7,14277.1435,2024,11,SIP24002780,1,105954,2024-11-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT24505955,2024-11-05,960,80,403.6469,4,34.7,11167.1765,2024,11,SIP24002780,2,105955,2024-11-01,Bahar Ö.,YURT_ICI
M00035,120.01.0003,FT24505956,2024-11-07,5000,50,511.7182,4,34.7,73734.611,2024,11,SIP24002780,3,105956,2024-11-01,Bahar Ö.,YURT_ICI
M00059,120.01.0006,FT24505957,2024-11-11,144,12,83.6723,4,34.7,347.228,2024,11,SIP24002781,1,105957,2024-11-01,Selim K.,YURT_ICI
M00003,120.01.0006,FT24505958,2024-10-30,1800,30,258.3062,4,34.25,13575.2164,2024,10,SIP24002781,2,105958,2024-10-01,Selim K.,YURT_ICI
M00002,120.01.0006,FT24505959,2024-10-19,3840,80,466.8347,4,34.25,52340.0072,2024,10,SIP24002781,3,105959,2024-10-01,Selim K.,YURT_ICI
M00005,120.01.0008,FT24505960,2024-11-12,1440,30,493.5148,4,34.7,20480.1531,2024,11,SIP24002782,1,105960,2024-11-01,Nurhan T.,YURT_ICI
M00006,120.01.0058,FT24505961,2024-11-16,5000,50,117.0068,4,34.7,16859.7695,2024,11,SIP24002783,1,105961,2024-11-01,Bahar Ö.,YURT_ICI
M00008,120.01.0098,FT24505962,2024-10-08,240,20,605.1311,4,34.25,4240.3347,2024,10,SIP24002784,1,105962,2024-10-01,Deniz Y.,YURT_DISI
M00022,120.01.0037,FT24505963,2024-10-08,20000,200,256.2434,4,34.25,149631.1825,2024,10,STK24000435,1,105963,2024-10-01,Deniz Y.,YURT_DISI
M00006,120.01.0003,FT24505964,2024-10-11,3000,30,136.811,4,34.25,11983.4453,2024,10,SIP24002785,1,105964,2024-10-01,Bahar Ö.,YURT_ICI
M00003,120.01.0003,FT24505965,2024-10-10,360,6,250.9971,4,34.25,2638.2177,2024,10,SIP24002785,2,105965,2024-10-01,Bahar Ö.,YURT_ICI
M00007,120.01.0003,FT24505966,2024-10-16,4800,80,236.2082,4,34.25,33103.6309,2024,10,SIP24002785,3,105966,2024-10-01,Bahar Ö.,YURT_ICI
M00004,120.01.0003,FT24505967,2024-10-24,480,20,529.9799,4,34.25,7427.4555,2024,10,SIP24002785,4,105967,2024-10-01,Bahar Ö.,YURT_ICI
M00035,120.01.0003,FT24505968,2024-10-20,8000,80,499.3045,4,34.25,116625.8686,2024,10,SIP24002785,5,105968,2024-10-01,Bahar Ö.,YURT_ICI
M00008,120.01.0053,FT24505969,2024-10-22,144,12,532.9694,4,34.25,2240.8057,2024,10,STK24000436,1,105969,2024-10-01,Bahar Ö.,YURT_ICI
M00019,120.01.0053,FT24505970,2024-10-30,238.59,9.94,378.4292,4,34.25,2636.1875,2024,10,STK24000436,2,105970,2024-10-01,Bahar Ö.,YURT_ICI
M00003,120.01.0002,FT24505971,2024-11-04,3000,50,227.6452,4,34.7,19681.1412,2024,11,STK24000437,1,105971,2024-11-01,Nurhan T.,YURT_ICI
M00001,120.01.0002,FT24505972,2024-10-24,2400,200,337.1463,4,34.25,23624.8502,2024,10,STK24000437,2,105972,2024-10-01,Nurhan T.,YURT_ICI
M00002,120.01.0004,FT24505973,2024-11-15,3840,80,444.402,4,34.7,49178.7804,2024,11,SIP24002786,1,105973,2024-11-01,Nurhan T.,YURT_ICI
M00073,120.01.0006,FT24505974,2024-11-11,5760,120,209.4601,4,34.7,34769.1693,2024,11,SIP24002787,1,105974,2024-11-01,Selim K.,YURT_ICI
M00007,120.01.0006,FT24505975,2024-10-30,360,6,260.1451,4,34.25,2734.3719,2024,10,SIP24002787,2,105975,2024-10-01,Selim K.,YURT_ICI
M00041,120.01.0022,FT24505976,2024-10-07,960,80,230.5566,4,34.25,6462.3164,2024,10,SIP24002788,1,105976,2024-10-01,Cem A.,YURT_ICI
M00001,120.01.0022,FT24505977,2024-11-16,72,6,329.7329,4,34.7,684.172,2024,11,SIP24002788,2,105977,2024-11-01,Cem A.,YURT_ICI
M00007,120.01.0022,FT24505978,2024-10-13,4372.57,72.88,270.3719,4,34.25,34517.374,2024,10,SIP24002788,3,105978,2024-10-01,Cem A.,YURT_ICI
M00021,120.01.0022,FT24505979,2024-10-19,288,12,751.3256,4,34.25,6317.716,2024,10,SIP24002788,4,105979,2024-10-01,Cem A.,YURT_ICI
M00246,120.01.0042,FT24505980,2024-10-24,1200,20,76.4732,4,34.25,2679.353,2024,10,SIP24002789,1,105980,2024-10-01,Bahar Ö.,YURT_ICI
M00002,120.01.0042,FT24505981,2024-11-13,3840,80,464.6026,4,34.7,51414.2359,2024,11,SIP24002789,2,105981,2024-11-01,Bahar Ö.,YURT_ICI
M00030,120.01.0002,FT24505982,2024-11-09,4800,80,292.6516,4,34.7,40482.0657,2024,11,SIP24002790,1,105982,2024-11-01,Nurhan T.,YURT_ICI
M00009,120.01.0002,FT24505983,2024-10-18,12000,200,337.451,4,34.25,118231.0073,2024,10,SIP24002790,2,105983,2024-10-01,Nurhan T.,YURT_ICI
M00007,120.01.0001,FT24505984,2024-10-19,1800,30,229.7885,4,34.25,12076.4759,2024,10,SIP24002791,1,105984,2024-10-01,Bahar Ö.,YURT_ICI
M00026,120.01.0023,FT24505985,2024-10-15,1200,50,119.0024,4,34.25,4169.4272,2024,10,SIP24002792,1,105985,2024-10-01,Cem A.,YURT_ICI
M00004,120.01.0016,FT24505986,2024-10-11,2880,120,507.6307,4,34.25,42685.4428,2024,10,SIP24002793,1,105986,2024-10-01,Selim K.,YURT_ICI
M00001,120.01.0016,FT24505987,2024-10-06,360,30,331.1544,4,34.25,3480.747,2024,10,SIP24002793,2,105987,2024-10-01,Selim K.,YURT_ICI
M00001,120.01.0027,FT24505988,2024-10-21,240,20,359.8658,4,34.25,2521.6874,2024,10,SIP24002794,1,105988,2024-10-01,Deniz Y.,YURT_DISI
M00006,120.01.0027,FT24505989,2024-11-16,514.92,5.15,115.6124,4,34.7,1715.5947,2024,11,SIP24002794,2,105989,2024-11-01,Deniz Y.,YURT_DISI
M00022,120.01.0027,FT24505990,2024-11-04,3000,30,225.9725,4,34.7,19536.5274,2024,11,SIP24002794,3,105990,2024-11-01,Deniz Y.,YURT_DISI
M00006,120.01.0059,FT24505991,2024-10-28,20000,200,114.8134,4,34.25,67044.3212,2024,10,STK24000438,1,105991,2024-10-01,Deniz Y.,YURT_DISI
M00002,120.01.0059,FT24505992,2024-10-23,8808.88,183.52,555.4921,4,34.25,142869,2024,10,STK24000438,2,105992,2024-10-01,Deniz Y.,YURT_DISI
M00053,120.01.0050,FT24505993,2024-11-17,1200,50,522.8505,4,34.7,18081.2853,2024,11,SIP24002795,1,105993,2024-11-01,Nurhan T.,YURT_ICI
M00008,120.01.0050,FT24505994,2024-11-06,2400,200,570.5904,4,34.7,39464.4657,2024,11,SIP24002795,2,105994,2024-11-01,Nurhan T.,YURT_ICI
M00001,120.01.0008,FT24505995,2024-10-08,240,20,402.6412,4,34.25,2821.4274,2024,10,SIP24002796,1,105995,2024-10-01,Nurhan T.,YURT_ICI
M00021,120.01.0001,FT24505996,2024-10-19,480,20,683.1434,4,34.25,9573.9805,2024,10,SIP24002797,1,105996,2024-10-01,Bahar Ö.,YURT_ICI
M00001,120.01.0002,FT24505997,2024-10-12,2400,200,401.9386,4,34.25,28165.0406,2024,10,SIP24002798,1,105997,2024-10-01,Nurhan T.,YURT_ICI
M00008,120.01.0013,FT24505998,2024-10-31,763.35,63.61,565.8319,4,34.25,12611.0301,2024,10,SIP24002799,1,105998,2024-10-01,Bahar Ö.,YURT_ICI
M00003,120.01.0009,FT24505999,2024-10-24,1800,30,258.8048,4,34.25,13601.4201,2024,10,SIP24002800,1,105999,2024-10-01,Cem A.,YURT_ICI
M00002,120.01.0016,FT24506000,2024-11-06,2400,50,527.8378,4,34.7,36507.5135,2024,11,SIP24002801,1,106000,2024-11-01,Selim K.,YURT_ICI
M00082,120.01.0021,FT24506001,2024-10-18,1800,30,199.1015,4,34.25,10463.7285,2024,10,SIP24002802,1,106001,2024-10-01,Bahar Ö.,YURT_ICI
M00002,120.01.0021,FT24506002,2024-11-18,288,6,556.7864,4,34.7,4621.1667,2024,11,SIP24002802,2,106002,2024-11-01,Bahar Ö.,YURT_ICI
M00001,120.01.0021,FT24506003,2024-10-21,1440,120,393.4707,4,34.25,16543.0017,2024,10,SIP24002802,3,106003,2024-10-01,Bahar Ö.,YURT_ICI
M00009,120.01.0007,FT24506004,2024-11-02,4800,80,305.9216,4,34.7,42317.6853,2024,11,SIP24002803,1,106004,2024-11-01,Bahar Ö.,YURT_ICI
M00002,120.01.0006,FT24506005,2024-10-15,576,12,511.5005,4,34.25,8602.169,2024,10,STKB24000205,1,106005,2024-10-01,Selim K.,YURT_ICI
M00014,120.01.0011,FT24506006,2024-10-28,8000,80,94.3927,4,34.25,22047.9299,2024,10,STK24000439,1,106006,2024-10-01,Bahar Ö.,YURT_ICI
M00012,120.01.0005,FT24506007,2024-10-20,3840,80,469.0501,4,34.25,52588.3908,2024,10,SIP24002804,1,106007,2024-10-01,Elif S.,YURT_DISI
M00029,120.01.0003,FT24506008,2024-10-18,144,12,614.9723,4,34.25,2585.577,2024,10,SIP24002805,1,106008,2024-10-01,Bahar Ö.,YURT_ICI
M00002,120.01.0118,FT24506009,2024-10-11,1312.25,27.34,531.8419,4,34.25,20376.9207,2024,10,SIP24002806,1,106009,2024-10-01,Nurhan T.,YURT_ICI
M00004,120.01.0004,FT24506010,2024-10-11,288,12,589.0065,4,34.25,4952.8138,2024,10,SIP24002807,1,106010,2024-10-01,Nurhan T.,YURT_ICI
M00007,120.01.0001,FT24506011,2024-10-12,3000,50,262.7433,4,34.25,23014.0117,2024,10,SIP24002808,1,106011,2024-10-01,Bahar Ö.,YURT_ICI
M00012,120.01.0006,FT24506012,2024-11-07,960,20,505.3815,4,34.7,13981.736,2024,11,SIP24002809,1,106012,2024-11-01,Selim K.,YURT_ICI
M00013,120.01.0006,FT24506013,2024-11-13,720,30,250.8333,4,34.7,5204.6103,2024,11,SIP24002809,2,106013,2024-11-01,Selim K.,YURT_ICI
M00001,120.01.0006,FT24506014,2024-10-15,1440,120,377.2174,4,34.25,15859.6513,2024,10,SIP24002809,3,106014,2024-10-01,Selim K.,YURT_ICI
M00016,120.01.0054,FT24506015,2024-10-24,1440,30,476.0851,4,34.25,20016.4246,2024,10,SIP24002810,1,106015,2024-10-01,Cem A.,YURT_ICI
M00002,120.01.0054,FT24506016,2024-11-01,576,12,494.654,4,34.7,8210.9713,2024,11,SIP24002810,2,106016,2024-11-01,Cem A.,YURT_ICI
M00006,120.01.0054,FT24506017,2024-11-16,600,6,118.8998,4,34.7,2055.9043,2024,11,SIP24002810,3,106017,2024-11-01,Cem A.,YURT_ICI
M00010,120.01.0054,FT24506018,2024-10-20,7200,120,414.4961,4,34.25,87134.9466,2024,10,SIP24002810,4,106018,2024-10-01,Cem A.,YURT_ICI
M00042,120.01.0077,FT24506019,2024-10-26,2400,200,585.6993,4,34.25,41041.7028,2024,10,SIP24002811,1,106019,2024-10-01,Bahar Ö.,YURT_ICI
M00001,120.01.0077,FT24506020,2024-10-13,600,50,344.8757,4,34.25,6041.6181,2024,10,SIP24002811,2,106020,2024-10-01,Bahar Ö.,YURT_ICI
M00018,120.01.0131,FT24506021,2024-11-09,720,12,191.0228,4,34.7,3963.5855,2024,11,SIP24002812,1,106021,2024-11-01,Deniz Y.,YURT_DISI
M00004,120.01.0007,FT24506022,2024-11-12,480,20,579.9779,4,34.7,8022.749,2024,11,STK24000440,1,106022,2024-11-01,Bahar Ö.,YURT_ICI
M00006,120.01.0007,FT24506023,2024-10-13,12000,120,121.4991,4,34.25,42569.0277,2024,10,STK24000440,2,106023,2024-10-01,Bahar Ö.,YURT_ICI
M00007,120.01.0007,FT24506024,2024-10-23,2394.78,39.91,236.4707,4,34.25,16534.1694,2024,10,STK24000440,3,106024,2024-10-01,Bahar Ö.,YURT_ICI
M00001,120.01.0007,FT24506025,2024-11-01,960,80,361.6627,4,34.7,10005.6539,2024,11,STK24000440,4,106025,2024-11-01,Bahar Ö.,YURT_ICI
M00002,120.01.0077,FT24506026,2024-10-16,288,6,492.9705,4,34.25,4145.2702,2024,10,SIP24002813,1,106026,2024-10-01,Bahar Ö.,YURT_ICI
M00039,120.01.0005,FT24506027,2024-10-31,144,12,292.9748,4,34.25,1231.7773,2024,10,SIP24002814,1,106027,2024-10-01,Elif S.,YURT_DISI
M00001,120.01.0023,FT24506028,2024-11-06,144,12,343.6566,4,34.7,1426.1254,2024,11,SIP24002815,1,106028,2024-11-01,Cem A.,YURT_ICI
M00004,120.01.0005,FT24506029,2024-10-21,4800,200,551.3973,4,34.25,77276.118,2024,10,SIP24002816,1,106029,2024-10-01,Elif S.,YURT_DISI
M00036,120.01.0050,FT24506030,2024-11-10,1440,120,217.8582,4,34.7,9040.8014,2024,11,SIP24002817,1,106030,2024-11-01,Nurhan T.,YURT_ICI
M00104,120.01.0050,FT24506031,2024-10-20,582.27,9.7,214.4824,4,34.25,3646.326,2024,10,SIP24002817,2,106031,2024-10-01,Nurhan T.,YURT_ICI
M00043,120.01.0001,FT24506032,2024-11-20,288,12,529.3319,4,34.7,4393.3022,2024,11,SIP24002818,1,106032,2024-11-01,Bahar Ö.,YURT_ICI
M00015,120.01.0001,FT24506033,2024-11-02,576,12,299.7533,4,34.7,4975.732,2024,11,SIP24002818,2,106033,2024-11-01,Bahar Ö.,YURT_ICI
M00044,120.01.0001,FT24506034,2024-10-15,960,80,688.0948,4,34.25,19286.7448,2024,10,SIP24002818,3,106034,2024-10-01,Bahar Ö.,YURT_ICI
M00013,120.01.0051,FT24506035,2024-11-20,2880,120,240.1353,4,34.7,19930.5379,2024,11,STK24000441,1,106035,2024-11-01,Bahar Ö.,YURT_ICI
M00002,120.01.0051,FT24506036,2024-10-14,1440,30,537.6343,4,34.25,22604.1866,2024,10,STK24000441,2,106036,2024-10-01,Bahar Ö.,YURT_ICI
M00043,120.01.0051,FT24506037,2024-10-11,480,20,431.7503,4,34.25,6050.8071,2024,10,STK24000441,3,106037,2024-10-01,Bahar Ö.,YURT_ICI
M00003,120.01.0051,FT24506038,2024-10-31,1800,30,235.5909,4,34.25,12381.4196,2024,10,STK24000441,4,106038,2024-10-01,Bahar Ö.,YURT_ICI
M00001,120.01.0051,FT24506039,2024-11-15,600,50,337.5128,4,34.7,5835.9562,2024,11,STK24000441,5,106039,2024-11-01,Bahar Ö.,YURT_ICI
M00023,120.01.0003,FT24506040,2024-11-10,1440,30,149.0616,4,34.7,6185.8416,2024,11,SIP24002819,1,106040,2024-11-01,Bahar Ö.,YURT_ICI
M00002,120.01.0019,FT24506041,2024-10-23,3840,80,463.9525,4,34.25,52016.8642,2024,10,SIP24002820,1,106041,2024-10-01,Selim K.,YURT_ICI
M00081,120.01.0019,FT24506042,2024-10-30,7200,120,214.7756,4,34.25,45149.9072,2024,10,SIP24002820,2,106042,2024-10-01,Selim K.,YURT_ICI
M00052,120.01.0019,FT24506043,2024-11-17,1920,80,421.2839,4,34.7,23310.2331,2024,11,SIP24002820,3,106043,2024-11-01,Selim K.,YURT_ICI
M00009,120.01.0008,FT24506044,2024-11-14,1200,20,303.8856,4,34.7,10509.0121,2024,11,STKB24000206,1,106044,2024-11-01,Nurhan T.,YURT_ICI
M00040,120.01.0008,FT24506045,2024-11-21,2400,200,524.6707,4,34.7,36288.4634,2024,11,STKB24000206,2,106045,2024-11-01,Nurhan T.,YURT_ICI
M00032,120.01.0008,FT24506046,2024-10-11,2880,120,317.3631,4,34.25,26686.2986,2024,10,STKB24000206,3,106046,2024-10-01,Nurhan T.,YURT_ICI
M00028,120.01.0008,FT24506047,2024-10-10,144,6,297.1704,4,34.25,1249.4172,2024,10,STKB24000206,4,106047,2024-10-01,Nurhan T.,YURT_ICI
M00014,120.01.0014,FT24506048,2024-10-24,8000,80,97.5469,4,34.25,22784.6774,2024,10,SIP24002821,1,106048,2024-10-01,Kaan M.,BASKILI
M00033,120.01.0014,FT24506049,2024-11-13,6179.96,61.8,237.9584,4,34.7,42379.6367,2024,11,SIP24002821,2,106049,2024-11-01,Kaan M.,BASKILI
M00149,120.01.0014,FT24506050,2024-10-23,7200,120,652.9718,4,34.25,137267.0645,2024,10,STK24000442,1,106050,2024-10-01,Kaan M.,BASKILI
M00019,120.01.0005,FT24506051,2024-10-29,480,20,405.0687,4,34.25,5676.8752,2024,10,SIP24002822,1,106051,2024-10-01,Elif S.,YURT_DISI
M00235,120.01.0005,FT24506052,2024-11-12,1200,20,314.2208,4,34.7,10866.4254,2024,11,SIP24002822,2,106052,2024-11-01,Elif S.,YURT_DISI
M00002,120.01.0005,FT24506053,2024-11-11,345.58,7.2,561.2627,4,34.7,5589.6589,2024,11,SIP24002822,3,106053,2024-11-01,Elif S.,YURT_DISI
M00006,120.01.0005,FT24506054,2024-11-16,8000,80,112.3329,4,34.7,25898.0749,2024,11,SIP24002822,4,106054,2024-11-01,Elif S.,YURT_DISI
M00001,120.01.0067,FT24506055,2024-11-21,360,30,374.1363,4,34.7,3881.5293,2024,11,SIP24002823,1,106055,2024-11-01,Cem A.,YURT_ICI
M00001,120.01.0067,FT24506056,2024-10-30,600,50,408.8329,4,34.25,7162.0362,2024,10,SIP24002823,2,106056,2024-10-01,Cem A.,YURT_ICI
M00003,120.01.0044,FT24506057,2024-10-27,12000,200,231.475,4,34.25,81100.7299,2024,10,SIP24002824,1,106057,2024-10-01,Bahar Ö.,YURT_ICI
M00014,120.01.0044,FT24506058,2024-11-07,5000,50,112.0873,4,34.7,16150.9078,2024,11,SIP24002824,2,106058,2024-11-01,Bahar Ö.,YURT_ICI
M00138,120.01.0002,FT24506059,2024-10-24,1200,50,289.7666,4,34.25,10152.4064,2024,10,SIP24002825,1,106059,2024-10-01,Nurhan T.,YURT_ICI
M00001,120.01.0056,FT24506060,2024-11-08,72,6,342.7158,4,34.7,711.1106,2024,11,SIP24002826,1,106060,2024-11-01,Nurhan T.,YURT_ICI
M00108,120.01.0056,FT24506061,2024-10-15,658.97,6.59,573.8053,4,34.25,11040.014,2024,10,SIP24002826,2,106061,2024-10-01,Nurhan T.,YURT_ICI
M00007,120.01.0056,FT24506062,2024-10-18,360,6,242.738,4,34.25,2551.4067,2024,10,SIP24002826,3,106062,2024-10-01,Nurhan T.,YURT_ICI
M00005,120.01.0002,FT24506063,2024-10-20,576,12,480.232,4,34.25,8076.3104,2024,10,SIP24002827,1,106063,2024-10-01,Nurhan T.,YURT_ICI
M00019,120.01.0002,FT24506064,2024-11-16,720,30,386.6069,4,34.7,8021.8146,2024,11,SIP24002827,2,106064,2024-11-01,Nurhan T.,YURT_ICI
M00002,120.01.0002,FT24506065,2024-10-20,5760,120,539.4607,4,34.25,90723.9017,2024,10,SIP24002827,3,106065,2024-10-01,Nurhan T.,YURT_ICI
M00036,120.01.0002,FT24506066,2024-11-09,1440,120,252.2202,4,34.7,10466.7749,2024,11,SIP24002827,4,106066,2024-11-01,Nurhan T.,YURT_ICI
M00005,120.01.0002,FT24506067,2024-11-16,960,20,446.3442,4,34.7,12348.4274,2024,11,SIP24002827,5,106067,2024-11-01,Nurhan T.,YURT_ICI
M00003,120.01.0004,FT24506068,2024-10-24,12000,200,205.5585,4,34.25,72020.4964,2024,10,SIP24002828,1,106068,2024-10-01,Nurhan T.,YURT_ICI
M00122,120.01.0004,FT24506069,2024-11-05,3840,80,301.479,4,34.7,33362.5176,2024,11,SIP24002828,2,106069,2024-11-01,Nurhan T.,YURT_ICI
M00001,120.01.0023,FT24506070,2024-11-02,360,30,314.0095,4,34.7,3257.7354,2024,11,SIP24002829,1,106070,2024-11-01,Cem A.,YURT_ICI
M00022,120.01.0023,FT24506071,2024-10-14,12000,120,238.3994,4,34.25,83526.7971,2024,10,SIP24002829,2,106071,2024-10-01,Cem A.,YURT_ICI
M00004,120.01.0023,FT24506072,2024-11-22,144,6,579.6909,4,34.7,2405.6337,2024,11,SIP24002829,3,106072,2024-11-01,Cem A.,YURT_ICI
M00026,120.01.0006,FT24506073,2024-10-19,720,30,105.41,4,34.25,2215.9182,2024,10,SIP24002830,1,106073,2024-10-01,Selim K.,YURT_ICI
M00044,120.01.0006,FT24506074,2024-11-22,2400,200,594.472,4,34.7,41116.219,2024,11,SIP24002830,2,106074,2024-11-01,Selim K.,YURT_ICI
M00033,120.01.0011,FT24506075,2024-11-18,8000,80,223.5819,4,34.7,51546.2594,2024,11,SIP24002831,1,106075,2024-11-01,Bahar Ö.,YURT_ICI
M00027,120.01.0005,FT24506076,2024-10-17,9600,200,252.8838,4,34.25,70881.2987,2024,10,SIP24002832,1,106076,2024-10-01,Elif S.,YURT_DISI
M00050,120.01.0005,FT24506077,2024-10-12,360,30,412.969,4,34.25,4340.6961,2024,10,SIP24002832,2,106077,2024-10-01,Elif S.,YURT_DISI
M00005,120.01.0002,FT24506078,2024-10-25,2400,50,484.2915,4,34.25,33935.7547,2024,10,SIP24002833,1,106078,2024-10-01,Nurhan T.,YURT_ICI
M00152,120.01.0002,FT24506079,2024-11-18,2400,50,235.2145,4,34.7,16268.438,2024,11,SIP24002834,1,106079,2024-11-01,Nurhan T.,YURT_ICI
M00006,120.01.0002,FT24506080,2024-10-18,600,6,104.0604,4,34.25,1822.9559,2024,10,SIP24002834,2,106080,2024-10-01,Nurhan T.,YURT_ICI
M00256,120.01.0002,FT24506081,2024-11-13,12000,120,233.3225,4,34.7,80687.8963,2024,11,SIP24002834,3,106081,2024-11-01,Nurhan T.,YURT_ICI
M00012,120.01.0001,FT24506082,2024-11-11,288,6,441.8049,4,34.7,3666.8533,2024,11,SIP24002835,1,106082,2024-11-01,Bahar Ö.,YURT_ICI
M00053,120.01.0062,FT24506083,2024-10-17,1200,50,610.8919,4,34.25,21403.5118,2024,10,SIP24002836,1,106083,2024-10-01,Selim K.,YURT_ICI
M00010,120.01.0062,FT24506084,2024-10-20,360,6,476.1903,4,34.25,5005.2119,2024,10,SIP24002836,2,106084,2024-10-01,Selim K.,YURT_ICI
M00002,120.01.0004,FT24506085,2024-11-16,960,20,462.7303,4,34.7,12801.7605,2024,11,SIP24002837,1,106085,2024-11-01,Nurhan T.,YURT_ICI
M00007,120.01.0001,FT24506086,2024-10-17,12000,200,238.3966,4,34.25,83525.8161,2024,10,SIP24002838,1,106086,2024-10-01,Bahar Ö.,YURT_ICI
M00015,120.01.0001,FT24506087,2024-10-12,5760,120,286.7929,4,34.25,48231.4483,2024,10,SIP24002838,2,106087,2024-10-01,Bahar Ö.,YURT_ICI
M00002,120.01.0006,FT24506088,2024-11-04,2400,50,471.5639,4,34.7,32615.3706,2024,11,STK24000443,1,106088,2024-11-01,Selim K.,YURT_ICI
M00001,120.01.0006,FT24506089,2024-10-25,2400,200,375.568,4,34.25,26317.1737,2024,10,STK24000443,2,106089,2024-10-01,Selim K.,YURT_ICI
M00010,120.01.0032,FT24506090,2024-11-13,12000,200,477.3595,4,34.7,165081.0951,2024,11,SIP24002839,1,106090,2024-11-01,Cem A.,YURT_ICI
M00006,120.01.0032,FT24506091,2024-10-30,600,6,103.7521,4,34.25,1817.555,2024,10,SIP24002839,2,106091,2024-10-01,Cem A.,YURT_ICI
M00002,120.01.0032,FT24506092,2024-10-22,288,6,563.3868,4,34.25,4737.3839,2024,10,SIP24002839,3,106092,2024-10-01,Cem A.,YURT_ICI
M00003,120.01.0032,FT24506093,2024-11-01,12000,200,259.4468,4,34.7,89722.2363,2024,11,SIP24002839,4,106093,2024-11-01,Cem A.,YURT_ICI
M00006,120.01.0053,FT24506094,2024-10-21,8000,80,124.4802,4,34.25,29075.6672,2024,10,SIP24002840,1,106094,2024-10-01,Bahar Ö.,YURT_ICI
M00213,120.01.0010,FT24506095,2024-11-11,2000,20,141.228,4,34.7,8139.9424,2024,11,SIP24002841,1,106095,2024-11-01,Nurhan T.,YURT_ICI
M00039,120.01.0010,FT24506096,2024-11-08,360,30,245.3819,4,34.7,2545.7488,2024,11,SIP24002841,2,106096,2024-11-01,Nurhan T.,YURT_ICI
M00311,120.01.0016,FT24506097,2024-11-02,360,30,376.0268,4,34.7,3901.1426,2024,11,STK24000444,1,106097,2024-11-01,Selim K.,YURT_ICI
M00001,120.01.0089,FT24506098,2024-10-13,240,20,370.1045,4,34.25,2593.433,2024,10,STK24000445,1,106098,2024-10-01,Kaan M.,BASKILI
M00006,120.01.0089,FT24506099,2024-10-18,5000,50,130.5479,4,34.25,19058.0876,2024,10,STK24000445,2,106099,2024-10-01,Kaan M.,BASKILI
M00064,120.01.0058,FT24506100,2024-11-24,1800,30,539.6474,4,34.7,27993.2369,2024,11,STKB24000207,1,106100,2024-11-01,Bahar Ö.,YURT_ICI
M00002,120.01.0058,FT24506101,2024-10-25,9600,200,508.3518,4,34.25,142486.9279,2024,10,STKB24000207,2,106101,2024-10-01,Bahar Ö.,YURT_ICI
M00003,120.01.0056,FT24506102,2024-11-23,3000,50,226.0271,4,34.7,19541.2478,2024,11,SIP24002842,1,106102,2024-11-01,Nurhan T.,YURT_ICI
M00001,120.01.0014,FT24506103,2024-11-01,240,20,324.7371,4,34.7,2246.0203,2024,11,SIP24002843,1,106103,2024-11-01,Kaan M.,BASKILI
M00005,120.01.0014,FT24506104,2024-11-01,960,20,494.0969,4,34.7,13669.5396,2024,11,SIP24002843,2,106104,2024-11-01,Kaan M.,BASKILI
M00009,120.01.0008,FT24506105,2024-10-16,7200,120,337.6253,4,34.25,70975.2455,2024,10,SIP24002844,1,106105,2024-10-01,Nurhan T.,YURT_ICI
M00020,120.01.0079,FT24506106,2024-10-27,144,12,401.8822,4,34.25,1689.6653,2024,10,SIP24002845,1,106106,2024-10-01,Kaan M.,BASKILI
M00003,120.01.0079,FT24506107,2024-10-24,7200,120,261.6497,4,34.25,55003.7326,2024,10,SIP24002845,2,106107,2024-10-01,Kaan M.,BASKILI
M00003,120.01.0008,FT24506108,2024-10-13,720,12,202.8688,4,34.25,4264.6872,2024,10,SIP24002846,1,106108,2024-10-01,Nurhan T.,YURT_ICI
M00006,120.01.0008,FT24506109,2024-11-12,20000,200,119.298,4,34.7,68759.6542,2024,11,STK24000446,1,106109,2024-11-01,Nurhan T.,YURT_ICI
M00160,120.01.0008,FT24506110,2024-10-29,4800,80,239.9458,4,34.25,33627.4406,2024,10,STK24000446,2,106110,2024-10-01,Nurhan T.,YURT_ICI
