STOK_KODU,CARI_KOD,FISNO,TARIH,MIKTAR1,MIKTAR2,NET_FIYAT,STHAR_GCKOD,STHAR_HTUR,DOLAR_KURU,STHAR_ACIKLAMA,EKALAN,EKALAN1,TUTAR_USD,ODE_GUN,YIL,AY,HAFTA
D00010,320.01.0001,IRS25702628,2025-01-03,1000,1000,231.3184,1,YERLİ,35.6,Numune kabul,E,Kalite onaylı,6497.7079,0,2025,1,1
H00006,320.01.0001,IRS25702629,2025-01-15,250,0.25,103.552,1,YERLİ,35.6,İthalat dosyası,H,Kalite onaylı,727.191,30,2025,1,3
H00005,320.01.0001,IRS25702630,2025-01-09,1000,1,56.0972,1,YERLİ,35.6,İthalat dosyası,H,Kalite onaylı,1575.764,30,2025,1,2
D00003,320.01.0001,IRS25702631,2025-02-02,5000,5000,297.6174,1,YERLİ,36.3667,Sevk irsaliyesi,E,Şartlı kabul,40918.9451,90,2025,2,5
H00010,320.01.0003,IRS25702632,2025-02-07,250,0.25,23.1545,1,İTHAL,36.3667,Numune kabul,E,Şartlı kabul,159.1738,90,2025,2,6
D00011,320.01.0003,IRS25702633,2025-01-09,500,500,10.3842,1,İTHAL,35.6,Kısmi teslim,E,,145.8455,30,2025,1,2
D00012,320.01.0045,IRS25702634,2025-01-24,500,500,151.0097,1,YERLİ,35.6,Sevk irsaliyesi,H,,2120.9228,60,2025,1,4
H00007,320.01.0045,IRS25702635,2025-01-11,1000,1,52.1685,1,YERLİ,35.6,Mal kabul,E,,1465.4073,60,2025,1,2
D00008,320.01.0007,IRS25702636,2025-02-19,500,500,361.9704,1,YERLİ,36.3667,Numune kabul,E,Kalite onaylı,4976.6737,30,2025,2,8
H00005,320.01.0007,IRS25702637,2025-01-07,250,0.25,61.5465,1,YERLİ,35.6,Numune kabul,E,,432.2086,30,2025,1,2
D00002,320.01.0019,IRS25702638,2025-01-02,250,250,63.211,1,YERLİ,35.6,Numune kabul,H,,443.8975,60,2025,1,1
H00006,320.01.0019,IRS25702639,2025-01-06,10000,10,113.5497,1,YERLİ,35.6,İthalat dosyası,H,Kalite onaylı,31895.9831,60,2025,1,2
H00011,320.01.0019,IRS25702640,2025-01-30,120,0.12,42.793,1,YERLİ,35.6,İthalat dosyası,E,,144.2461,0,2025,1,5
D00005,320.01.0011,IRS25702641,2025-02-19,500,500,306.2779,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,4210.9664,90,2025,2,8
D00003,320.01.0006,IRS25702642,2025-01-07,5000,5000,299.0207,1,YERLİ,35.6,Numune kabul,E,Kalite onaylı,41997.2893,45,2025,1,2
H00013,320.01.0009,IRS25702644,2025-02-25,250,250,108.6311,1,YERLİ,36.3667,İthalat dosyası,E,Kalite onaylı,746.7759,0,2025,2,9
H00012,320.01.0009,IRS25702645,2025-02-01,2000,2000,29.8461,1,YERLİ,36.3667,Numune kabul,H,Kalite onaylı,1641.3972,90,2025,2,5
D00010,320.01.0009,IRS25702646,2025-03-29,500,500,220.1943,1,YERLİ,37.1333,Kısmi teslim,E,Kalite onaylı,2964.9169,90,2025,3,13
D00006,320.01.0011,IRS25702647,2025-02-28,5000,5000,338.3855,1,YERLİ,36.3667,Mal kabul,H,,46524.0866,90,2025,2,9
H00004,320.01.0011,IRS25702648,2025-04-02,500,0.5,84.2824,1,YERLİ,37.9,Numune kabul,E,Şartlı kabul,1111.905,90,2025,4,14
D00004,320.01.0011,IRS25702649,2025-02-21,10000,10000,67.4966,1,YERLİ,36.3667,Sevk irsaliyesi,E,Kalite onaylı,18560.0013,45,2025,2,8
H00006,320.01.0018,IRS25702650,2025-01-11,10000,10,116.1343,1,YERLİ,35.6,Mal kabul,H,Kalite onaylı,32621.9944,90,2025,1,2
D00003,320.01.0002,IRS25702651,2025-02-04,5000,5000,334.6108,1,YERLİ,36.3667,Sevk irsaliyesi,H,Kalite onaylı,46005.1091,0,2025,2,6
H00004,320.01.0002,IRS25702652,2025-01-15,5000,5,75.5627,1,YERLİ,35.6,Kısmi teslim,H,Şartlı kabul,10612.7388,90,2025,1,3
D00007,320.01.0048,IRS25702653,2025-02-14,5000,5000,90.4385,1,YERLİ,36.3667,Kısmi teslim,E,Kalite onaylı,12434.2462,0,2025,2,7
H00001,320.01.0048,IRS25702654,2025-01-12,1000,1,54.9496,1,YERLİ,35.6,Mal kabul,E,Kalite onaylı,1543.5281,45,2025,1,2
H00012,320.01.0011,IRS25702655,2025-03-02,1000,1000,33.7573,1,YERLİ,37.1333,Mal kabul,E,Şartlı kabul,909.0843,45,2025,3,9
H00003,320.01.0030,IRS25702656,2025-01-25,500,0.5,83.9781,1,YERLİ,35.6,Kısmi teslim,E,,1179.4677,60,2025,1,4
D00011,320.01.0001,IRS25702657,2025-01-25,5000,5000,9.6432,1,YERLİ,35.6,Kısmi teslim,H,,1354.382,45,2025,1,4
D00001,320.01.0001,IRS25702658,2025-04-05,2000,2000,35.0817,1,YERLİ,37.9,Sevk irsaliyesi,E,Kalite onaylı,1851.277,45,2025,4,14
H00001,320.01.0055,IRS25702659,2025-03-25,250,0.25,59.6969,1,İTHAL,37.1333,Kısmi teslim,E,,401.9095,90,2025,3,13
D00008,320.01.0012,IRS25702660,2025-01-20,1000,1000,310.8367,1,YERLİ,35.6,Kısmi teslim,E,Kalite onaylı,8731.368,45,2025,1,4
H00002,320.01.0012,IRS25702661,2025-02-12,10000,10,21.4576,1,YERLİ,36.3667,Kısmi teslim,E,Kalite onaylı,5900.3429,30,2025,2,7
H00009,320.01.0009,IRS25702662,2025-03-24,2000,2,84.0569,1,YERLİ,37.1333,Mal kabul,H,Kalite onaylı,4527.3057,45,2025,3,13
H00003,320.01.0003,IRS25702663,2025-03-05,2000,2,89.1778,1,İTHAL,37.1333,Numune kabul,H,Kalite onaylı,4803.1174,90,2025,3,10
D00007,320.01.0004,IRS25702664,2025-02-15,1000,1000,90.4984,1,YERLİ,36.3667,Sevk irsaliyesi,H,Kalite onaylı,2488.4963,45,2025,2,7
D00002,320.01.0004,IRS25702665,2025-03-27,500,500,62.0005,1,YERLİ,37.1333,İthalat dosyası,E,Şartlı kabul,834.8369,45,2025,3,13
H00010,320.01.0001,IRS25702666,2025-03-28,10000,10,25.3702,1,YERLİ,37.1333,İthalat dosyası,E,Kalite onaylı,6832.1964,30,2025,3,13
D00006,320.01.0001,IRS25702667,2025-02-15,5000,5000,356.2208,1,YERLİ,36.3667,İthalat dosyası,H,,48976.2338,90,2025,2,7
H00005,320.01.0007,IRS25702668,2025-01-07,1000,1,64.0717,1,YERLİ,35.6,İthalat dosyası,H,Kalite onaylı,1799.7669,90,2025,1,2
H00002,320.01.0007,IRS25702669,2025-02-22,1000,1,19.9772,1,YERLİ,36.3667,Sevk irsaliyesi,H,Şartlı kabul,549.3267,60,2025,2,8
D00002,320.01.0021,IRS25702670,2025-02-16,10000,10000,66.2737,1,YERLİ,36.3667,Kısmi teslim,H,,18223.7322,60,2025,2,7
H00004,320.01.0007,IRS25702671,2025-03-04,250,0.25,80.4212,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,541.4359,45,2025,3,10
D00009,320.01.0007,IRS25702672,2025-02-25,10000,10000,287.8162,1,YERLİ,36.3667,Kısmi teslim,E,Kalite onaylı,79142.7872,90,2025,2,9
H00004,320.01.0013,IRS25702673,2025-01-24,120,0.12,76.5188,1,YERLİ,35.6,Mal kabul,H,Kalite onaylı,257.9285,45,2025,1,4
H00004,320.01.0005,IRS25702674,2025-02-17,500,0.5,70.0524,1,YERLİ,36.3667,Kısmi teslim,E,Şartlı kabul,963.1394,45,2025,2,8
H00013,320.01.0055,IRS25702675,2025-01-18,10000,10000,104.1457,1,İTHAL,35.6,Numune kabul,H,Kalite onaylı,29254.4101,60,2025,1,3
D00001,320.01.0006,IRS25702676,2025-02-08,500,500,40.848,1,YERLİ,36.3667,İthalat dosyası,H,Şartlı kabul,561.6127,45,2025,2,6
H00001,320.01.0022,IRS25702677,2025-02-10,2000,2,50.8431,1,YERLİ,36.3667,İthalat dosyası,H,,2796.1349,0,2025,2,7
H00012,320.01.0002,IRS25702678,2025-02-19,500,500,30.1766,1,YERLİ,36.3667,Mal kabul,H,,414.8933,60,2025,2,8
H00003,320.01.0020,IRS25702679,2025-01-19,2000,2,75.6859,1,YERLİ,35.6,Kısmi teslim,H,Kalite onaylı,4252.0169,30,2025,1,3
D00001,320.01.0020,IRS25702680,2025-01-21,2500,2500,42.2984,1,YERLİ,35.6,Kısmi teslim,H,Kalite onaylı,2970.3933,60,2025,1,4
H00006,320.01.0003,IRS25702681,2025-02-06,120,0.12,120.0352,1,İTHAL,36.3667,Kısmi teslim,E,Kalite onaylı,396.0828,30,2025,2,6
H00008,320.01.0003,IRS25702682,2025-02-17,120,0.12,66.3995,1,İTHAL,36.3667,Sevk irsaliyesi,H,,219.0999,30,2025,2,8
H00003,320.01.0003,IRS25702683,2025-01-30,1000,1,88.4823,1,İTHAL,35.6,Mal kabul,H,Şartlı kabul,2485.4579,30,2025,1,5
D00008,320.01.0008,IRS25702684,2025-02-13,500,500,320.3578,1,YERLİ,36.3667,Numune kabul,H,Kalite onaylı,4404.5487,45,2025,2,7
H00006,320.01.0008,IRS25702685,2025-02-02,250,0.25,111.1384,1,YERLİ,36.3667,Mal kabul,H,Kalite onaylı,764.0121,90,2025,2,5
H00006,320.01.0051,IRS25702686,2025-02-24,500,0.5,110.3171,1,YERLİ,36.3667,Numune kabul,E,,1516.7323,60,2025,2,9
H00005,320.01.0051,IRS25702687,2025-03-11,5000,5,57.4923,1,YERLİ,37.1333,İthalat dosyası,H,Şartlı kabul,7741.34,90,2025,3,11
D00010,320.01.0026,IRS25702688,2025-04-03,2000,2000,235.1488,1,YERLİ,37.9,İthalat dosyası,H,,12408.9077,90,2025,4,14
H00003,320.01.0026,IRS25702690,2025-02-09,10000,10,82.7224,1,YERLİ,36.3667,İthalat dosyası,E,Şartlı kabul,22746.7436,0,2025,2,6
H00005,320.01.0001,IRS25702691,2025-03-05,500,0.5,59.5058,1,YERLİ,37.1333,İthalat dosyası,E,Şartlı kabul,801.2458,30,2025,3,10
D00002,320.01.0001,IRS25702692,2025-02-15,120,120,62.236,1,YERLİ,36.3667,Kısmi teslim,H,Kalite onaylı,205.3615,90,2025,2,7
H00002,320.01.0041,IRS25702693,2025-02-07,5000,5,21.7553,1,İTHAL,36.3667,Numune kabul,E,Şartlı kabul,2991.1017,45,2025,2,6
D00007,320.01.0003,IRS25702694,2025-02-04,250,250,76.2473,1,İTHAL,36.3667,Mal kabul,H,,524.156,45,2025,2,6
H00010,320.01.0003,IRS25702695,2025-01-20,10000,10,23.4149,1,İTHAL,35.6,Kısmi teslim,H,Kalite onaylı,6577.2191,0,2025,1,4
D00009,320.01.0019,IRS25702696,2025-02-18,500,500,231.9649,1,YERLİ,36.3667,İthalat dosyası,E,Kalite onaylı,3189.2487,90,2025,2,8
D00002,320.01.0019,IRS25702697,2025-03-09,120,120,73.8401,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,238.6217,0,2025,3,10
H00014,320.01.0001,IRS25702698,2025-02-28,1000,1,39.8485,1,YERLİ,36.3667,Kısmi teslim,E,Şartlı kabul,1095.7414,30,2025,2,9
H00007,320.01.0043,IRS25702700,2025-03-14,5000,5,50.4472,1,İTHAL,37.1333,Numune kabul,H,,6792.717,45,2025,3,11
D00004,320.01.0043,IRS25702701,2025-04-06,10000,10000,69.2463,1,İTHAL,37.9,Numune kabul,H,Şartlı kabul,18270.7916,30,2025,4,14
D00006,320.01.0005,IRS25702702,2025-01-18,5000,5000,356.8672,1,YERLİ,35.6,Sevk irsaliyesi,H,Kalite onaylı,50121.7978,60,2025,1,3
H00010,320.01.0002,IRS25702703,2025-02-12,2000,2,25.8034,1,YERLİ,36.3667,Numune kabul,H,,1419.0674,0,2025,2,7
H00015,320.01.0002,IRS25702704,2025-01-21,500,0.5,39.1848,1,YERLİ,35.6,Sevk irsaliyesi,E,,550.3483,90,2025,1,4
H00013,320.01.0013,IRS25702706,2025-03-05,500,500,110.6264,1,YERLİ,37.1333,Sevk irsaliyesi,E,,1489.5848,45,2025,3,10
H00010,320.01.0008,IRS25702708,2025-03-04,1000,1,21.6982,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,584.3327,45,2025,3,10
H00012,320.01.0013,IRS25702709,2025-02-24,125,125,30.9824,1,YERLİ,36.3667,Mal kabul,E,,106.493,30,2025,2,9
H00008,320.01.0005,IRS25702710,2025-02-13,10000,10,64.2642,1,YERLİ,36.3667,Numune kabul,H,Kalite onaylı,17671.1662,0,2025,2,7
H00007,320.01.0005,IRS25702711,2025-02-23,250,0.25,52.7838,1,YERLİ,36.3667,Numune kabul,H,Kalite onaylı,362.8581,60,2025,2,8
D00011,320.01.0002,IRS25702712,2025-04-07,120,120,9.8459,1,YERLİ,37.9,Mal kabul,H,,31.1744,30,2025,4,15
H00009,320.01.0002,IRS25702713,2025-03-06,120,0.12,86.225,1,YERLİ,37.1333,Numune kabul,E,Şartlı kabul,278.6448,60,2025,3,10
H00014,320.01.0024,IRS25702714,2025-01-29,2000,2,38.9988,1,YERLİ,35.6,Sevk irsaliyesi,E,,2190.9438,45,2025,1,5
H00010,320.01.0024,IRS25702715,2025-02-03,500,0.5,23.1433,1,YERLİ,36.3667,Kısmi teslim,H,Şartlı kabul,318.1936,90,2025,2,6
D00011,320.01.0024,IRS25702716,2025-03-15,120,120,9.526,1,YERLİ,37.1333,Kısmi teslim,E,,30.7842,60,2025,3,11
D00011,320.01.0036,IRS25702717,2025-03-08,2000,2000,9.7344,1,YERLİ,37.1333,İthalat dosyası,E,Şartlı kabul,524.2949,60,2025,3,10
H00006,320.01.0049,IRS25702718,2025-04-21,2000,2,125.6011,1,YERLİ,37.9,Sevk irsaliyesi,H,,6628.0264,45,2025,4,17
H00010,320.01.0042,IRS25702719,2025-02-01,10000,10,26.508,1,YERLİ,36.3667,Sevk irsaliyesi,E,Şartlı kabul,7289.0859,30,2025,2,5
D00010,320.01.0026,IRS25702720,2025-02-08,1000,1000,197.8401,1,YERLİ,36.3667,Sevk irsaliyesi,H,,5440.1444,45,2025,2,6
H00012,320.01.0026,IRS25702721,2025-02-10,5000,5000,31.4018,1,YERLİ,36.3667,Kısmi teslim,E,Şartlı kabul,4317.3838,90,2025,2,7
D00010,320.01.0014,IRS25702722,2025-01-28,2500,2500,201.502,1,YERLİ,35.6,İthalat dosyası,H,,14150.4213,90,2025,1,5
H00006,320.01.0005,IRS25702723,2025-03-22,2000,2,117.9691,1,YERLİ,37.1333,Sevk irsaliyesi,H,Şartlı kabul,6353.8172,45,2025,3,12
D00002,320.01.0005,IRS25702724,2025-01-31,250,250,72.363,1,YERLİ,35.6,Numune kabul,E,Kalite onaylı,508.1671,30,2025,1,5
H00004,320.01.0002,IRS25702725,2025-02-11,1000,1,75.4362,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,2074.3207,45,2025,2,7
H00001,320.01.0002,IRS25702726,2025-02-17,500,0.5,56.6665,1,YERLİ,36.3667,Kısmi teslim,H,,779.0987,90,2025,2,8
H00008,320.01.0002,IRS25702727,2025-01-31,1000,1,75.4671,1,YERLİ,35.6,Numune kabul,E,Şartlı kabul,2119.8624,60,2025,1,5
D00009,320.01.0007,IRS25702728,2025-02-03,500,500,278.942,1,YERLİ,36.3667,Numune kabul,E,Şartlı kabul,3835.1294,30,2025,2,6
H00011,320.01.0007,IRS25702729,2025-02-10,500,0.5,37.4146,1,YERLİ,36.3667,Mal kabul,E,Kalite onaylı,514.4074,45,2025,2,7
H00014,320.01.0021,IRS25702730,2025-01-27,120,0.12,39.7788,1,YERLİ,35.6,Kısmi teslim,E,Şartlı kabul,134.0858,0,2025,1,5
D00005,320.01.0021,IRS25702731,2025-01-28,1000,1000,277.1499,1,YERLİ,35.6,İthalat dosyası,E,Şartlı kabul,7785.1096,0,2025,1,5
D00012,320.01.0021,IRS25702732,2025-02-02,250,250,152.2987,1,YERLİ,36.3667,İthalat dosyası,H,Kalite onaylı,1046.9654,45,2025,2,5
H00011,320.01.0036,IRS25702733,2025-03-26,250,0.25,44.09,1,YERLİ,37.1333,İthalat dosyası,E,,296.836,90,2025,3,13
D00003,320.01.0001,IRS25702734,2025-02-12,5000,5000,283.2541,1,YERLİ,36.3667,Sevk irsaliyesi,H,Kalite onaylı,38944.1577,0,2025,2,7
H00002,320.01.0007,IRS25702735,2025-04-20,1000,1,20.9913,1,YERLİ,37.9,İthalat dosyası,E,Şartlı kabul,553.8602,90,2025,4,16
D00003,320.01.0025,IRS25702736,2025-03-28,120,120,321.0122,1,İTHAL,37.1333,Mal kabul,H,Kalite onaylı,1037.3833,90,2025,3,13
H00005,320.01.0025,IRS25702737,2025-03-02,500,0.5,56.7553,1,İTHAL,37.1333,Sevk irsaliyesi,E,,764.2103,45,2025,3,9
D00011,320.01.0010,IRS25702738,2025-01-30,5000,5000,10.819,1,YERLİ,35.6,Kısmi teslim,E,Kalite onaylı,1519.5225,30,2025,1,5
H00004,320.01.0010,IRS25702739,2025-01-27,5000,5,76.1933,1,YERLİ,35.6,Kısmi teslim,H,Şartlı kabul,10701.3062,45,2025,1,5
H00012,320.01.0010,IRS25702740,2025-02-20,1000,1000,34.3636,1,YERLİ,36.3667,Sevk irsaliyesi,H,,944.9194,60,2025,2,8
D00006,320.01.0033,IRS25702741,2025-02-28,1000,1000,347.7849,1,YERLİ,36.3667,Mal kabul,E,Şartlı kabul,9563.279,0,2025,2,9
H00003,320.01.0033,IRS25702742,2025-03-14,250,0.25,88.3908,1,YERLİ,37.1333,Kısmi teslim,E,,595.0912,90,2025,3,11
D00007,320.01.0018,IRS25702743,2025-02-28,1000,1000,84.8148,1,YERLİ,36.3667,İthalat dosyası,E,,2332.2105,90,2025,2,9
H00013,320.01.0018,IRS25702744,2025-02-08,5000,5000,104.7041,1,YERLİ,36.3667,Mal kabul,H,Kalite onaylı,14395.6009,90,2025,2,6
D00009,320.01.0018,IRS25702745,2025-02-13,250,250,246.7946,1,YERLİ,36.3667,Mal kabul,H,Şartlı kabul,1696.5699,90,2025,2,7
D00011,320.01.0011,IRS25702746,2025-04-20,2000,2000,10.6915,1,YERLİ,37.9,Numune kabul,H,,564.1953,90,2025,4,16
D00009,320.01.0001,IRS25702747,2025-02-02,250,250,249.3564,1,YERLİ,36.3667,Mal kabul,H,,1714.1808,90,2025,2,5
H00004,320.01.0001,IRS25702748,2025-02-13,1000,1,86.2153,1,YERLİ,36.3667,Kısmi teslim,E,Kalite onaylı,2370.721,0,2025,2,7
H00011,320.01.0018,IRS25702749,2025-03-09,500,0.5,38.1587,1,YERLİ,37.1333,İthalat dosyası,H,Şartlı kabul,513.807,0,2025,3,10
D00004,320.01.0047,IRS25702750,2025-03-07,500,500,73.0201,1,YERLİ,37.1333,Sevk irsaliyesi,H,,983.2159,0,2025,3,10
D00008,320.01.0047,IRS25702751,2025-04-25,120,120,315.8452,1,YERLİ,37.9,Numune kabul,E,Kalite onaylı,1000.0376,30,2025,4,17
H00010,320.01.0047,IRS25702752,2025-04-02,5000,5,23.3779,1,YERLİ,37.9,Kısmi teslim,E,Kalite onaylı,3084.1557,45,2025,4,14
H00011,320.01.0005,IRS25702754,2025-02-19,10000,10,37.4458,1,YERLİ,36.3667,Sevk irsaliyesi,H,Şartlı kabul,10296.7275,30,2025,2,8
D00005,320.01.0043,IRS25702755,2025-03-23,10000,10000,315.3337,1,İTHAL,37.1333,Kısmi teslim,E,Şartlı kabul,84919.385,60,2025,3,12
D00001,320.01.0010,IRS25702756,2025-03-22,5000,5000,39.9329,1,YERLİ,37.1333,Numune kabul,H,Kalite onaylı,5376.9662,45,2025,3,12
H00005,320.01.0005,IRS25702757,2025-04-27,2000,2,57.959,1,YERLİ,37.9,Mal kabul,H,Kalite onaylı,3058.5224,45,2025,4,17
D00006,320.01.0009,IRS25702758,2025-02-04,1000,1000,333.591,1,YERLİ,36.3667,Mal kabul,H,Kalite onaylı,9172.9797,0,2025,2,6
D00005,320.01.0009,IRS25702759,2025-04-03,250,250,322.357,1,YERLİ,37.9,Numune kabul,H,Şartlı kabul,2126.3654,0,2025,4,14
D00006,320.01.0009,IRS25702760,2025-02-09,1000,1000,350.5774,1,YERLİ,36.3667,Kısmi teslim,H,Kalite onaylı,9640.0663,30,2025,2,6
H00016,320.01.0002,IRS25702761,2025-04-01,2000,2000,86.1139,1,YERLİ,37.9,İthalat dosyası,H,Kalite onaylı,4544.2691,90,2025,4,14
H00015,320.01.0002,IRS25702762,2025-03-11,10000,10,45.9386,1,YERLİ,37.1333,Kısmi teslim,E,Kalite onaylı,12371.2678,0,2025,3,11
H00012,320.01.0044,IRS25702763,2025-03-03,1000,1000,30.6473,1,YERLİ,37.1333,Mal kabul,E,Kalite onaylı,825.332,0,2025,3,10
H00009,320.01.0012,IRS25702765,2025-03-09,10000,10,89.8948,1,YERLİ,37.1333,Sevk irsaliyesi,E,Kalite onaylı,24208.6752,45,2025,3,10
H00003,320.01.0012,IRS25702766,2025-04-28,120,0.12,71.1775,1,YERLİ,37.9,Sevk irsaliyesi,H,Şartlı kabul,225.3641,45,2025,4,18
H00011,320.01.0054,IRS25702767,2025-03-20,10000,10,40.6173,1,YERLİ,37.1333,Mal kabul,E,Kalite onaylı,10938.2414,45,2025,3,12
H00006,320.01.0054,IRS25702768,2025-03-24,1000,1,123.5138,1,YERLİ,37.1333,Kısmi teslim,E,Kalite onaylı,3326.2274,90,2025,3,13
D00004,320.01.0054,IRS25702769,2025-03-01,120,120,84.9138,1,YERLİ,37.1333,Numune kabul,E,Kalite onaylı,274.4075,30,2025,3,9
H00007,320.01.0001,IRS25702770,2025-02-13,5000,5,43.4896,1,YERLİ,36.3667,Kısmi teslim,E,,5979.3162,0,2025,2,7
H00009,320.01.0024,IRS25702771,2025-02-10,1000,1,82.3279,1,YERLİ,36.3667,Numune kabul,E,,2263.8265,90,2025,2,7
D00002,320.01.0006,IRS25702772,2025-04-25,250,250,61.1691,1,YERLİ,37.9,Numune kabul,E,Şartlı kabul,403.4901,90,2025,4,17
D00008,320.01.0042,IRS25702773,2025-05-02,1000,1000,356.3487,1,YERLİ,38.6667,İthalat dosyası,E,Şartlı kabul,9215.9067,45,2025,5,18
D00001,320.01.0042,IRS25702774,2025-04-28,1000,1000,40.2451,1,YERLİ,37.9,Mal kabul,H,Kalite onaylı,1061.876,30,2025,4,18
H00006,320.01.0007,IRS25702775,2025-02-14,1000,1,115.5016,1,YERLİ,36.3667,Kısmi teslim,H,Şartlı kabul,3176.0264,60,2025,2,7
H00009,320.01.0007,IRS25702776,2025-03-17,120,0.12,90.9934,1,YERLİ,37.1333,Mal kabul,H,Şartlı kabul,294.0543,0,2025,3,12
H00002,320.01.0053,IRS25702777,2025-05-10,5000,5,24.656,1,İTHAL,38.6667,Numune kabul,H,,3188.2731,45,2025,5,19
D00005,320.01.0026,IRS25702778,2025-02-16,500,500,314.579,1,YERLİ,36.3667,İthalat dosyası,E,Şartlı kabul,4325.0969,90,2025,2,7
D00005,320.01.0004,IRS25702779,2025-03-13,120,120,308.1351,1,YERLİ,37.1333,Numune kabul,H,,995.7696,60,2025,3,11
D00012,320.01.0004,IRS25702780,2025-03-07,5000,5000,133.7907,1,YERLİ,37.1333,İthalat dosyası,H,Kalite onaylı,18014.9219,45,2025,3,10
D00005,320.01.0001,IRS25702781,2025-02-12,2000,2000,305.2898,1,YERLİ,36.3667,İthalat dosyası,H,Şartlı kabul,16789.5245,60,2025,2,7
D00006,320.01.0001,IRS25702782,2025-02-23,5000,5000,321.0189,1,YERLİ,36.3667,Kısmi teslim,E,Şartlı kabul,44136.3803,90,2025,2,8
D00007,320.01.0011,IRS25702783,2025-05-05,1000,1000,93.498,1,YERLİ,38.6667,Kısmi teslim,H,Kalite onaylı,2418.0496,45,2025,5,19
H00013,320.01.0014,IRS25702785,2025-04-03,120,120,107.7081,1,YERLİ,37.9,Kısmi teslim,E,,341.0283,30,2025,4,14
H00004,320.01.0014,IRS25702786,2025-04-04,120,0.12,86.4128,1,YERLİ,37.9,İthalat dosyası,H,,273.6025,90,2025,4,14
H00007,320.01.0014,IRS25702787,2025-03-02,500,0.5,44.8521,1,YERLİ,37.1333,Mal kabul,E,Kalite onaylı,603.9337,60,2025,3,9
H00016,320.01.0011,IRS25702788,2025-02-12,120,120,93.2239,1,YERLİ,36.3667,Mal kabul,H,Şartlı kabul,307.613,30,2025,2,7
H00007,320.01.0011,IRS25702789,2025-03-06,120,0.12,54.6348,1,YERLİ,37.1333,İthalat dosyası,H,Şartlı kabul,176.5579,45,2025,3,10
D00003,320.01.0011,IRS25702790,2025-03-19,250,250,316.3644,1,YERLİ,37.1333,Mal kabul,H,,2129.9238,45,2025,3,12
H00008,320.01.0039,IRS25702791,2025-04-01,1000,1,65.2097,1,YERLİ,37.9,İthalat dosyası,H,Şartlı kabul,1720.5726,0,2025,4,14
D00011,320.01.0008,IRS25702792,2025-02-28,120,120,10.8536,1,YERLİ,36.3667,Mal kabul,H,Kalite onaylı,35.8139,0,2025,2,9
H00004,320.01.0003,IRS25702793,2025-03-07,250,0.25,77.73,1,İTHAL,37.1333,Sevk irsaliyesi,H,Kalite onaylı,523.3173,45,2025,3,10
D00005,320.01.0003,IRS25702794,2025-03-10,250,250,335.4326,1,İTHAL,37.1333,Kısmi teslim,H,,2258.3005,30,2025,3,11
D00004,320.01.0018,IRS25702795,2025-02-23,250,250,85.2508,1,YERLİ,36.3667,Mal kabul,H,,586.0499,60,2025,2,8
H00016,320.01.0009,IRS25702796,2025-05-03,500,500,89.518,1,YERLİ,38.6667,Sevk irsaliyesi,H,,1157.5593,90,2025,5,18
D00002,320.01.0009,IRS25702797,2025-02-17,1000,1000,64.4536,1,YERLİ,36.3667,Kısmi teslim,E,Şartlı kabul,1772.3247,0,2025,2,8
D00001,320.01.0006,IRS25702798,2025-04-02,120,120,43.6005,1,YERLİ,37.9,İthalat dosyası,E,,138.0491,90,2025,4,14
H00010,320.01.0006,IRS25702799,2025-03-03,5000,5,25.0591,1,YERLİ,37.1333,İthalat dosyası,H,Kalite onaylı,3374.2086,0,2025,3,10
H00003,320.01.0047,IRS25702800,2025-03-23,250,0.25,78.5456,1,YERLİ,37.1333,Numune kabul,E,Şartlı kabul,528.8084,0,2025,3,12
H00004,320.01.0047,IRS25702801,2025-03-07,2000,2,69.8401,1,YERLİ,37.1333,İthalat dosyası,H,Kalite onaylı,3761.5887,30,2025,3,10
D00007,320.01.0001,IRS25702803,2025-02-17,10000,10000,81.6445,1,YERLİ,36.3667,Numune kabul,E,Kalite onaylı,22450.3461,30,2025,2,8
D00009,320.01.0001,IRS25702804,2025-03-17,1000,1000,239.1521,1,YERLİ,37.1333,İthalat dosyası,H,Şartlı kabul,6440.3675,30,2025,3,12
H00011,320.01.0001,IRS25702805,2025-03-15,1000,1,43.4269,1,YERLİ,37.1333,Numune kabul,E,Kalite onaylı,1169.4867,0,2025,3,11
H00016,320.01.0037,IRS25702806,2025-03-14,500,500,94.1599,1,İTHAL,37.1333,Kısmi teslim,E,Kalite onaylı,1267.8633,90,2025,3,11
D00008,320.01.0037,IRS25702807,2025-03-01,5000,5000,367.2221,1,İTHAL,37.1333,Mal kabul,E,Kalite onaylı,49446.4672,90,2025,3,9
D00006,320.01.0019,IRS25702808,2025-04-15,500,500,364.065,1,YERLİ,37.9,Kısmi teslim,E,Kalite onaylı,4802.9683,90,2025,4,16
H00009,320.01.0019,IRS25702809,2025-02-25,2000,2,79.781,1,YERLİ,36.3667,Sevk irsaliyesi,E,Kalite onaylı,4387.5853,90,2025,2,9
