STOK_KODU,STOK_ADI,GRUP_KODU,GRUP_ADI,KOD_1,AD1,KOD_2,AD2,KOD_3,AD3,KOD_4,AD4,KOD_5,AD5,INGISIM,KT_YUKSEKLIK,OLCU_BR1,OLCU_BR2,OLCU_BR3,BIRIM2_CARPAN,BIRIM3_CARPAN,BIRIM_MALIYET
M00180,YUVARLAK KUTU 153-118 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 153-118 Vernikli 3 pc,123,ADET,KOLİ,PALET,24,720,4.9938
M00181,OVAL KUTU 128-066 VERNIKLI 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA1,Gıda,128-066,Kalıp 128-066,B2,Vernikli,P2,2 Parça,Oval Tin 128-066 Vernikli 2 pc,71,ADET,KOLİ,PALET,24,576,5.6492
M00182,YUVARLAK KUTU 153-118 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,153-118,Kalıp 153-118,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 153-118 Ham Teneke 2 pc,123,ADET,KOLİ,PALET,48,960,1.5363
M00183,YUVARLAK KUTU 073-062 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,073-062,Kalıp 073-062,B1,Litografi,P3,3 Parça,Yuvarlak Tin 073-062 Litografi 3 pc,67,ADET,KOLİ,PALET,100,2400,9.0352
M00184,YUVARLAK KUTU 073-062 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,073-062,Kalıp 073-062,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 073-062 Mat Lak 2 pc,67,ADET,KOLİ,PALET,100,2000,5.3992
M00185,KARE KUTU 105-072 HAM TENEKE 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA4,Hediyelik,105-072,Kalıp 105-072,B3,Ham Teneke,P2,2 Parça,Kare Tin 105-072 Ham Teneke 2 pc,77,ADET,KOLİ,PALET,24,480,5.5521
M00186,YUVARLAK-SIVAMA KUTU 066-048 MAT LAK 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA4,Hediyelik,066-048,Kalıp 066-048,B4,Mat Lak,P2,2 Parça,Yuvarlak-Drawn Tin 066-048 Mat Lak 2 pc,53,ADET,KOLİ,PALET,60,1200,11.1145
M00187,YUVARLAK KUTU 099-084 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,099-084,Kalıp 099-084,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 099-084 Mat Lak 2 pc,89,ADET,KOLİ,PALET,24,720,3.9489
M00188,YUVARLAK KUTU 153-118 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B1,Litografi,P3,3 Parça,Yuvarlak Tin 153-118 Litografi 3 pc,123,ADET,KOLİ,PALET,48,960,6.5351
M00189,YUVARLAK KUTU 153-118 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,153-118,Kalıp 153-118,B1,Litografi,P3,3 Parça,Yuvarlak Tin 153-118 Litografi 3 pc,123,ADET,KOLİ,PALET,60,1800,14.1109
M00190,KALP KUTU 172-088 HAM TENEKE 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA2,Boya-Kimya,172-088,Kalıp 172-088,B3,Ham Teneke,P3,3 Parça,Kalp Tin 172-088 Ham Teneke 3 pc,93,ADET,KOLİ,PALET,24,576,0.8944
M00191,YUVARLAK KUTU 073-062 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,073-062,Kalıp 073-062,B1,Litografi,P3,3 Parça,Yuvarlak Tin 073-062 Litografi 3 pc,67,ADET,KOLİ,PALET,12,360,9.4349
M00192,YUVARLAK KUTU 153-118 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,153-118,Kalıp 153-118,B1,Litografi,P2,2 Parça,Yuvarlak Tin 153-118 Litografi 2 pc,123,ADET,KOLİ,PALET,12,360,12.8214
M00193,YUVARLAK KUTU 153-118 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,153-118,Kalıp 153-118,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 153-118 Mat Lak 3 pc,123,ADET,KOLİ,PALET,12,240,5.8625
M00194,YUVARLAK-SIVAMA KUTU 088-071 HAM TENEKE 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,088-071,Kalıp 088-071,B3,Ham Teneke,P2,2 Parça,Yuvarlak-Drawn Tin 088-071 Ham Teneke 2 pc,76,ADET,KOLİ,PALET,12,288,3.8387
M00195,YUVARLAK KUTU 099-084 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,099-084,Kalıp 099-084,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 099-084 Vernikli 2 pc,89,ADET,KOLİ,PALET,12,288,7.5859
M00196,YUVARLAK KUTU 073-062 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,073-062,Kalıp 073-062,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 073-062 Mat Lak 2 pc,67,ADET,KOLİ,PALET,12,240,5.6593
M00197,YUVARLAK-SIVAMA KUTU 112-096 VERNIKLI 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA1,Gıda,112-096,Kalıp 112-096,B2,Vernikli,P2,2 Parça,Yuvarlak-Drawn Tin 112-096 Vernikli 2 pc,101,ADET,KOLİ,PALET,100,2000,6.9281
M00198,OVAL KUTU 128-066 LITOGRAFI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,128-066,Kalıp 128-066,B1,Litografi,P3,3 Parça,Oval Tin 128-066 Litografi 3 pc,71,ADET,KOLİ,PALET,48,960,3.008
M00199,TEPSI 312-058 LITOGRAFI 3 PARÇA,01,Mamul,SK11,Tepsi,KA6,Bal-Reçel,312-058,Kalıp 312-058,B1,Litografi,P3,3 Parça,Tepsi 312-058 Litografi 3 pc,63,ADET,KOLİ,PALET,100,2000,7.7057
M00200,TEPSI 268-044 LITOGRAFI 2 PARÇA,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,268-044,Kalıp 268-044,B1,Litografi,P2,2 Parça,Tepsi 268-044 Litografi 2 pc,49,ADET,KOLİ,PALET,60,1800,6.5435
M00201,SEKIZGEN KUTU 138-094 LITOGRAFI 3 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,138-094,Kalıp 138-094,B1,Litografi,P3,3 Parça,Sekizgen Tin 138-094 Litografi 3 pc,99,ADET,KOLİ,PALET,60,1440,8.8405
M00202,SEKILLI KUTU 186-148 HAM TENEKE 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA6,Bal-Reçel,186-148,Kalıp 186-148,B3,Ham Teneke,P3,3 Parça,Sekilli Tin 186-148 Ham Teneke 3 pc,153,ADET,KOLİ,PALET,48,1440,10.0029
M00203,KARE KUTU 168-142 VERNIKLI 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA4,Hediyelik,168-142,Kalıp 168-142,B2,Vernikli,P2,2 Parça,Kare Tin 168-142 Vernikli 2 pc,147,ADET,KOLİ,PALET,100,3000,8.4774
M00204,SEKILLI KUTU 146-112 LITOGRAFI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA5,Endüstriyel,146-112,Kalıp 146-112,B1,Litografi,P2,2 Parça,Sekilli Tin 146-112 Litografi 2 pc,117,ADET,KOLİ,PALET,24,720,4.0911
M00205,KOSELI SIVAMA KUTU 158-114 HAM TENEKE 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA5,Endüstriyel,158-114,Kalıp 158-114,B3,Ham Teneke,P3,3 Parça,Koseli Drawn Tin 158-114 Ham Teneke 3 pc,119,ADET,KOLİ,PALET,48,960,10.5452
M00206,YUVARLAK-SIVAMA KUTU 088-071 HAM TENEKE 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA2,Boya-Kimya,088-071,Kalıp 088-071,B3,Ham Teneke,P3,3 Parça,Yuvarlak-Drawn Tin 088-071 Ham Teneke 3 pc,76,ADET,KOLİ,PALET,48,1152,2.0381
M00207,YUVARLAK-SIVAMA KUTU 088-071 MAT LAK 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,088-071,Kalıp 088-071,B4,Mat Lak,P3,3 Parça,Yuvarlak-Drawn Tin 088-071 Mat Lak 3 pc,76,ADET,KOLİ,PALET,60,1200,8.6063
M00208,KOSELI SIVAMA KUTU 158-114 LITOGRAFI 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA6,Bal-Reçel,158-114,Kalıp 158-114,B1,Litografi,P3,3 Parça,Koseli Drawn Tin 158-114 Litografi 3 pc,119,ADET,KOLİ,PALET,100,3000,1.0532
M00209,KARE KUTU 105-072 VERNIKLI 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA2,Boya-Kimya,105-072,Kalıp 105-072,B2,Vernikli,P2,2 Parça,Kare Tin 105-072 Vernikli 2 pc,77,ADET,KOLİ,PALET,100,2400,5.5164
M00210,OVAL KUTU 208-136 MAT LAK 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA2,Boya-Kimya,208-136,Kalıp 208-136,B4,Mat Lak,P2,2 Parça,Oval Tin 208-136 Mat Lak 2 pc,141,ADET,KOLİ,PALET,60,1200,7.449
M00211,YUVARLAK-SIVAMA KUTU 088-071 MAT LAK 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA1,Gıda,088-071,Kalıp 088-071,B4,Mat Lak,P2,2 Parça,Yuvarlak-Drawn Tin 088-071 Mat Lak 2 pc,76,ADET,KOLİ,PALET,100,2000,4.0945
M00212,YUVARLAK KUTU 153-118 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 153-118 Mat Lak 2 pc,123,ADET,KOLİ,PALET,24,576,12.7064
M00213,DIKDORTGEN KUTU 118-058 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA1,Gıda,118-058,Kalıp 118-058,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 118-058 Ham Teneke 3 pc,63,ADET,KOLİ,PALET,100,2400,2.7979
M00214,SEKILLI KUTU 146-112 LITOGRAFI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA6,Bal-Reçel,146-112,Kalıp 146-112,B1,Litografi,P2,2 Parça,Sekilli Tin 146-112 Litografi 2 pc,117,ADET,KOLİ,PALET,100,2400,11.7062
M00215,KALP KUTU 134-064 VERNIKLI 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA1,Gıda,134-064,Kalıp 134-064,B2,Vernikli,P2,2 Parça,Kalp Tin 134-064 Vernikli 2 pc,69,ADET,KOLİ,PALET,60,1440,11.3761
M00216,YUVARLAK KUTU 073-062 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,073-062,Kalıp 073-062,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 073-062 Mat Lak 2 pc,67,ADET,KOLİ,PALET,12,240,2.5584
M00217,YUVARLAK KUTU 099-084 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,099-084,Kalıp 099-084,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 099-084 Vernikli 2 pc,89,ADET,KOLİ,PALET,60,1800,7.4295
M00218,YUVARLAK KUTU 153-118 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,153-118,Kalıp 153-118,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 153-118 Ham Teneke 3 pc,123,ADET,KOLİ,PALET,24,480,12.7385
M00219,YUVARLAK-SIVAMA KUTU 066-048 HAM TENEKE 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA2,Boya-Kimya,066-048,Kalıp 066-048,B3,Ham Teneke,P3,3 Parça,Yuvarlak-Drawn Tin 066-048 Ham Teneke 3 pc,53,ADET,KOLİ,PALET,100,3000,9.5009
M00220,YUVARLAK KUTU 099-084 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,099-084,Kalıp 099-084,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 099-084 Vernikli 2 pc,89,ADET,KOLİ,PALET,60,1800,7.5645
M00221,YUVARLAK KUTU 073-062 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,073-062,Kalıp 073-062,B1,Litografi,P2,2 Parça,Yuvarlak Tin 073-062 Litografi 2 pc,67,ADET,KOLİ,PALET,12,288,7.3612
M00222,YUVARLAK KUTU 099-084 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,099-084,Kalıp 099-084,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 099-084 Vernikli 2 pc,89,ADET,KOLİ,PALET,48,1152,8.1989
M00223,YUVARLAK-SIVAMA KUTU 112-096 VERNIKLI 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,112-096,Kalıp 112-096,B2,Vernikli,P3,3 Parça,Yuvarlak-Drawn Tin 112-096 Vernikli 3 pc,101,ADET,KOLİ,PALET,100,3000,6.0352
M00224,YUVARLAK KUTU 073-062 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,073-062,Kalıp 073-062,B1,Litografi,P2,2 Parça,Yuvarlak Tin 073-062 Litografi 2 pc,67,ADET,KOLİ,PALET,48,960,3.3794
M00225,TEPSI 268-044 VERNIKLI 3 PARÇA,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,268-044,Kalıp 268-044,B2,Vernikli,P3,3 Parça,Tepsi 268-044 Vernikli 3 pc,49,ADET,KOLİ,PALET,24,576,3.0058
M00226,YUVARLAK-SIVAMA KUTU 088-071 HAM TENEKE 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,088-071,Kalıp 088-071,B3,Ham Teneke,P2,2 Parça,Yuvarlak-Drawn Tin 088-071 Ham Teneke 2 pc,76,ADET,KOLİ,PALET,48,1152,6.9571
M00227,KARE KUTU 168-142 MAT LAK 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA2,Boya-Kimya,168-142,Kalıp 168-142,B4,Mat Lak,P2,2 Parça,Kare Tin 168-142 Mat Lak 2 pc,147,ADET,KOLİ,PALET,24,480,6.6296
M00228,YUVARLAK-SIVAMA KUTU 112-096 VERNIKLI 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,112-096,Kalıp 112-096,B2,Vernikli,P3,3 Parça,Yuvarlak-Drawn Tin 112-096 Vernikli 3 pc,101,ADET,KOLİ,PALET,24,480,12.0483
M00229,KAPAK 084-022 VERNIKLI 3 PARÇA,01,Mamul,SK12,Kapak,KA5,Endüstriyel,084-022,Kalıp 084-022,B2,Vernikli,P3,3 Parça,Kapak 084-022 Vernikli 3 pc,27,ADET,KOLİ,PALET,60,1800,7.847
M00230,YUVARLAK KUTU 073-062 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,073-062,Kalıp 073-062,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 073-062 Vernikli 2 pc,67,ADET,KOLİ,PALET,48,960,4.6777
M00231,KOSELI SIVAMA KUTU 126-086 HAM TENEKE 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA4,Hediyelik,126-086,Kalıp 126-086,B3,Ham Teneke,P3,3 Parça,Koseli Drawn Tin 126-086 Ham Teneke 3 pc,91,ADET,KOLİ,PALET,48,960,0.9542
M00232,ALTIGEN KUTU 096-054 HAM TENEKE 3 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA1,Gıda,096-054,Kalıp 096-054,B3,Ham Teneke,P3,3 Parça,Altıgen Tin 096-054 Ham Teneke 3 pc,59,ADET,KOLİ,PALET,60,1200,4.1693
M00233,YUVARLAK-SIVAMA KUTU 112-096 MAT LAK 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA1,Gıda,112-096,Kalıp 112-096,B4,Mat Lak,P3,3 Parça,Yuvarlak-Drawn Tin 112-096 Mat Lak 3 pc,101,ADET,KOLİ,PALET,48,1152,9.6981
M00234,DIKDORTGEN KUTU 192-124 LITOGRAFI 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA1,Gıda,192-124,Kalıp 192-124,B1,Litografi,P3,3 Parça,Dikdortgen Tin 192-124 Litografi 3 pc,129,ADET,KOLİ,PALET,60,1200,3.5612
M00235,KARE KUTU 168-142 VERNIKLI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA3,Kozmetik,168-142,Kalıp 168-142,B2,Vernikli,P3,3 Parça,Kare Tin 168-142 Vernikli 3 pc,147,ADET,KOLİ,PALET,60,1440,6.1127
M00236,KARE KUTU 105-072 LITOGRAFI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA2,Boya-Kimya,105-072,Kalıp 105-072,B1,Litografi,P3,3 Parça,Kare Tin 105-072 Litografi 3 pc,77,ADET,KOLİ,PALET,48,960,7.2568
M00237,YUVARLAK KUTU 099-084 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,099-084,Kalıp 099-084,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 099-084 Ham Teneke 2 pc,89,ADET,KOLİ,PALET,12,288,0.8081
M00238,SADECE DIP 142-030 MAT LAK 3 PARÇA,01,Mamul,SK13,Sadece Dip,KA6,Bal-Reçel,142-030,Kalıp 142-030,B4,Mat Lak,P3,3 Parça,Sadece Dip 142-030 Mat Lak 3 pc,35,ADET,KOLİ,PALET,12,360,2.5355
M00239,KAPAK 116-028 MAT LAK 3 PARÇA,01,Mamul,SK12,Kapak,KA4,Hediyelik,116-028,Kalıp 116-028,B4,Mat Lak,P3,3 Parça,Kapak 116-028 Mat Lak 3 pc,33,ADET,KOLİ,PALET,12,240,5.1381
M00240,YUVARLAK KUTU 153-118 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,153-118,Kalıp 153-118,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 153-118 Mat Lak 2 pc,123,ADET,KOLİ,PALET,100,2000,1.4389
M00241,YUVARLAK KUTU 153-118 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 153-118 Vernikli 3 pc,123,ADET,KOLİ,PALET,48,1440,6.1883
M00242,YUVARLAK-SIVAMA KUTU 112-096 HAM TENEKE 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA4,Hediyelik,112-096,Kalıp 112-096,B3,Ham Teneke,P3,3 Parça,Yuvarlak-Drawn Tin 112-096 Ham Teneke 3 pc,101,ADET,KOLİ,PALET,24,720,8.8405
M00243,PLAKA-BARDAK ALTI 186-012 HAM TENEKE 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA3,Kozmetik,186-012,Kalıp 186-012,B3,Ham Teneke,P3,3 Parça,Plaka-Bardak Alti 186-012 Ham Teneke 3 pc,17,ADET,KOLİ,PALET,12,360,2.377
M00244,SADECE KAPAK 094-020 LITOGRAFI 3 PARÇA,01,Mamul,SK14,Sadece Kapak,KA5,Endüstriyel,094-020,Kalıp 094-020,B1,Litografi,P3,3 Parça,Sadece Kapak 094-020 Litografi 3 pc,25,ADET,KOLİ,PALET,60,1440,2.8583
M00245,YUVARLAK KUTU 099-084 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,099-084,Kalıp 099-084,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 099-084 Ham Teneke 3 pc,89,ADET,KOLİ,PALET,100,2400,6.286
M00246,DIKDORTGEN KUTU 156-082 MAT LAK 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,156-082,Kalıp 156-082,B4,Mat Lak,P2,2 Parça,Dikdortgen Tin 156-082 Mat Lak 2 pc,87,ADET,KOLİ,PALET,60,1200,1.1735
M00247,KARE KUTU 168-142 VERNIKLI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA2,Boya-Kimya,168-142,Kalıp 168-142,B2,Vernikli,P3,3 Parça,Kare Tin 168-142 Vernikli 3 pc,147,ADET,KOLİ,PALET,12,240,1.134
M00248,YUVARLAK KUTU 153-118 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,153-118,Kalıp 153-118,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 153-118 Mat Lak 2 pc,123,ADET,KOLİ,PALET,12,288,3.4435
M00249,ALTIGEN KUTU 122-078 VERNIKLI 3 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA2,Boya-Kimya,122-078,Kalıp 122-078,B2,Vernikli,P3,3 Parça,Altıgen Tin 122-078 Vernikli 3 pc,83,ADET,KOLİ,PALET,24,480,2.1895
M00250,KALP KUTU 134-064 VERNIKLI 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA5,Endüstriyel,134-064,Kalıp 134-064,B2,Vernikli,P2,2 Parça,Kalp Tin 134-064 Vernikli 2 pc,69,ADET,KOLİ,PALET,60,1200,9.6699
M00251,DIKDORTGEN KUTU 118-058 LITOGRAFI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,118-058,Kalıp 118-058,B1,Litografi,P2,2 Parça,Dikdortgen Tin 118-058 Litografi 2 pc,63,ADET,KOLİ,PALET,100,2000,3.8014
M00252,YUVARLAK KUTU 073-062 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,073-062,Kalıp 073-062,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 073-062 Vernikli 3 pc,67,ADET,KOLİ,PALET,24,576,2.5508
M00253,YUVARLAK KUTU 073-062 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,073-062,Kalıp 073-062,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 073-062 Vernikli 2 pc,67,ADET,KOLİ,PALET,12,360,3.6921
M00254,DIKDORTGEN KUTU 156-082 LITOGRAFI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,156-082,Kalıp 156-082,B1,Litografi,P2,2 Parça,Dikdortgen Tin 156-082 Litografi 2 pc,87,ADET,KOLİ,PALET,60,1200,6.3309
M00255,YUVARLAK KUTU 099-084 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,099-084,Kalıp 099-084,B1,Litografi,P2,2 Parça,Yuvarlak Tin 099-084 Litografi 2 pc,89,ADET,KOLİ,PALET,12,288,1.4131
M00256,OVAL KUTU 208-136 MAT LAK 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA1,Gıda,208-136,Kalıp 208-136,B4,Mat Lak,P3,3 Parça,Oval Tin 208-136 Mat Lak 3 pc,141,ADET,KOLİ,PALET,100,3000,5.3078
M00257,YUVARLAK KUTU 153-118 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 153-118 Mat Lak 2 pc,123,ADET,KOLİ,PALET,48,960,2.7415
M00258,YUVARLAK KUTU 153-118 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,153-118,Kalıp 153-118,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 153-118 Ham Teneke 3 pc,123,ADET,KOLİ,PALET,100,3000,11.3522
M00259,TEPSI 268-044 MAT LAK 2 PARÇA,01,Mamul,SK11,Tepsi,KA1,Gıda,268-044,Kalıp 268-044,B4,Mat Lak,P2,2 Parça,Tepsi 268-044 Mat Lak 2 pc,49,ADET,KOLİ,PALET,24,576,3.7398
M00260,DIKDORTGEN KUTU 156-082 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,156-082,Kalıp 156-082,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 156-082 Ham Teneke 2 pc,87,ADET,KOLİ,PALET,24,480,4.269
M00261,TEPSI 216-032 VERNIKLI 3 PARÇA,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,216-032,Kalıp 216-032,B2,Vernikli,P3,3 Parça,Tepsi 216-032 Vernikli 3 pc,37,ADET,KOLİ,PALET,60,1200,7.6347
M00262,YUVARLAK KUTU 153-118 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,153-118,Kalıp 153-118,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 153-118 Ham Teneke 2 pc,123,ADET,KOLİ,PALET,100,2000,2.7013
M00263,KARE KUTU 105-072 VERNIKLI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA1,Gıda,105-072,Kalıp 105-072,B2,Vernikli,P3,3 Parça,Kare Tin 105-072 Vernikli 3 pc,77,ADET,KOLİ,PALET,12,288,9.3111
M00264,YUVARLAK KUTU 153-118 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 153-118 Vernikli 2 pc,123,ADET,KOLİ,PALET,100,3000,4.4922
M00265,YUVARLAK KUTU 073-062 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,073-062,Kalıp 073-062,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 073-062 Mat Lak 2 pc,67,ADET,KOLİ,PALET,48,1440,5.2191
M00266,YUVARLAK KUTU 153-118 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,153-118,Kalıp 153-118,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 153-118 Ham Teneke 3 pc,123,ADET,KOLİ,PALET,48,960,1.4975
M00267,YUVARLAK-SIVAMA KUTU 088-071 MAT LAK 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA6,Bal-Reçel,088-071,Kalıp 088-071,B4,Mat Lak,P3,3 Parça,Yuvarlak-Drawn Tin 088-071 Mat Lak 3 pc,76,ADET,KOLİ,PALET,48,960,9.0606
M00268,YUVARLAK KUTU 099-084 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,099-084,Kalıp 099-084,B1,Litografi,P3,3 Parça,Yuvarlak Tin 099-084 Litografi 3 pc,89,ADET,KOLİ,PALET,100,3000,8.9103
