TAKIPNO,ISEMRINO,STOK_KODU,SIPARIS_NO,SIPKONT,REFISEMRINO,TESLIM_TARIHI,KAPATILDI,OPKODU,MAKINE_ID,MAKINE_KODU,VERIMLILIK,VERIMTAKIP,ISTKODU,ISTISIM,STHAR_CARIKOD,MAMUL,STOK_ADI,KOD_1,KOD_4,PARCA,KALIP,YIL,HAFTA,URETIM,FIRE,GERC_ARIZA,GERC_HATBOS,GERC_ISLEM,GERC_HAZIRLIK,TEO_ISLEM,TEO_HAZIRLIK_TAKIPSIZ,TEO_HAZIRLIK_TAKIPLI,DURUM_ADI,FIREORANI_MINFIRE,FIREORANI_URETIM
903526,IE26903526,M00001,SIP26005625,3,RF903526,2026-03-08,E,OP03,6,PRS-06,0.8898,E,PRS,PRES,120.01.0102,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,6,2036,6,52.3,3.2,6.6,127,6.8,101.6,120.6,TAMAMLANDI,0.0028,0.0033
903527,IE26903527,M00001,SIP26005625,3,RF903527,2026-02-18,E,OP04,36,MNT-04,0.7454,E,MNT,MONTAJ,120.01.0102,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,6,1987,66,41.5,16.1,10.7,25.6,9.4,20.5,24.3,TAMAMLANDI,0.0289,0.0322
903528,IE25903528,M00004,STKB25000357,1,RF903528,2025-12-06,H,OP01,25,KSM-02,0.7013,H,KSM,KESIM,120.01.0008,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,47,593,5,52.9,22.6,3.1,22.2,3.2,17.8,21.1,TAMAMLANDI,0.0069,0.0074
903529,IE25903529,M00004,STKB25000357,1,RF903529,2025-12-05,E,OP02,46,DJT-02,0.7442,H,DJT,DIJITAL,120.01.0008,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,47,594,7,59.9,25,2.5,55.8,2.5,44.6,53,TAMAMLANDI,0.0114,0.012
903530,IE25903530,M00004,STKB25000357,1,RF903530,2025-12-26,E,OP03,20,PRS-20,0.7384,E,PRS,PRES,120.01.0008,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,47,587,10,54.1,12.8,4.5,133.8,4.6,107,127.1,TAMAMLANDI,0.0134,0.0171
903531,IE25903531,M00004,STKB25000357,1,RF903531,2025-12-09,E,OP04,33,MNT-01,0.9473,E,MNT,MONTAJ,120.01.0008,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,48,592,6,0,0,2.6,41.4,2.5,33.1,39.3,TAMAMLANDI,0.0089,0.0096
903532,IE26903532,M00004,SIP26006607,1,RF903532,2026-08-10,E,OP01,25,KSM-02,1.0206,H,KSM,KESIM,120.01.0079,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,30,955,27,0,4.6,11.2,103.1,9.6,82.5,97.9,TAMAMLANDI,0.0223,0.0277
903533,IE26903533,M00004,SIP26006607,1,RF903533,2026-08-05,O,OP02,2,PRS-02,0.7648,E,PRS,PRES,120.01.0079,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,30,958,2,0,15.8,9.5,99.9,9.6,79.9,94.9,TAMAMLANDI,0.0018,0.0025
903534,IE26903534,M00004,SIP26006607,1,RF903534,2026-08-13,E,OP03,48,MNT-14,0.9249,E,MNT,MONTAJ,120.01.0079,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,30,953,27,29.3,6.9,4.1,131,3.7,104.8,124.4,TAMAMLANDI,0.023,0.027
903535,IE25903535,M00004,SIP25004376,1,RF903535,2025-08-24,E,OP01,24,KSM-01,0.7762,H,KSM,KESIM,120.01.0007,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,31,2385,70,8.3,0,7.8,114.9,7.3,91.9,109.2,TAMAMLANDI,0.0225,0.0284
903536,IE25903536,M00004,SIP25004376,1,RF903536,2025-09-03,E,OP02,30,MTB-01,0.5985,H,MTB,MATBAA,120.01.0007,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,31,2436,24,57.6,2.7,30.7,139.9,23.3,111.9,132.9,TAMAMLANDI,0.0073,0.0097
903537,IE25903537,M00004,SIP25004376,1,RF903537,2025-08-26,E,OP03,10,PRS-10,1.1022,E,PRS,PRES,120.01.0007,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,32,2522,21,30.1,8,18.5,86.7,17.4,69.4,82.4,TAMAMLANDI,0.0057,0.0086
903538,IE25903538,M00004,SIP25004376,1,RF903538,2025-08-29,E,OP04,43,MNT-11,0.6109,E,MNT,MONTAJ,120.01.0007,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,32,2373,83,23.1,14.1,25.9,71.3,26.1,57,67.7,TAMAMLANDI,0.0212,0.0335
903539,IE25903539,M00018,STKB25000298,3,RF903539,2025-08-12,E,OP01,26,KSM-03,0.6808,H,KSM,KESIM,120.01.0024,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,SK07,B3,2 Parça,135-145,2025,28,279,11,6.5,12.6,1,37.7,0.9,30.2,35.8,TAMAMLANDI,0.0245,0.0368
903540,IE25903540,M00018,STKB25000298,3,RF903540,2025-08-04,E,OP02,32,MTB-03,0.7424,H,MTB,MATBAA,120.01.0024,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,SK07,B3,2 Parça,135-145,2025,28,286,6,0,11.4,1.2,65.2,1.1,52.2,61.9,TAMAMLANDI,0.0155,0.0208
903541,IE25903541,M00018,STKB25000298,3,RF903541,2025-07-27,E,OP03,48,MNT-14,1.1064,E,MNT,MONTAJ,120.01.0024,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,SK07,B3,2 Parça,135-145,2025,29,279,19,0,0,2.9,52.6,2.7,42.1,50,TAMAMLANDI,0.0547,0.0637
903542,IE25903542,M00030,SIP25005116,1,RF903542,2025-12-20,E,OP01,27,KSM-04,0.7815,H,KSM,KESIM,120.01.0026,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,SK01,B4,2 Parça,DIA-148,2025,46,287,14,0,12.9,1.3,124.1,1,99.3,117.9,TAMAMLANDI,0.0397,0.0447
903543,IE25903543,M00030,SIP25005116,1,RF903543,2025-12-18,E,OP02,13,PRS-13,0.6285,E,PRS,PRES,120.01.0026,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,SK01,B4,2 Parça,DIA-148,2025,46,295,2,0,28.1,1.6,143.6,1.5,114.9,136.4,TAMAMLANDI,0.0066,0.0075
903544,IE25903544,M00030,SIP25005116,1,RF903544,2025-12-14,E,OP03,36,MNT-04,0.7245,E,MNT,MONTAJ,120.01.0026,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,SK01,B4,2 Parça,DIA-148,2025,46,300,4,27.7,9.1,1,25.9,1,20.7,24.6,TAMAMLANDI,0.0097,0.0111
903549,IE25903549,M00005,SIP25004464,1,RF903549,2025-09-16,E,OP01,28,KSM-05,1.0715,H,KSM,KESIM,120.01.0042,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,33,984,3,78.7,0,11.9,59,12.4,47.2,56,TAMAMLANDI,0.0027,0.003
903550,IE25903550,M00005,SIP25004464,1,RF903550,2025-09-19,E,OP02,31,MTB-02,0.9647,H,MTB,MATBAA,120.01.0042,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,33,952,31,26.1,0,3.2,45.3,2.9,36.2,43,TAMAMLANDI,0.0292,0.0316
903551,IE25903551,M00005,SIP25004464,1,RF903551,2025-09-19,E,OP03,41,MNT-09,0.626,E,MNT,MONTAJ,120.01.0042,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,33,959,20,61,5.9,7.4,120.8,6.3,96.6,114.8,TAMAMLANDI,0.0176,0.0207
903552,IE25903552,M00006,SIP25004779,1,RF903552,2025-11-08,E,OP01,27,KSM-04,0.8925,H,KSM,KESIM,120.01.0010,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,40,2440,37,7,22.7,30.5,29.8,26.7,23.8,28.3,TAMAMLANDI,0.0133,0.0149
903553,IE25903553,M00006,SIP25004779,1,RF903553,2025-10-18,H,OP02,46,DJT-02,0.6498,H,DJT,DIJITAL,120.01.0010,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,40,2417,9,19.3,27.2,7.9,126.8,7,101.4,120.5,TAMAMLANDI,0.0039,0.0039
903554,IE25903554,M00006,SIP25004779,1,RF903554,2025-10-22,E,OP03,7,PRS-07,0.8085,E,PRS,PRES,120.01.0010,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,40,2402,102,54.2,3.4,9,82.7,7,66.2,78.6,TAMAMLANDI,0.0349,0.0407
903555,IE25903555,M00006,SIP25004779,1,RF903555,2025-10-07,O,OP04,34,MNT-02,0.6595,E,MNT,MONTAJ,120.01.0010,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,40,2450,59,9.8,10.6,8.3,18.2,7.6,14.6,17.3,TAMAMLANDI,0.0167,0.0235
903556,IE26903556,M00003,SIP26006445,1,RF903556,2026-06-22,E,OP01,28,KSM-05,0.5774,H,KSM,KESIM,120.01.0001,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,22,2440,76,29.3,16.1,21.1,81.7,17.4,65.4,77.6,TAMAMLANDI,0.0286,0.0302
903557,IE26903557,M00003,SIP26006445,1,RF903557,2026-06-19,E,OP02,31,MTB-02,0.9052,H,MTB,MATBAA,120.01.0001,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,22,2389,67,23,1.7,20.1,28.1,18.2,22.5,26.7,TAMAMLANDI,0.0175,0.0272
903558,IE26903558,M00003,SIP26006445,1,RF903558,2026-06-10,E,OP03,47,MNT-13,1.1056,E,MNT,MONTAJ,120.01.0001,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,22,2499,31,13.5,27.8,9.8,127.7,10.2,102.2,121.3,TAMAMLANDI,0.0109,0.0124
903559,IE25903559,M00003,SIP25004539,2,RF903559,2025-08-23,E,OP01,25,KSM-02,0.8285,H,KSM,KESIM,120.01.0013,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,72,2,55,0,0.4,53.2,0.4,42.6,50.5,TAMAMLANDI,0.017,0.0227
903560,IE25903560,M00003,SIP25004539,2,RF903560,2025-09-16,E,OP02,46,DJT-02,1.0374,H,DJT,DIJITAL,120.01.0013,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,73,2,21.7,0,0.4,101.8,0.4,81.4,96.7,TAMAMLANDI,0.0204,0.0213
903561,IE25903561,M00003,SIP25004539,2,RF903561,2025-09-04,E,OP03,23,PRS-23,0.816,E,PRS,PRES,120.01.0013,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,72,1,0,21.5,0.3,51.9,0.3,41.5,49.3,TAMAMLANDI,0.0104,0.0126
903562,IE25903562,M00003,SIP25004539,2,RF903562,2025-09-08,E,OP04,43,MNT-11,0.7531,E,MNT,MONTAJ,120.01.0013,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,73,0,33.9,33.3,0.2,114.1,0.2,91.3,108.4,TAMAMLANDI,0.0016,0.0026
903563,IE25903563,M00003,STK25000616,2,RF903563,2025-08-14,O,OP01,27,KSM-04,0.9418,H,KSM,KESIM,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,29,254,0,0,20.5,1.7,108.1,1.5,86.5,102.7,TAMAMLANDI,0.001,0.0011
903564,IE25903564,M00003,STK25000616,2,RF903564,2025-07-28,E,OP02,31,MTB-02,0.6439,H,MTB,MATBAA,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,29,246,3,77.1,33.1,2.3,114.9,1.9,91.9,109.2,TAMAMLANDI,0.013,0.0142
903565,IE25903565,M00003,STK25000616,2,RF903565,2025-07-21,E,OP03,34,MNT-02,0.5985,E,MNT,MONTAJ,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,29,241,0,39,9.2,1.5,103.3,1.4,82.6,98.1,TAMAMLANDI,0.0007,0.0008
903566,IE25903566,M00044,STK25000698,1,RF903566,2025-10-17,H,OP01,27,KSM-04,0.7136,H,KSM,KESIM,120.01.0076,KAPAK 090-065 VERNIKLI 2 PARÇA,KAPAK 090-065 VERNIKLI 2 PARÇA,SK12,B2,2 Parça,090-065,2025,39,1417,45,31.1,8.8,12.2,136.4,11,109.1,129.6,TAMAMLANDI,0.0298,0.0308
903567,IE25903567,M00044,STK25000698,1,RF903567,2025-10-07,E,OP02,46,DJT-02,0.7745,H,DJT,DIJITAL,120.01.0076,KAPAK 090-065 VERNIKLI 2 PARÇA,KAPAK 090-065 VERNIKLI 2 PARÇA,SK12,B2,2 Parça,090-065,2025,39,1492,13,6.3,0,5.6,81.9,4.2,65.5,77.8,TAMAMLANDI,0.0075,0.0084
903568,IE25903568,M00044,STK25000698,1,RF903568,2025-10-30,E,OP03,23,PRS-23,0.9393,E,PRS,PRES,120.01.0076,KAPAK 090-065 VERNIKLI 2 PARÇA,KAPAK 090-065 VERNIKLI 2 PARÇA,SK12,B2,2 Parça,090-065,2025,39,1470,24,0,0,6,106.7,5.9,85.4,101.4,TAMAMLANDI,0.01,0.0158
903569,IE25903569,M00044,STK25000698,1,RF903569,2025-10-17,E,OP04,34,MNT-02,0.8984,E,MNT,MONTAJ,120.01.0076,KAPAK 090-065 VERNIKLI 2 PARÇA,KAPAK 090-065 VERNIKLI 2 PARÇA,SK12,B2,2 Parça,090-065,2025,39,1417,53,0,16.8,12.4,135.5,12.6,108.4,128.7,TAMAMLANDI,0.0234,0.0359
903570,IE25903570,M00006,SIP25005259,1,RF903570,2026-01-03,O,OP01,26,KSM-03,1.0722,H,KSM,KESIM,120.01.0129,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,50,1453,65,10.5,22.5,20.8,94.7,17.7,75.8,90,TAMAMLANDI,0.038,0.0433
903571,IE25903571,M00006,SIP25005259,1,RF903571,2026-01-12,E,OP02,30,MTB-01,0.9121,H,MTB,MATBAA,120.01.0129,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,50,1492,32,26.1,31.4,20.8,80,16.8,64,76,TAMAMLANDI,0.0163,0.0206
903572,IE25903572,M00006,SIP25005259,1,RF903572,2026-01-17,E,OP03,7,PRS-07,0.8697,E,PRS,PRES,120.01.0129,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,50,1496,1,0,0,13.9,126.5,13.5,101.2,120.2,TAMAMLANDI,0.0008,0.0011
903573,IE25903573,M00006,SIP25005259,1,RF903573,2026-01-05,E,OP04,38,MNT-06,1.0004,E,MNT,MONTAJ,120.01.0129,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,50,1465,22,80.4,0,15.2,139.9,15.1,111.9,132.9,TAMAMLANDI,0.0104,0.0144
903574,IE26903574,M00006,SIP26006844,1,RF903574,2026-08-19,H,OP01,27,KSM-04,0.9353,H,KSM,KESIM,120.01.0003,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,2473,44,15.7,13.1,15.6,55.7,15.7,44.6,52.9,TAMAMLANDI,0.0148,0.0173
903575,IE26903575,M00006,SIP26006844,1,RF903575,2026-08-11,E,OP02,31,MTB-02,1.109,H,MTB,MATBAA,120.01.0003,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,2407,39,47.2,0,12.9,91.2,12.7,73,86.6,TAMAMLANDI,0.0136,0.0157
903576,IE26903576,M00006,SIP26006844,1,RF903576,2026-08-29,E,OP03,15,PRS-15,0.8335,E,PRS,PRES,120.01.0003,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,2450,79,43.7,3.1,9.3,71.9,8.2,57.5,68.3,TAMAMLANDI,0.0211,0.0313
903577,IE26903577,M00006,SIP26006844,1,RF903577,2026-08-28,E,OP04,47,MNT-13,0.9051,E,MNT,MONTAJ,120.01.0003,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,2481,50,53.6,7,13.3,137.1,13.2,109.7,130.2,TAMAMLANDI,0.0164,0.0196
903578,IE26903578,M00004,SIP26006084,1,RF903578,2026-05-24,E,OP01,26,KSM-03,0.8079,H,KSM,KESIM,120.01.0078,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,16,9861,149,2.2,25.6,166.6,115.5,164.9,92.4,109.7,TAMAMLANDI,0.0101,0.0149
903579,IE26903579,M00004,SIP26006084,1,RF903579,2026-05-03,E,OP02,31,MTB-02,1.1137,H,MTB,MATBAA,120.01.0078,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,16,9567,274,47.1,9.8,40.3,91.6,33.8,73.3,87,TAMAMLANDI,0.0263,0.0279
903580,IE26903580,M00004,SIP26006084,1,RF903580,2026-04-23,E,OP03,40,MNT-08,0.8779,E,MNT,MONTAJ,120.01.0078,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,17,9830,204,11.9,10,57.2,111.8,48.7,89.4,106.2,TAMAMLANDI,0.0138,0.0204
903581,IE25903581,M00005,SIP25004746,1,RF903581,2025-11-13,E,OP01,24,KSM-01,1.0907,H,KSM,KESIM,120.01.0016,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,41,290,10,37.6,13.1,2.5,63.1,2.6,50.5,59.9,TAMAMLANDI,0.024,0.0305
903582,IE25903582,M00005,SIP25004746,1,RF903582,2025-10-20,E,OP02,30,MTB-01,0.7617,H,MTB,MATBAA,120.01.0016,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,41,294,0,10.9,36.5,2.6,143.3,2.6,114.6,136.1,TAMAMLANDI,0.0001,0.0001
903583,IE25903583,M00005,SIP25004746,1,RF903583,2025-10-15,E,OP03,37,MNT-05,0.6085,E,MNT,MONTAJ,120.01.0016,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,41,290,4,0,2.3,3.6,54.6,3,43.7,51.9,TAMAMLANDI,0.0113,0.0122
903584,IE25903584,M00047,SIP25005157,1,RF903584,2025-12-08,H,OP01,24,KSM-01,1.0641,H,KSM,KESIM,120.01.0008,KAPAK 245-175 LITOGRAFI 3 PARÇA,KAPAK 245-175 LITOGRAFI 3 PARÇA,SK12,B1,3 Parça,245-175,2025,48,1227,29,53,0,22.6,105.6,17.5,84.5,100.3,TAMAMLANDI,0.0201,0.0225
903585,IE25903585,M00047,SIP25005157,1,RF903585,2026-01-01,O,OP02,32,MTB-03,0.893,H,MTB,MATBAA,120.01.0008,KAPAK 245-175 LITOGRAFI 3 PARÇA,KAPAK 245-175 LITOGRAFI 3 PARÇA,SK12,B1,3 Parça,245-175,2025,48,1241,16,12.5,0,5.6,69.5,5.5,55.6,66,TAMAMLANDI,0.0119,0.0127
903586,IE25903586,M00047,SIP25005157,1,RF903586,2025-12-09,E,OP03,18,PRS-18,0.8521,E,PRS,PRES,120.01.0008,KAPAK 245-175 LITOGRAFI 3 PARÇA,KAPAK 245-175 LITOGRAFI 3 PARÇA,SK12,B1,3 Parça,245-175,2025,48,1191,38,2.5,9.1,8.1,111.1,8.1,88.9,105.5,TAMAMLANDI,0.0298,0.0309
903587,IE25903587,M00047,SIP25005157,1,RF903587,2025-12-18,E,OP04,39,MNT-07,1.039,E,MNT,MONTAJ,120.01.0008,KAPAK 245-175 LITOGRAFI 3 PARÇA,KAPAK 245-175 LITOGRAFI 3 PARÇA,SK12,B1,3 Parça,245-175,2025,48,1203,23,0,3.3,4.5,129.3,4.3,103.4,122.8,TAMAMLANDI,0.0129,0.0183
903588,IE26903588,M00002,SIP26005852,2,RF903588,2026-04-28,E,OP01,28,KSM-05,0.8306,H,KSM,KESIM,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,13,12324,159,47.4,25.2,57.1,81.2,45.6,65,77.1,TAMAMLANDI,0.0109,0.0127
903589,IE26903589,M00002,SIP26005852,2,RF903589,2026-04-24,E,OP02,46,DJT-02,0.9215,H,DJT,DIJITAL,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,13,12254,160,15.7,19,41.5,37.5,34,30,35.6,TAMAMLANDI,0.0112,0.0129
903590,IE26903590,M00002,SIP26005852,2,RF903590,2026-04-04,E,OP03,21,PRS-21,0.8065,E,PRS,PRES,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,13,11915,549,72.4,23.7,73.4,127.6,72,102.1,121.2,TAMAMLANDI,0.0419,0.044
903591,IE26903591,M00002,SIP26005852,2,RF903591,2026-04-16,E,OP04,40,MNT-08,0.9493,E,MNT,MONTAJ,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,13,11841,188,0,0,148.1,80,114.7,64,76,TAMAMLANDI,0.0105,0.0156
903592,IE26903592,M00180,STK26000976,1,RF903592,2026-07-30,E,OP01,25,KSM-02,1.0676,H,KSM,KESIM,120.01.0004,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,078-095,2026,29,2429,95,9.2,0,8.9,121,8.4,96.8,114.9,TAMAMLANDI,0.0265,0.0378
903593,IE26903593,M00180,STK26000976,1,RF903593,2026-08-10,O,OP02,19,PRS-19,0.6864,E,PRS,PRES,120.01.0004,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,078-095,2026,29,2521,14,33.5,0,12.9,129,10.4,103.2,122.5,TAMAMLANDI,0.0044,0.0054
903594,IE26903594,M00180,STK26000976,1,RF903594,2026-07-21,E,OP03,36,MNT-04,0.559,E,MNT,MONTAJ,120.01.0004,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,YUVARLAK KUTU 078-095 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,078-095,2026,29,2422,108,0,12.8,10.4,29.7,10.5,23.8,28.2,TAMAMLANDI,0.0373,0.0428
903595,IE26903595,M00002,SIP26005689,1,RF903595,2026-03-22,E,OP01,24,KSM-01,1.0115,H,KSM,KESIM,120.01.0059,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,9,1165,42,42.3,0,10.3,25.2,9.1,20.2,23.9,TAMAMLANDI,0.035,0.0351
