INCKEYNO,TAKIP_ID,ISEMRINO,TARIH,YIL,HAFTA,BASLANGICTARIH,BITISTARIHSAAT,DEVAM_EDIYOR,URETILENMIKTAR,FIREMIKTAR,ACIKLAMA,BRUT_SURE,MOLA,NET_SURE,AKTIVITEKODU,AKTIVITE_ADI,ARIZAKODU,ARIZA_ADI,SURE_DAHIL,HAZIRLIK,ISLEM,ARIZA,HATBOS,STDSURE_ISLEM,KONFIGURASYON_ID,STANDARTHAZIRLIK,STANDARTMIKTAR,STANDARTSURE,ADDK
3010608,904151,IE26904151,2026-03-28,2026,13,2026-03-28 17:03:54,2026-03-28 17:09:12,0,300,2,,5.6,0.3,5.3,A02,ISLEM,,,E,0,5.3,0,15.7,5.4,1031,84.5,1000,121.865,120.2
3010609,904151,IE26904151,2026-03-28,2026,13,2026-03-28 17:09:12,2026-03-28 17:33:42,0,0,0,Hidrolik Kaçak,26,1.5,24.5,A03,DURMA,AR04,Hidrolik Kaçak,H,0,0,24.5,0,4.7,1031,84.5,1000,121.865,326
3010610,904152,IE25904152,2025-10-30,2025,44,2025-10-30 20:45:00,2025-10-30 22:41:30,0,0,0,,123.5,7,116.5,A01,HAZIRLIK,,,E,116.5,0,0,0,79.4,1032,104.9,1000,3.449,46.6
3010611,904152,IE25904152,2025-10-30,2025,44,2025-10-30 22:41:30,2025-10-31 00:14:18,0,20021,270,,98.4,5.6,92.8,A02,ISLEM,,,E,0,92.8,0,28.7,88.6,1032,104.9,1000,3.449,212.9
3010612,904153,IE25904153,2025-10-31,2025,44,2025-10-31 17:30:00,2025-10-31 18:37:00,0,0,0,,71,4,67,A01,HAZIRLIK,,,E,67,0,0,0,129.6,1033,60.3,1000,2.933,274.7
3010613,904153,IE25904153,2025-10-31,2025,44,2025-10-31 18:37:00,2025-10-31 20:57:42,0,20319,511,,149.1,8.4,140.7,A02,ISLEM,,,E,0,140.7,0,8.1,131.1,1033,60.3,1000,2.933,321.6
3010614,904153,IE25904153,2025-10-31,2025,44,2025-10-31 20:57:42,2025-10-31 21:44:18,0,0,0,Kalıp Değişimi,49.4,2.8,46.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,46.6,0,140.8,1033,60.3,1000,2.933,80.6
3010615,904154,IE25904154,2025-11-01,2025,44,2025-11-01 20:45:00,2025-11-01 22:52:00,0,0,0,,134.6,7.6,127,A01,HAZIRLIK,,,E,127,0,0,0,73.1,1034,114.3,1000,2.728,120.7
3010616,904154,IE25904154,2025-11-01,2025,44,2025-11-01 22:52:00,2025-11-02 00:00:54,0,20142,603,,73,4.1,68.9,A02,ISLEM,,,E,0,68.9,0,0,62.3,1034,114.3,1000,2.728,270.2
3010617,904154,IE25904154,2025-11-02,2025,44,2025-11-02 00:00:54,2025-11-02 00:36:48,0,0,0,Enerji Kesintisi,38.1,2.2,35.9,A03,DURMA,AR10,Enerji Kesintisi,H,0,0,35.9,0,55.2,1034,114.3,1000,2.728,310.9
3010618,904155,IE25904155,2025-09-13,2025,37,2025-09-13 11:15:00,2025-09-13 12:33:00,0,0,0,,82.7,4.7,78,A01,HAZIRLIK,,,E,78,0,0,0,1.3,1035,70.2,1000,135.83,274.8
3010619,904155,IE25904155,2025-09-13,2025,37,2025-09-13 12:33:00,2025-09-13 12:34:30,0,237,5,,1.6,0.1,1.5,A02,ISLEM,,,E,0,1.5,0,3.7,1.5,1035,70.2,1000,135.83,205.8
3010620,904155,IE25904155,2025-09-13,2025,37,2025-09-13 12:34:30,2025-09-13 13:28:48,0,0,0,Ayar / Numune Onayı,57.6,3.3,54.3,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,54.3,0,1.4,1035,70.2,1000,135.83,295.9
3010621,904156,IE25904156,2025-09-14,2025,37,2025-09-14 10:30:00,2025-09-14 12:35:54,0,0,0,,133.5,7.6,125.9,A01,HAZIRLIK,,,E,125.9,0,0,0,2,1036,113.3,1000,178.037,240.7
3010622,904156,IE25904156,2025-09-14,2025,37,2025-09-14 12:35:54,2025-09-14 12:37:42,0,240,2,,1.9,0.1,1.8,A02,ISLEM,,,E,0,1.8,0,6.1,1.9,1036,113.3,1000,178.037,245.9
3010623,904156,IE25904156,2025-09-14,2025,37,2025-09-14 12:37:42,2025-09-14 12:43:12,0,0,0,Planlı Bakım,5.8,0.3,5.5,A03,DURMA,AR08,Planlı Bakım,H,0,0,5.5,0,1.5,1036,113.3,1000,178.037,312
3010624,904157,IE25904157,2025-09-15,2025,38,2025-09-15 14:30:00,2025-09-15 16:18:48,0,0,0,,115.3,6.5,108.8,A01,HAZIRLIK,,,E,108.8,0,0,0,1.4,1037,97.9,1000,121.704,259.6
3010625,904157,IE25904157,2025-09-15,2025,38,2025-09-15 16:18:48,2025-09-15 16:20:06,0,240,2,,1.4,0.1,1.3,A02,ISLEM,,,E,0,1.3,0,0,1.2,1037,97.9,1000,121.704,262.1
3010626,904157,IE25904157,2025-09-15,2025,38,2025-09-15 16:20:06,2025-09-15 17:03:36,0,0,0,Ayar / Numune Onayı,46.1,2.6,43.5,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,43.5,0,1.1,1037,97.9,1000,121.704,181.8
3010627,904158,IE25904158,2025-09-16,2025,38,2025-09-16 10:15:00,2025-09-16 12:07:06,0,0,0,,118.8,6.7,112.1,A01,HAZIRLIK,,,E,112.1,0,0,0,1.2,1038,100.9,1000,142.441,282.6
3010628,904158,IE25904158,2025-09-16,2025,38,2025-09-16 12:07:06,2025-09-16 12:08:24,0,244,5,,1.4,0.1,1.3,A02,ISLEM,,,E,0,1.3,0,31.7,1.2,1038,100.9,1000,142.441,116.3
3010629,904158,IE25904158,2025-09-16,2025,38,2025-09-16 12:08:24,2025-09-16 13:12:48,0,0,0,Kalıp Değişimi,68.3,3.9,64.4,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,64.4,0,1.3,1038,100.9,1000,142.441,45.2
3010630,904159,IE25904159,2025-11-16,2025,46,2025-11-16 08:00:00,2025-11-16 09:39:24,0,0,0,,105.4,6,99.4,A01,HAZIRLIK,,,E,99.4,0,0,0,83.1,1039,89.5,1000,4.21,329.5
3010631,904159,IE25904159,2025-11-16,2025,46,2025-11-16 09:39:24,2025-11-16 11:07:48,0,11916,468,,93.7,5.3,88.4,A02,ISLEM,,,E,0,88.4,0,39,88.9,1039,89.5,1000,4.21,83.3
3010632,904159,IE25904159,2025-11-16,2025,46,2025-11-16 11:07:48,2025-11-16 11:49:42,0,0,0,Elektrik Arızası,44.4,2.5,41.9,A03,DURMA,AR02,Elektrik Arızası,H,0,0,41.9,0,87,1039,89.5,1000,4.21,213.5
3010633,904160,IE25904160,2025-11-17,2025,47,2025-11-17 13:00:00,2025-11-17 15:18:06,0,0,0,,146.4,8.3,138.1,A01,HAZIRLIK,,,E,138.1,0,0,0,107.3,1000,124.3,1000,5.225,277
3010634,904160,IE25904160,2025-11-17,2025,47,2025-11-17 15:18:06,2025-11-17 17:04:00,0,12220,233,,112.3,6.4,105.9,A02,ISLEM,,,E,0,105.9,0,0,108.1,1000,124.3,1000,5.225,72.8
3010635,904160,IE25904160,2025-11-17,2025,47,2025-11-17 17:04:00,2025-11-17 17:53:30,0,0,0,Kalıp Değişimi,52.5,3,49.5,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,49.5,0,100.5,1000,124.3,1000,5.225,274.3
3010636,904161,IE25904161,2025-11-18,2025,47,2025-11-18 07:30:00,2025-11-18 09:15:48,0,0,0,,112.1,6.3,105.8,A01,HAZIRLIK,,,E,105.8,0,0,0,66,1001,95.2,1000,5.223,336.8
3010637,904161,IE25904161,2025-11-18,2025,47,2025-11-18 09:15:48,2025-11-18 10:19:30,0,12368,200,,67.5,3.8,63.7,A02,ISLEM,,,E,0,63.7,0,18.2,68.5,1001,95.2,1000,5.223,209.6
3010638,904162,IE25904162,2025-11-19,2025,47,2025-11-19 10:30:00,2025-11-19 12:04:36,0,0,0,,100.3,5.7,94.6,A01,HAZIRLIK,,,E,94.6,0,0,0,62,1002,85.1,1000,4.043,159.1
3010639,904162,IE25904162,2025-11-19,2025,47,2025-11-19 12:04:36,2025-11-19 13:02:18,0,12062,254,,61.2,3.5,57.7,A02,ISLEM,,,E,0,57.7,0,6.5,58,1002,85.1,1000,4.043,304.3
3010640,904162,IE25904162,2025-11-19,2025,47,2025-11-19 13:02:18,2025-11-19 13:12:54,0,0,0,Vardiya Devri,11.2,0.6,10.6,A03,DURMA,AR09,Vardiya Devri,H,0,0,10.6,0,57.4,1002,85.1,1000,4.043,312.6
3010641,904163,IE25904163,2025-11-19,2025,47,2025-11-19 17:00:00,2025-11-19 18:44:48,0,0,0,,111.1,6.3,104.8,A01,HAZIRLIK,,,E,104.8,0,0,0,16.8,1003,94.3,1000,51.386,204
3010642,904163,IE25904163,2025-11-19,2025,47,2025-11-19 18:44:48,2025-11-19 19:02:00,0,1449,58,,18.2,1,17.2,A02,ISLEM,,,E,0,17.2,0,5.6,16.4,1003,94.3,1000,51.386,107.1
3010643,904163,IE25904163,2025-11-19,2025,47,2025-11-19 19:02:00,2025-11-19 19:34:24,0,0,0,Mekanik Arıza,34.3,1.9,32.4,A03,DURMA,AR03,Mekanik Arıza,H,0,0,32.4,0,16.3,1003,94.3,1000,51.386,110.4
3010644,904164,IE25904164,2025-11-20,2025,47,2025-11-20 07:30:00,2025-11-20 09:46:06,0,0,0,,144.3,8.2,136.1,A01,HAZIRLIK,,,E,136.1,0,0,0,6,1004,122.5,1000,47.167,170.3
3010645,904164,IE25904164,2025-11-20,2025,47,2025-11-20 09:46:06,2025-11-20 09:51:36,0,1490,22,,5.8,0.3,5.5,A02,ISLEM,,,E,0,5.5,0,0,6,1004,122.5,1000,47.167,44.2
3010646,904164,IE25904164,2025-11-20,2025,47,2025-11-20 09:51:36,2025-11-20 10:40:00,0,0,0,Kalıp Değişimi,51.3,2.9,48.4,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,48.4,0,4.7,1004,122.5,1000,47.167,219.8
3010647,904165,IE25904165,2025-11-21,2025,47,2025-11-21 20:30:00,2025-11-21 20:54:12,0,0,0,,25.7,1.5,24.2,A01,HAZIRLIK,,,E,24.2,0,0,0,8.6,1005,21.8,1000,41.751,279.8
3010648,904165,IE25904165,2025-11-21,2025,47,2025-11-21 20:54:12,2025-11-21 21:04:00,0,1481,20,,10.4,0.6,9.8,A02,ISLEM,,,E,0,9.8,0,31.4,10.2,1005,21.8,1000,41.751,119.4
3010649,904165,IE25904165,2025-11-21,2025,47,2025-11-21 21:04:00,2025-11-21 21:55:36,0,0,0,Kalıp Değişimi,54.7,3.1,51.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,51.6,0,10.6,1005,21.8,1000,41.751,68.7
3010650,904166,IE25904166,2025-12-25,2025,52,2025-12-25 18:30:00,2025-12-25 19:19:12,0,0,0,,52.2,3,49.2,A01,HAZIRLIK,,,E,49.2,0,0,0,1.8,1006,44.3,1000,126.344,226.5
3010651,904166,IE25904166,2025-12-25,2025,52,2025-12-25 19:19:12,2025-12-25 19:21:06,0,358,4,,2,0.1,1.9,A02,ISLEM,,,E,0,1.9,0,23.1,1.9,1006,44.3,1000,126.344,313
3010652,904166,IE25904166,2025-12-25,2025,52,2025-12-25 19:21:06,2025-12-25 20:16:06,0,0,0,Mekanik Arıza,58.3,3.3,55,A03,DURMA,AR03,Mekanik Arıza,H,0,0,55,0,1.9,1006,44.3,1000,126.344,337.8
3010653,904167,IE25904167,2025-12-26,2025,52,2025-12-26 17:00:00,2025-12-26 19:15:36,0,0,0,,143.7,8.1,135.6,A01,HAZIRLIK,,,E,135.6,0,0,0,1.1,1007,122,1000,142.591,178.3
3010654,904167,IE25904167,2025-12-26,2025,52,2025-12-26 19:15:36,2025-12-26 19:16:54,0,354,14,,1.4,0.1,1.3,A02,ISLEM,,,E,0,1.3,0,0,1.1,1007,122,1000,142.591,277.5
3010655,904168,IE25904168,2025-12-27,2025,52,2025-12-27 13:15:00,2025-12-27 13:57:42,0,0,0,,45.3,2.6,42.7,A01,HAZIRLIK,,,E,42.7,0,0,0,2.7,1008,38.4,1000,120.125,199.2
3010656,904168,IE25904168,2025-12-27,2025,52,2025-12-27 13:57:42,2025-12-27 14:00:12,0,364,2,,2.6,0.1,2.5,A02,ISLEM,,,E,0,2.5,0,0,2.7,1008,38.4,1000,120.125,75.8
3010657,904168,IE25904168,2025-12-27,2025,52,2025-12-27 14:00:12,2025-12-27 14:23:36,0,0,0,Sac Sıkışması,24.8,1.4,23.4,A03,DURMA,AR07,Sac Sıkışması,H,0,0,23.4,0,2.1,1008,38.4,1000,120.125,211.5
3010658,904169,IE25904169,2025-12-28,2025,52,2025-12-28 13:15:00,2025-12-28 15:29:48,0,0,0,,142.9,8.1,134.8,A01,HAZIRLIK,,,E,134.8,0,0,0,2.9,1009,121.3,1000,168.618,229.1
3010659,904169,IE25904169,2025-12-28,2025,52,2025-12-28 15:29:48,2025-12-28 15:32:54,0,357,8,,3.3,0.2,3.1,A02,ISLEM,,,E,0,3.1,0,17.2,2.8,1009,121.3,1000,168.618,203.2
3010660,904170,IE26904170,2026-04-14,2026,16,2026-04-14 07:15:00,2026-04-14 09:04:06,0,0,0,,115.6,6.5,109.1,A01,HAZIRLIK,,,E,109.1,0,0,0,24.5,1010,98.2,1000,18.435,248.2
3010661,904170,IE26904170,2026-04-14,2026,16,2026-04-14 09:04:06,2026-04-14 09:31:12,0,3904,109,,28.7,1.6,27.1,A02,ISLEM,,,E,0,27.1,0,17.2,22.4,1010,98.2,1000,18.435,325.2
3010662,904170,IE26904170,2026-04-14,2026,16,2026-04-14 09:31:12,2026-04-14 09:48:42,0,0,0,Elektrik Arızası,18.6,1.1,17.5,A03,DURMA,AR02,Elektrik Arızası,H,0,0,17.5,0,23.9,1010,98.2,1000,18.435,52.6
3010663,904171,IE26904171,2026-04-15,2026,16,2026-04-15 10:45:00,2026-04-15 11:34:00,0,0,0,,51.9,2.9,49,A01,HAZIRLIK,,,E,49,0,0,0,46.8,1011,44.1,1000,12.543,124.9
3010664,904171,IE26904171,2026-04-15,2026,16,2026-04-15 11:34:00,2026-04-15 12:26:30,0,3764,165,,55.6,3.1,52.5,A02,ISLEM,,,E,0,52.5,0,14.7,43.8,1011,44.1,1000,12.543,218.3
3010665,904171,IE26904171,2026-04-15,2026,16,2026-04-15 12:26:30,2026-04-15 12:52:18,0,0,0,Mekanik Arıza,27.3,1.5,25.8,A03,DURMA,AR03,Mekanik Arıza,H,0,0,25.8,0,57.1,1011,44.1,1000,12.543,151.3
3010666,904172,IE26904172,2026-04-16,2026,16,2026-04-16 09:00:00,2026-04-16 10:51:18,0,0,0,,118,6.7,111.3,A01,HAZIRLIK,,,E,111.3,0,0,0,14.1,1012,100.2,1000,16.322,163.5
3010667,904172,IE26904172,2026-04-16,2026,16,2026-04-16 10:51:18,2026-04-16 11:06:36,0,4017,15,,16.2,0.9,15.3,A02,ISLEM,,,E,0,15.3,0,6.6,13.3,1012,100.2,1000,16.322,307.2
3010668,904173,IE26904173,2026-04-17,2026,16,2026-04-17 14:15:00,2026-04-17 14:58:30,0,0,0,,46.1,2.6,43.5,A01,HAZIRLIK,,,E,43.5,0,0,0,51.5,1013,39.1,1000,12.544,53.9
3010669,904173,IE26904173,2026-04-17,2026,16,2026-04-17 14:58:30,2026-04-17 16:02:48,0,3860,116,,68.2,3.9,64.3,A02,ISLEM,,,E,0,64.3,0,3.1,55,1013,39.1,1000,12.544,236
3010670,904173,IE26904173,2026-04-17,2026,16,2026-04-17 16:02:48,2026-04-17 17:10:48,0,0,0,Enerji Kesintisi,72.1,4.1,68,A03,DURMA,AR10,Enerji Kesintisi,H,0,0,68,0,53.7,1013,39.1,1000,12.544,277.2
3010671,904174,IE26904174,2026-01-07,2026,2,2026-01-07 11:30:00,2026-01-07 13:00:06,0,0,0,,95.5,5.4,90.1,A01,HAZIRLIK,,,E,90.1,0,0,0,23.4,1014,81.1,1000,9.389,202.4
3010672,904174,IE26904174,2026-01-07,2026,2,2026-01-07 13:00:06,2026-01-07 13:26:24,0,5100,86,,27.9,1.6,26.3,A02,ISLEM,,,E,0,26.3,0,1.6,25.3,1014,81.1,1000,9.389,264.2
3010673,904174,IE26904174,2026-01-07,2026,2,2026-01-07 13:26:24,2026-01-07 13:54:24,0,0,0,Elektrik Arızası,29.7,1.7,28,A03,DURMA,AR02,Elektrik Arızası,H,0,0,28,0,24.5,1014,81.1,1000,9.389,130.7
3010674,904175,IE26904175,2026-01-08,2026,2,2026-01-08 06:15:00,2026-01-08 07:20:06,0,0,0,,69,3.9,65.1,A01,HAZIRLIK,,,E,65.1,0,0,0,16.5,1015,58.6,1000,12.5,48
3010675,904175,IE26904175,2026-01-08,2026,2,2026-01-08 07:20:06,2026-01-08 07:38:12,0,4918,222,,19.2,1.1,18.1,A02,ISLEM,,,E,0,18.1,0,19.6,18.3,1015,58.6,1000,12.5,320.4
3010676,904176,IE26904176,2026-01-09,2026,2,2026-01-09 08:45:00,2026-01-09 10:48:48,0,0,0,,131.2,7.4,123.8,A01,HAZIRLIK,,,E,123.8,0,0,0,51.2,1016,111.4,1000,10.702,148.1
3010677,904176,IE26904176,2026-01-09,2026,2,2026-01-09 10:48:48,2026-01-09 11:44:12,0,4926,100,,58.7,3.3,55.4,A02,ISLEM,,,E,0,55.4,0,5.2,56.9,1016,111.4,1000,10.702,211
3010678,904176,IE26904176,2026-01-09,2026,2,2026-01-09 11:44:12,2026-01-09 12:17:54,0,0,0,Planlı Bakım,35.7,2,33.7,A03,DURMA,AR08,Planlı Bakım,H,0,0,33.7,0,58.1,1016,111.4,1000,10.702,182.6
3010679,904177,IE26904177,2026-01-10,2026,2,2026-01-10 17:30:00,2026-01-10 19:47:36,0,0,0,,145.9,8.3,137.6,A01,HAZIRLIK,,,E,137.6,0,0,0,17.6,1017,123.8,1000,12.503,308
3010680,904177,IE26904177,2026-01-10,2026,2,2026-01-10 19:47:36,2026-01-10 20:03:42,0,5007,1,,17.1,1,16.1,A02,ISLEM,,,E,0,16.1,0,40.5,14,1017,123.8,1000,12.503,108.3
3010681,904177,IE26904177,2026-01-10,2026,2,2026-01-10 20:03:42,2026-01-10 20:24:36,0,0,0,Hidrolik Kaçak,22.2,1.3,20.9,A03,DURMA,AR04,Hidrolik Kaçak,H,0,0,20.9,0,17.3,1017,123.8,1000,12.503,278.7
3010682,904178,IE25904178,2025-06-25,2025,26,2025-06-25 10:15:00,2025-06-25 11:31:36,0,0,0,,81.2,4.6,76.6,A01,HAZIRLIK,,,E,76.6,0,0,0,2.6,1018,68.9,1000,71.601,88.9
3010683,904178,IE25904178,2025-06-25,2025,26,2025-06-25 11:31:36,2025-06-25 11:34:48,0,959,31,,3.4,0.2,3.2,A02,ISLEM,,,E,0,3.2,0,7.2,3,1018,68.9,1000,71.601,279.2
3010684,904179,IE25904179,2025-06-26,2025,26,2025-06-26 17:45:00,2025-06-26 18:38:54,0,0,0,,57.1,3.2,53.9,A01,HAZIRLIK,,,E,53.9,0,0,0,4,1019,48.5,1000,70.425,339.1
3010685,904179,IE25904179,2025-06-26,2025,26,2025-06-26 18:38:54,2025-06-26 18:43:00,0,961,4,,4.3,0.2,4.1,A02,ISLEM,,,E,0,4.1,0,36.2,4.3,1019,48.5,1000,70.425,289.6
3010686,904179,IE25904179,2025-06-26,2025,26,2025-06-26 18:43:00,2025-06-26 20:09:42,0,0,0,Ayar / Numune Onayı,91.9,5.2,86.7,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,86.7,0,3.4,1019,48.5,1000,70.425,215.6
3010687,904180,IE25904180,2025-06-27,2025,26,2025-06-27 06:45:00,2025-06-27 08:13:36,0,0,0,,93.9,5.3,88.6,A01,HAZIRLIK,,,E,88.6,0,0,0,4.6,1020,79.7,1000,52.866,327.4
3010688,904180,IE25904180,2025-06-27,2025,26,2025-06-27 08:13:36,2025-06-27 08:19:00,0,943,42,,5.7,0.3,5.4,A02,ISLEM,,,E,0,5.4,0,0,5,1020,79.7,1000,52.866,305.6
3010689,904180,IE25904180,2025-06-27,2025,26,2025-06-27 08:19:00,2025-06-27 08:27:12,0,0,0,Kalıp Değişimi,8.7,0.5,8.2,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,8.2,0,5.8,1020,79.7,1000,52.866,209.9
3010690,904181,IE25904181,2025-06-28,2025,26,2025-06-28 19:30:00,2025-06-28 21:44:48,0,0,0,,142.9,8.1,134.8,A01,HAZIRLIK,,,E,134.8,0,0,0,2.7,1021,121.3,1000,56.522,82.6
3010691,904181,IE25904181,2025-06-28,2025,26,2025-06-28 21:44:48,2025-06-28 21:48:06,0,957,29,,3.5,0.2,3.3,A02,ISLEM,,,E,0,3.3,0,0,2.7,1021,121.3,1000,56.522,307.2
3010692,904181,IE25904181,2025-06-28,2025,26,2025-06-28 21:48:06,2025-06-28 22:18:18,0,0,0,Kalite Duruşu,32,1.8,30.2,A03,DURMA,AR11,Kalite Duruşu,H,0,0,30.2,0,3.5,1021,121.3,1000,56.522,248.4
3010693,904182,IE25904182,2025-07-11,2025,28,2025-07-11 06:45:00,2025-07-11 08:18:54,0,0,0,,99.5,5.6,93.9,A01,HAZIRLIK,,,E,93.9,0,0,0,69.4,1022,84.5,1000,7.13,80.4
3010694,904182,IE25904182,2025-07-11,2025,28,2025-07-11 08:18:54,2025-07-11 09:34:36,0,8052,226,,80.2,4.5,75.7,A02,ISLEM,,,E,0,75.7,0,11.6,64.3,1022,84.5,1000,7.13,244
3010695,904182,IE25904182,2025-07-11,2025,28,2025-07-11 09:34:36,2025-07-11 10:10:30,0,0,0,Kalıp Değişimi,38.1,2.2,35.9,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,35.9,0,64,1022,84.5,1000,7.13,259.6
3010696,904183,IE25904183,2025-07-12,2025,28,2025-07-12 10:45:00,2025-07-12 12:30:54,0,0,0,,112.3,6.4,105.9,A01,HAZIRLIK,,,E,105.9,0,0,0,80.2,1023,95.3,1000,8.002,305.5
3010697,904183,IE25904183,2025-07-12,2025,28,2025-07-12 12:30:54,2025-07-12 14:04:00,0,8041,42,,98.7,5.6,93.1,A02,ISLEM,,,E,0,93.1,0,7.4,99.3,1023,95.3,1000,8.002,231.3
3010698,904183,IE25904183,2025-07-12,2025,28,2025-07-12 14:04:00,2025-07-12 14:27:18,0,0,0,Sac Sıkışması,24.7,1.4,23.3,A03,DURMA,AR07,Sac Sıkışması,H,0,0,23.3,0,75.8,1023,95.3,1000,8.002,339.3
3010699,904184,IE25904184,2025-07-13,2025,28,2025-07-13 17:00:00,2025-07-13 17:25:48,0,0,0,,27.3,1.5,25.8,A01,HAZIRLIK,,,E,25.8,0,0,0,32.4,1024,23.2,1000,8.687,216.7
3010700,904184,IE25904184,2025-07-13,2025,28,2025-07-13 17:25:48,2025-07-13 17:55:30,0,7975,220,,31.5,1.8,29.7,A02,ISLEM,,,E,0,29.7,0,0,25,1024,23.2,1000,8.687,282.4
3010701,904184,IE25904184,2025-07-13,2025,28,2025-07-13 17:55:30,2025-07-13 19:04:24,0,0,0,Malzeme Bekleme,73,4.1,68.9,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,68.9,0,24,1024,23.2,1000,8.687,60.3
3010702,904185,IE25904185,2025-07-14,2025,29,2025-07-14 08:45:00,2025-07-14 10:58:54,0,0,0,,141.9,8,133.9,A01,HAZIRLIK,,,E,133.9,0,0,0,67.9,1025,120.5,1000,8.583,260.3
3010703,904185,IE25904185,2025-07-14,2025,29,2025-07-14 10:58:54,2025-07-14 12:09:54,0,7750,377,,75.3,4.3,71,A02,ISLEM,,,E,0,71,0,0,77.3,1025,120.5,1000,8.583,130
3010704,904185,IE25904185,2025-07-14,2025,29,2025-07-14 12:09:54,2025-07-14 12:39:00,0,0,0,Mekanik Arıza,30.8,1.7,29.1,A03,DURMA,AR03,Mekanik Arıza,H,0,0,29.1,0,75.9,1025,120.5,1000,8.583,128.8
3010705,904186,IE25904186,2025-10-05,2025,40,2025-10-05 13:15:00,2025-10-05 15:23:36,0,0,0,,136.3,7.7,128.6,A01,HAZIRLIK,,,E,128.6,0,0,0,5.8,1026,115.7,1000,86.589,149.9
3010706,904186,IE25904186,2025-10-05,2025,40,2025-10-05 15:23:36,2025-10-05 15:29:12,0,699,22,,5.9,0.3,5.6,A02,ISLEM,,,E,0,5.6,0,10.4,4.5,1026,115.7,1000,86.589,337.6
3010707,904187,IE25904187,2025-10-06,2025,41,2025-10-06 07:15:00,2025-10-06 09:12:54,0,0,0,,125,7.1,117.9,A01,HAZIRLIK,,,E,117.9,0,0,0,2.7,1027,106.1,1000,70.716,164.9
3010708,904187,IE25904187,2025-10-06,2025,41,2025-10-06 09:12:54,2025-10-06 09:15:30,0,742,19,,2.8,0.2,2.6,A02,ISLEM,,,E,0,2.6,0,0,2.7,1027,106.1,1000,70.716,129.8
3010709,904188,IE25904188,2025-10-07,2025,41,2025-10-07 16:30:00,2025-10-07 18:15:24,0,0,0,,111.7,6.3,105.4,A01,HAZIRLIK,,,E,105.4,0,0,0,2.2,1028,94.9,1000,99.177,153.9
3010710,904188,IE25904188,2025-10-07,2025,41,2025-10-07 18:15:24,2025-10-07 18:18:00,0,729,27,,2.8,0.2,2.6,A02,ISLEM,,,E,0,2.6,0,0,2.2,1028,94.9,1000,99.177,287.9
3010711,904188,IE25904188,2025-10-07,2025,41,2025-10-07 18:18:00,2025-10-07 18:25:54,0,0,0,Kalıp Değişimi,8.4,0.5,7.9,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,7.9,0,2.5,1028,94.9,1000,99.177,92.3
3010712,904189,IE25904189,2025-10-08,2025,41,2025-10-08 06:30:00,2025-10-08 08:06:12,0,0,0,,102,5.8,96.2,A01,HAZIRLIK,,,E,96.2,0,0,0,2.7,1029,86.6,1000,64.467,111.4
3010713,904189,IE25904189,2025-10-08,2025,41,2025-10-08 08:06:12,2025-10-08 08:09:06,0,746,14,,3.1,0.2,2.9,A02,ISLEM,,,E,0,2.9,0,2,2.8,1029,86.6,1000,64.467,226.8
3010714,904190,IE26904190,2026-06-27,2026,26,2026-06-27 06:45:00,2026-06-27 07:26:54,0,0,0,,44.4,2.5,41.9,A01,HAZIRLIK,,,E,41.9,0,0,0,52.8,1030,37.7,1000,6.045,41
3010715,904190,IE26904190,2026-06-27,2026,26,2026-06-27 07:26:54,2026-06-27 08:18:42,0,11768,375,,54.9,3.1,51.8,A02,ISLEM,,,E,0,51.8,0,0,45,1030,37.7,1000,6.045,183.6
3010716,904190,IE26904190,2026-06-27,2026,26,2026-06-27 08:18:42,2026-06-27 08:52:42,0,0,0,Malzeme Bekleme,36,2,34,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,34,0,50.7,1030,37.7,1000,6.045,76.1
3010717,904191,IE26904191,2026-06-28,2026,26,2026-06-28 10:45:00,2026-06-28 12:00:18,0,0,0,,79.8,4.5,75.3,A01,HAZIRLIK,,,E,75.3,0,0,0,77.7,1031,67.8,1000,5.429,108.2
3010718,904191,IE26904191,2026-06-28,2026,26,2026-06-28 12:00:18,2026-06-28 13:11:48,0,12427,202,,75.8,4.3,71.5,A02,ISLEM,,,E,0,71.5,0,51.8,73.5,1031,67.8,1000,5.429,118.3
3010719,904191,IE26904191,2026-06-28,2026,26,2026-06-28 13:11:48,2026-06-28 14:43:30,0,0,0,Mekanik Arıza,97.2,5.5,91.7,A03,DURMA,AR03,Mekanik Arıza,H,0,0,91.7,0,64.3,1031,67.8,1000,5.429,172.8
3010720,904192,IE26904192,2026-06-29,2026,27,2026-06-29 16:45:00,2026-06-29 19:06:06,0,0,0,,149.6,8.5,141.1,A01,HAZIRLIK,,,E,141.1,0,0,0,54.1,1032,127,1000,4.37,257.3
