ID,YIL,HAFTA,GRUP,TOPLAM
904429,2025,49,MONTAJ,399.1
904430,2026,11,KESIM,574.2
904431,2026,11,MATBAA,409.7
904432,2026,11,MONTAJ,467.6
904433,2026,14,KESIM,125.6
904434,2026,14,DIJITAL,324.9
904435,2026,14,PRES,366.2
904436,2026,14,MONTAJ,139.7
904437,2025,35,KESIM,208.4
904438,2025,35,PRES,492.2
904439,2025,36,MONTAJ,359.4
904440,2026,18,KESIM,241.7
904441,2026,18,MATBAA,403.6
904442,2026,18,MONTAJ,477.5
904443,2025,51,KESIM,383.8
904444,2025,51,DIJITAL,625.6
904445,2025,51,PRES,543.9
904446,2025,51,MONTAJ,410
904447,2025,36,KESIM,224.1
904448,2025,36,MATBAA,461.9
904449,2025,36,MONTAJ,505.1
904454,2025,27,KESIM,330.3
904455,2025,27,DIJITAL,266.9
904456,2025,27,PRES,452.1
904457,2025,27,MONTAJ,328.2
904458,2025,36,KESIM,600.2
904459,2025,36,DIJITAL,387.8
904460,2025,36,PRES,561.8
904461,2025,37,MONTAJ,488.1
904462,2026,20,KESIM,226.1
904463,2026,21,PRES,154.9
904464,2026,21,MONTAJ,262.7
904465,2026,25,KESIM,160
904466,2026,25,PRES,307.3
904467,2026,25,MONTAJ,261.1
904468,2026,22,KESIM,567.5
904469,2026,22,DIJITAL,125
904470,2026,22,PRES,126.3
904471,2026,22,MONTAJ,483.3
904472,2026,20,KESIM,379.2
904473,2026,21,DIJITAL,445.6
904474,2026,21,PRES,475.5
904475,2026,21,MONTAJ,219.2
904479,2026,19,KESIM,147.3
904480,2026,19,DIJITAL,599.6
904481,2026,19,PRES,602.3
904482,2026,19,MONTAJ,266.9
904483,2025,50,KESIM,468.6
904484,2025,50,DIJITAL,606.4
904485,2025,50,PRES,312.4
904486,2025,50,MONTAJ,570.8
904487,2025,30,KESIM,136.1
904488,2025,30,DIJITAL,148.7
904489,2025,30,PRES,582
904490,2025,30,MONTAJ,409.3
904491,2026,5,KESIM,560
904492,2026,6,MATBAA,475.4
904493,2026,6,PRES,154.5
904494,2026,6,MONTAJ,420.8
904495,2026,8,KESIM,398.1
904496,2026,8,DIJITAL,572.3
904497,2026,8,PRES,228.5
904498,2026,9,MONTAJ,520.3
904499,2026,2,KESIM,140
904500,2026,2,MATBAA,307.7
904501,2026,2,PRES,410.2
904502,2026,2,MONTAJ,129.5
904503,2025,42,KESIM,303.4
904504,2025,43,MATBAA,361.4
904505,2025,43,MONTAJ,631.4
904506,2025,27,KESIM,314.1
904507,2025,27,DIJITAL,571.2
904508,2025,27,PRES,277.1
904509,2025,27,MONTAJ,615.9
904510,2026,19,KESIM,333.7
904511,2026,19,MATBAA,120.1
904512,2026,19,PRES,185.8
904513,2026,19,MONTAJ,463.1
904514,2026,8,KESIM,145.9
904515,2026,8,DIJITAL,267.4
904516,2026,8,PRES,370.5
904517,2026,8,MONTAJ,382.5
904518,2025,28,KESIM,529.5
904519,2025,28,DIJITAL,334
904520,2025,28,PRES,231.2
904521,2025,28,MONTAJ,241.5
904522,2025,40,KESIM,300
904523,2025,40,PRES,221.8
904524,2025,40,MONTAJ,270.8
904525,2026,8,KESIM,604.5
904526,2026,8,DIJITAL,289.2
904527,2026,8,PRES,341.3
904528,2026,9,MONTAJ,159.6
904529,2026,21,KESIM,402.1
904530,2026,21,MATBAA,574.8
904531,2026,22,MONTAJ,321.4
904532,2025,30,KESIM,532.4
904533,2025,30,DIJITAL,590.6
904534,2025,30,PRES,633.8
904535,2025,30,MONTAJ,443.4
904536,2026,22,KESIM,229.5
904537,2026,22,DIJITAL,503.5
904538,2026,22,PRES,377.7
904539,2026,22,MONTAJ,240.3
904540,2025,51,KESIM,543.2
904541,2025,51,MATBAA,360.1
904542,2025,51,MONTAJ,375.5
904547,2026,9,KESIM,385.7
904548,2026,9,MATBAA,462.3
904549,2026,9,MONTAJ,537.2
904550,2026,2,KESIM,487.9
904551,2026,2,MATBAA,448.3
904552,2026,2,MONTAJ,492.3
904553,2026,13,KESIM,566.4
904554,2026,13,DIJITAL,367.2
904555,2026,13,PRES,534.5
904556,2026,13,MONTAJ,623.8
904557,2025,27,KESIM,420.6
904558,2025,27,MATBAA,457.9
904559,2025,27,PRES,268.6
904560,2025,27,MONTAJ,266.4
904561,2025,46,KESIM,318
904562,2025,47,MATBAA,373.8
904563,2025,47,PRES,526.8
904564,2025,47,MONTAJ,184.1
904565,2025,46,KESIM,426
904566,2025,46,DIJITAL,160.6
904567,2025,46,PRES,170.3
904568,2025,46,MONTAJ,535.8
904569,2025,31,KESIM,572.8
904570,2025,31,MATBAA,262.1
904571,2025,31,PRES,248
904572,2025,31,MONTAJ,491.1
904573,2025,26,KESIM,226.7
904574,2025,26,DIJITAL,376.6
904575,2025,26,PRES,342.6
904576,2025,26,MONTAJ,429.5
904577,2026,17,KESIM,447.6
904578,2026,17,MATBAA,321.4
904579,2026,17,PRES,314.8
904580,2026,18,MONTAJ,577.9
904581,2026,31,KESIM,190.8
904584,2025,42,KESIM,156.6
904585,2025,42,MATBAA,147
904586,2025,43,MONTAJ,237.3
904587,2026,6,KESIM,307.5
904588,2026,6,MATBAA,537.8
904589,2026,6,MONTAJ,307.2
904590,2026,2,KESIM,521
904591,2026,2,MATBAA,265.5
904592,2026,2,MONTAJ,420.2
904593,2026,21,KESIM,409.5
904594,2026,21,PRES,246.9
904595,2026,21,MONTAJ,255
904596,2026,22,KESIM,588.4
904597,2026,22,MATBAA,168.1
904598,2026,22,PRES,538.1
904599,2026,22,MONTAJ,144
904600,2026,16,KESIM,242.1
904601,2026,16,MATBAA,136.5
904602,2026,17,MONTAJ,305.3
904603,2026,19,KESIM,411.6
904604,2026,20,DIJITAL,631.3
904605,2026,20,PRES,485.6
904606,2026,20,MONTAJ,228.1
904607,2025,41,KESIM,221
904608,2025,41,MATBAA,433.3
904609,2025,41,MONTAJ,395.6
904610,2025,43,KESIM,525
904611,2025,43,MATBAA,263.9
904612,2025,43,PRES,395.9
904613,2025,43,MONTAJ,551.6
904614,2026,1,KESIM,145
904615,2026,1,MATBAA,291.9
904616,2026,2,PRES,420.4
904617,2026,2,MONTAJ,483.7
904618,2026,16,KESIM,636.1
904619,2026,16,MATBAA,155.5
904620,2026,16,PRES,279.1
904621,2026,16,MONTAJ,634.8
904622,2025,31,KESIM,211.5
904623,2025,31,MATBAA,287.4
904624,2025,31,MONTAJ,254.4
904625,2025,29,KESIM,297.9
904626,2025,29,MATBAA,435.3
904627,2025,29,PRES,547.9
904628,2025,29,MONTAJ,427.7
904629,2025,31,KESIM,274
904630,2025,31,PRES,493.6
904631,2025,31,MONTAJ,418.8
904632,2025,26,KESIM,446.2
904633,2025,26,DIJITAL,366
904634,2025,26,PRES,274.5
904635,2025,26,MONTAJ,434.4
904636,2026,31,KESIM,163.7
904637,2026,31,MATBAA,255.7
904638,2026,31,PRES,540.8
904639,2026,31,MONTAJ,489.4
904640,2026,5,KESIM,331.9
904641,2026,5,MATBAA,312.4
904642,2026,5,PRES,622.9
904643,2026,5,MONTAJ,556.6
904644,2025,26,KESIM,185.4
904645,2025,26,MATBAA,280
904646,2025,26,MONTAJ,345.1
904647,2025,50,KESIM,424.5
904648,2025,51,PRES,181.1
904649,2025,51,MONTAJ,501.2
904650,2026,27,KESIM,359.2
904651,2026,27,PRES,508.7
904652,2026,27,MONTAJ,448.8
904653,2026,18,KESIM,616.3
904654,2026,18,PRES,465.8
904655,2026,19,MONTAJ,267.9
904656,2026,27,KESIM,485.3
904657,2026,27,DIJITAL,299.2
904658,2026,28,PRES,476.5
904659,2026,28,MONTAJ,559.5
904660,2026,17,KESIM,528
904661,2026,17,MATBAA,562.5
904662,2026,17,MONTAJ,255.4
904663,2025,38,KESIM,184
904664,2025,39,MATBAA,190
904665,2025,39,PRES,247.5
904666,2025,39,MONTAJ,518.8
904667,2025,29,KESIM,514.5
904668,2025,29,MATBAA,236.8
904669,2025,29,MONTAJ,435.6
904670,2025,41,KESIM,286.5
904671,2025,42,MATBAA,193.9
904672,2025,42,PRES,250.9
904673,2025,42,MONTAJ,351.7
904674,2025,28,KESIM,333
904675,2025,28,MATBAA,166.4
904676,2025,28,PRES,504.7
904677,2025,28,MONTAJ,563.4
904678,2026,18,KESIM,285.9
904679,2026,18,MATBAA,535.8
904680,2026,18,PRES,462.3
904681,2026,18,MONTAJ,245.3
904682,2025,27,KESIM,423.9
904683,2025,27,PRES,452.4
904684,2025,27,MONTAJ,125.4
904685,2025,28,KESIM,179.4
904686,2025,28,DIJITAL,412.9
904687,2025,28,PRES,368.1
904688,2025,28,MONTAJ,139.9
904689,2026,18,KESIM,155
904690,2026,18,MATBAA,140.2
904691,2026,19,PRES,234
904692,2026,19,MONTAJ,497.9
904693,2025,45,KESIM,320.8
904694,2025,45,PRES,416.7
904695,2025,45,MONTAJ,169.4
904696,2025,1,KESIM,221.4
904697,2025,1,DIJITAL,371.9
904698,2025,1,PRES,184.6
904699,2026,1,MONTAJ,454
904700,2026,25,KESIM,372.9
904701,2026,25,PRES,572.1
904702,2026,25,MONTAJ,489.7
904703,2025,36,KESIM,365.5
904704,2025,36,PRES,518.2
904705,2025,36,MONTAJ,272.5
904706,2026,11,KESIM,121.3
904707,2026,11,DIJITAL,221.7
904708,2026,12,PRES,440.9
904709,2026,12,MONTAJ,308
904710,2026,28,KESIM,313.3
904711,2026,29,PRES,218.3
904712,2026,29,MONTAJ,440.8
904713,2025,43,KESIM,259.8
904714,2025,44,MATBAA,141.3
904715,2025,44,PRES,515.2
904716,2025,44,MONTAJ,528.5
904717,2025,1,KESIM,598.7
904718,2025,1,PRES,139.4
904719,2025,1,MONTAJ,227.2
904720,2026,13,KESIM,344.1
904721,2026,13,PRES,262.4
904722,2026,13,MONTAJ,560.5
904723,2025,45,KESIM,608
904724,2025,45,PRES,371.9
904725,2025,46,MONTAJ,263.7
904726,2026,8,KESIM,558.6
904727,2026,8,MATBAA,342.9
904728,2026,8,MONTAJ,552.1
904729,2026,4,KESIM,230.6
904730,2026,4,MATBAA,245.8
904731,2026,4,MONTAJ,608.4
904732,2026,14,KESIM,182.8
904733,2026,15,PRES,319.6
904734,2026,15,MONTAJ,572.7
904735,2025,29,KESIM,374.2
904736,2025,29,MATBAA,559.3
904737,2025,29,MONTAJ,524.7
904738,2025,49,KESIM,263.4
904739,2025,49,MATBAA,501.8
904740,2025,49,MONTAJ,131.7
904741,2026,17,KESIM,419.8
904742,2026,17,PRES,303.4
904743,2026,17,MONTAJ,391.4
904744,2026,12,KESIM,436.8
904745,2026,12,DIJITAL,155.8
904746,2026,13,PRES,534.6
904747,2026,13,MONTAJ,408.3
904748,2026,19,KESIM,511.6
904749,2026,20,MATBAA,431.2
904750,2026,20,PRES,165.3
904751,2026,20,MONTAJ,339.1
904752,2026,6,KESIM,541.8
904753,2026,6,MATBAA,195.7
904754,2026,6,MONTAJ,522.5
904755,2025,1,KESIM,621.2
904756,2026,1,MATBAA,261.8
904757,2026,1,MONTAJ,232.6
904758,2026,26,KESIM,443
904759,2026,26,DIJITAL,400.1
904760,2026,26,PRES,447
904761,2026,26,MONTAJ,342.2
904762,2025,49,KESIM,282.6
904763,2025,49,MATBAA,262.4
904764,2025,49,PRES,297.4
904765,2025,49,MONTAJ,301.7
904766,2025,49,KESIM,594.5
904767,2025,49,DIJITAL,407.1
904768,2025,49,PRES,200.4
904769,2025,49,MONTAJ,409.1
904770,2026,5,KESIM,366.3
904771,2026,5,DIJITAL,631.2
904772,2026,5,PRES,431.7
904773,2026,5,MONTAJ,546.7
904774,2026,4,KESIM,371.8
904775,2026,4,MATBAA,482.3
904776,2026,4,MONTAJ,230.4
904777,2025,37,KESIM,178.3
904778,2025,37,PRES,565.9
904779,2025,37,MONTAJ,151.5
904780,2026,30,KESIM,389.4
904781,2026,31,PRES,366.5
904782,2026,31,MONTAJ,238.7
904783,2025,33,KESIM,314.6
904784,2025,33,PRES,418.1
904785,2025,33,MONTAJ,165.1
904786,2025,34,KESIM,639.5
904787,2025,34,PRES,484.8
904788,2025,34,MONTAJ,331.5
904789,2026,2,KESIM,612.7
904790,2026,2,PRES,179.6
904791,2026,2,MONTAJ,255.3
904792,2026,4,KESIM,211.9
904793,2026,4,DIJITAL,298
904794,2026,4,PRES,490.1
904795,2026,5,MONTAJ,449.1
904796,2025,33,KESIM,509
904797,2025,33,MATBAA,296.9
904798,2025,33,MONTAJ,254.3
904799,2026,29,KESIM,462.5
904800,2026,29,MATBAA,233.1
904801,2026,29,PRES,258.4
904802,2026,29,MONTAJ,393.2
904803,2025,38,KESIM,382
904804,2025,39,MATBAA,550.3
904805,2025,39,MONTAJ,159.1
904806,2025,52,KESIM,343.5
904807,2025,52,PRES,375.8
904808,2025,52,MONTAJ,594.3
904809,2025,26,KESIM,611.8
904810,2025,26,DIJITAL,352.1
904811,2025,26,PRES,329.9
904812,2025,26,MONTAJ,356.3
904813,2026,29,KESIM,506.7
904814,2026,29,DIJITAL,266.5
904815,2026,30,PRES,473.8
904816,2026,30,MONTAJ,151.4
904817,2026,16,KESIM,478
904818,2026,16,MATBAA,430
904819,2026,16,PRES,552.2
904820,2026,16,MONTAJ,477.4
904821,2025,31,KESIM,566.2
904822,2025,31,PRES,193.3
904823,2025,31,MONTAJ,285.3
904824,2026,7,KESIM,539.2
904825,2026,7,MATBAA,470.6
904826,2026,7,PRES,492.2
904827,2026,7,MONTAJ,466.2
904828,2026,25,KESIM,530.5
904829,2026,25,MATBAA,499.9
904830,2026,25,MONTAJ,150
904831,2025,28,KESIM,184.5
904832,2025,28,MATBAA,297.2
904833,2025,28,PRES,512.9
904834,2025,28,MONTAJ,596.7
904835,2026,21,KESIM,349.2
904836,2026,21,MATBAA,439.4
904837,2026,21,MONTAJ,482.9
904838,2025,38,KESIM,360.9
904839,2025,38,PRES,240.1
904840,2025,38,MONTAJ,205
904841,2025,49,KESIM,521.6
904842,2025,49,MATBAA,291.9
904843,2025,49,PRES,375.2
904844,2025,49,MONTAJ,433.3
904845,2026,14,KESIM,400.7
904846,2026,14,PRES,589.5
904847,2026,14,MONTAJ,215.2
904848,2025,45,KESIM,404.6
904849,2025,46,DIJITAL,349.3
904850,2025,46,PRES,232.7
904851,2025,46,MONTAJ,552.1
904852,2025,35,KESIM,613.6
904853,2025,35,DIJITAL,272.3
904854,2025,35,PRES,495.5
904855,2025,36,MONTAJ,400.7
904856,2025,51,KESIM,387.6
904857,2025,51,PRES,212.3
904858,2025,51,MONTAJ,188.1
904859,2025,44,KESIM,328.7
904860,2025,44,PRES,283.3
904861,2025,44,MONTAJ,618.5
904862,2026,14,KESIM,494.7
904863,2026,14,MATBAA,616.4
904864,2026,14,PRES,332.1
904865,2026,14,MONTAJ,550.3
904866,2025,50,KESIM,136.9
904867,2025,50,DIJITAL,473.3
904868,2025,50,PRES,366.3
904869,2025,51,MONTAJ,550.1
904870,2026,30,KESIM,135.2
904871,2026,30,MATBAA,525.9
904872,2026,30,MONTAJ,240
904873,2026,19,KESIM,324.1
904874,2026,20,MATBAA,525.7
904875,2026,20,MONTAJ,352.9
904879,2026,25,KESIM,563.5
904880,2026,25,DIJITAL,158.2
904881,2026,25,PRES,499.4
904882,2026,26,MONTAJ,429.7
904883,2026,25,KESIM,124.5
904884,2026,26,MATBAA,182
904885,2026,26,PRES,236.6
904886,2026,26,MONTAJ,517.8
904887,2025,45,KESIM,377.9
904888,2025,46,PRES,211.3
904889,2025,46,MONTAJ,386.9
904890,2026,23,KESIM,448.7
904891,2026,23,DIJITAL,346.6
904892,2026,23,PRES,482.1
904893,2026,23,MONTAJ,424.4
904894,2026,22,KESIM,331.1
904895,2026,22,MATBAA,547.4
904896,2026,22,MONTAJ,481.6
904897,2026,20,KESIM,312.8
904898,2026,20,MATBAA,436.6
904899,2026,20,PRES,611.3
904900,2026,20,MONTAJ,275.9
904901,2025,49,KESIM,274.6
904902,2025,49,MATBAA,564.4
904903,2025,49,PRES,362.8
904904,2025,50,MONTAJ,488.3
904905,2026,17,KESIM,136.6
904906,2026,17,DIJITAL,482.5
904907,2026,18,PRES,263.9
904908,2026,18,MONTAJ,639.3
904909,2026,22,KESIM,255.4
904910,2026,22,MATBAA,132.6
904911,2026,22,MONTAJ,537.3
904912,2026,10,KESIM,124.5
904913,2026,10,MATBAA,227.9
904914,2026,10,MONTAJ,355.1
904915,2026,15,KESIM,141.2
904916,2026,15,MATBAA,462.8
904917,2026,15,MONTAJ,377.1
904918,2025,27,KESIM,373.7
904919,2025,27,MATBAA,180.4
904920,2025,27,MONTAJ,334
904921,2025,49,KESIM,281.7
904922,2025,49,MATBAA,476.9
904923,2025,49,MONTAJ,633.7
904924,2025,30,KESIM,565.7
904925,2025,30,MATBAA,146.7
904926,2025,30,MONTAJ,133.5
904927,2026,17,KESIM,520.5
904928,2026,17,DIJITAL,318.5
904929,2026,18,PRES,575.6
904930,2026,18,MONTAJ,214.6
904934,2026,26,KESIM,254.8
904935,2026,26,PRES,439.3
904936,2026,26,MONTAJ,160.6
904937,2025,47,KESIM,141.5
904938,2025,47,DIJITAL,306.2
904939,2025,47,PRES,496.4
904940,2025,47,MONTAJ,394.4
904941,2026,22,KESIM,153.5
904942,2026,22,MATBAA,453.9
904943,2026,22,PRES,628.2
904944,2026,22,MONTAJ,569.3
904945,2025,52,KESIM,624.4
904946,2025,52,MATBAA,341.9
904947,2025,52,PRES,185.6
904948,2025,52,MONTAJ,436.5
904949,2026,30,KESIM,460.9
904950,2026,30,MATBAA,224.9
904951,2026,30,MONTAJ,294.3
904952,2026,16,KESIM,458.9
904953,2026,16,MATBAA,478.3
904954,2026,16,PRES,639.1
904955,2026,16,MONTAJ,269.4
904956,2025,42,KESIM,557.7
904957,2025,42,DIJITAL,337
904958,2025,42,PRES,473.2
904959,2025,42,MONTAJ,447.1
904960,2025,47,KESIM,136
904961,2025,47,MATBAA,574.8
904962,2025,47,MONTAJ,179.7
904963,2026,24,KESIM,220
904964,2026,24,DIJITAL,344.2
904965,2026,25,PRES,466.8
904966,2026,25,MONTAJ,323.1
904967,2025,40,KESIM,556.2
904968,2025,40,DIJITAL,208.3
904969,2025,40,PRES,596
904970,2025,40,MONTAJ,433.3
904971,2025,35,KESIM,276
904972,2025,35,MATBAA,470.1
904973,2025,35,PRES,515
904974,2025,35,MONTAJ,352
904979,2025,28,KESIM,508.9
904980,2025,28,PRES,587.1
904981,2025,28,MONTAJ,501.3
904982,2025,28,KESIM,279.3
904983,2025,28,MATBAA,591.4
904984,2025,28,PRES,259.3
904985,2025,28,MONTAJ,214.2
904986,2026,15,KESIM,634.7
904987,2026,15,MATBAA,181.1
904988,2026,15,MONTAJ,333.8
904989,2026,27,KESIM,554.6
904990,2026,27,PRES,280
904991,2026,27,MONTAJ,588.7
904992,2026,8,KESIM,511.5
904993,2026,8,PRES,130.7
904994,2026,9,MONTAJ,607.6
904995,2025,43,KESIM,441.9
904996,2025,43,DIJITAL,590
904997,2025,44,PRES,154.4
904998,2025,44,MONTAJ,507.5
904999,2026,11,KESIM,624.3
905000,2026,11,DIJITAL,423.1
905001,2026,11,PRES,206.2
905002,2026,11,MONTAJ,324.1
905003,2025,47,KESIM,581
905004,2025,47,DIJITAL,178.8
905005,2025,47,PRES,223.6
905006,2025,48,MONTAJ,446.1
905007,2025,40,KESIM,364.2
905008,2025,41,MATBAA,280.7
905009,2025,41,PRES,199.5
905010,2025,41,MONTAJ,308.7
905011,2026,16,KESIM,367
905012,2026,17,MATBAA,408.3
905013,2026,17,PRES,376
905014,2026,17,MONTAJ,338.6
905015,2025,38,KESIM,314.3
905016,2025,38,MATBAA,479.5
905017,2025,38,MONTAJ,174.5
905018,2025,27,KESIM,202.3
905019,2025,28,MATBAA,312.6
905020,2025,28,MONTAJ,278.7
905021,2025,47,KESIM,607.2
905022,2025,47,MATBAA,255.9
905023,2025,47,MONTAJ,171.2
905024,2026,31,KESIM,373.2
905025,2026,31,PRES,333.4
905026,2026,31,MONTAJ,211
905027,2026,22,KESIM,637
905028,2026,22,MATBAA,445.3
905029,2026,22,MONTAJ,571.2
905030,2026,27,KESIM,215.9
905031,2026,27,DIJITAL,553.8
905032,2026,27,PRES,323.1
905033,2026,27,MONTAJ,443.7
905034,2025,29,KESIM,497.5
905035,2025,29,DIJITAL,579
905036,2025,29,PRES,489.7
905037,2025,29,MONTAJ,534.2
905038,2026,26,KESIM,291.3
905039,2026,26,MATBAA,156
905040,2026,26,MONTAJ,226.9
905041,2025,28,KESIM,311
905042,2025,28,PRES,227
905043,2025,28,MONTAJ,442.6
905044,2026,14,KESIM,313.8
905045,2026,15,MATBAA,541.7
905046,2026,15,MONTAJ,598.8
905047,2026,29,KESIM,211.9
905048,2026,29,MATBAA,471.6
905049,2026,29,MONTAJ,527.1
905056,2025,43,KESIM,246.7
905057,2025,43,MATBAA,538.5
905058,2025,43,MONTAJ,183.5
905059,2025,50,KESIM,521.5
905060,2025,50,PRES,311.6
905061,2025,51,MONTAJ,343.9
905062,2026,7,KESIM,512.9
905063,2026,7,MATBAA,485.8
905064,2026,8,MONTAJ,437.6
905065,2025,43,KESIM,402.6
905066,2025,43,MATBAA,152.7
905067,2025,43,MONTAJ,342.1
905068,2026,25,KESIM,461.6
905069,2026,25,MATBAA,498.3
905070,2026,25,PRES,409
905071,2026,25,MONTAJ,352.9
905072,2025,50,KESIM,491
905073,2025,50,DIJITAL,450.1
905074,2025,50,PRES,143.9
905075,2025,51,MONTAJ,316.3
905076,2025,38,KESIM,467.2
905077,2025,38,MATBAA,295
905078,2025,38,MONTAJ,533.5
905079,2025,51,KESIM,294.7
905080,2025,51,MATBAA,606.8
905081,2025,51,MONTAJ,189
905082,2025,27,KESIM,389.7
905083,2025,27,PRES,319.1
905084,2025,27,MONTAJ,125.7
905085,2025,45,KESIM,526.3
905086,2025,45,PRES,633.4
905087,2025,45,MONTAJ,210.3
905088,2025,29,KESIM,251.2
905089,2025,29,MATBAA,632.6
905090,2025,29,PRES,616.7
905091,2025,29,MONTAJ,344.9
905095,2026,16,KESIM,390.9
905096,2026,16,MATBAA,138.8
905097,2026,16,MONTAJ,303.2
905098,2026,25,KESIM,627.6
905099,2026,25,MATBAA,355.3
905100,2026,25,MONTAJ,619.6
905101,2025,51,KESIM,323.2
905102,2025,51,MATBAA,246.7
905103,2025,51,PRES,176
905104,2025,51,MONTAJ,355.5
905105,2026,20,KESIM,165.4
905106,2026,20,MATBAA,177.7
905107,2026,20,MONTAJ,157.8
905108,2025,32,KESIM,610
905109,2025,33,MATBAA,228.3
905110,2025,33,PRES,203.2
905111,2025,33,MONTAJ,247.7
905112,2025,30,KESIM,544.7
905113,2025,30,MATBAA,507.4
905114,2025,30,MONTAJ,584.2
905115,2025,31,KESIM,607
905116,2025,31,PRES,616.4
905117,2025,31,MONTAJ,232.5
905118,2026,2,KESIM,516.6
905119,2026,2,MATBAA,515.3
905120,2026,2,MONTAJ,210.9
905121,2025,43,KESIM,358.5
905122,2025,43,MATBAA,168.5
905123,2025,43,PRES,359.3
905124,2025,43,MONTAJ,360.9
905125,2026,9,KESIM,338.4
905126,2026,10,MATBAA,464.9
905127,2026,10,MONTAJ,371.5
905128,2026,10,KESIM,365.9
905129,2026,10,MATBAA,518.5
905130,2026,10,PRES,135.3
905131,2026,11,MONTAJ,501.8
905132,2025,40,KESIM,183.3
905133,2025,40,DIJITAL,245.9
905134,2025,40,PRES,129.2
905135,2025,41,MONTAJ,354
905136,2025,30,KESIM,465.9
905137,2025,30,MATBAA,539.6
905138,2025,30,MONTAJ,200.3
905139,2025,43,KESIM,300.2
905140,2025,43,PRES,523
905141,2025,44,MONTAJ,274
905142,2025,44,KESIM,435.8
905143,2025,44,PRES,390.8
905144,2025,44,MONTAJ,433.3
905145,2026,27,KESIM,619.4
905146,2026,27,DIJITAL,415.2
905147,2026,27,PRES,381.1
905148,2026,28,MONTAJ,524
905149,2026,12,KESIM,138.4
905150,2026,12,MATBAA,437.6
905151,2026,12,PRES,154.6
905152,2026,12,MONTAJ,591.7
905153,2025,33,KESIM,634.3
905154,2025,33,PRES,466.1
905155,2025,33,MONTAJ,239.9
905156,2025,31,KESIM,620.1
905157,2025,31,DIJITAL,308.9
905158,2025,31,PRES,529.9
905159,2025,32,MONTAJ,274.9
905160,2025,30,KESIM,152
905161,2025,30,DIJITAL,268.7
905162,2025,30,PRES,617.3
905163,2025,30,MONTAJ,199.3
905164,2026,8,KESIM,555.4
905165,2026,9,MATBAA,337
905166,2026,9,PRES,429.6
905167,2026,9,MONTAJ,170
905168,2026,25,KESIM,459
905169,2026,26,MATBAA,395.1
905170,2026,26,MONTAJ,265.5
905171,2025,43,KESIM,488.5
905172,2025,43,MATBAA,127
905173,2025,43,MONTAJ,582.3
905174,2026,20,KESIM,213.2
905175,2026,20,DIJITAL,242.4
905176,2026,21,PRES,188.1
905177,2026,21,MONTAJ,362.8
905178,2025,51,KESIM,496.7
905179,2025,51,PRES,527.9
905180,2025,51,MONTAJ,606.5
905185,2025,44,KESIM,147.3
905186,2025,44,MATBAA,333
905187,2025,44,MONTAJ,475.5
905188,2025,28,KESIM,150.6
905189,2025,28,DIJITAL,445.1
905190,2025,28,PRES,618.3
905191,2025,28,MONTAJ,146.9
905192,2026,2,KESIM,418.3
905193,2026,2,DIJITAL,199.1
905194,2026,3,PRES,493.1
905195,2026,3,MONTAJ,548
905196,2026,4,KESIM,219.2
905197,2026,4,DIJITAL,560.2
905198,2026,4,PRES,469.9
905199,2026,4,MONTAJ,404.2
905200,2026,7,KESIM,254.1
905201,2026,7,DIJITAL,568.6
905202,2026,7,PRES,291.1
905203,2026,8,MONTAJ,576.1
905204,2025,31,KESIM,469.6
905205,2025,32,PRES,286.9
905206,2025,32,MONTAJ,126.1
905207,2026,25,KESIM,148.7
905208,2026,26,PRES,220.3
905209,2026,26,MONTAJ,477.2
905210,2026,29,KESIM,375.8
905211,2026,29,PRES,205.6
905212,2026,29,MONTAJ,518.6
905213,2025,47,KESIM,485
905214,2025,47,MATBAA,140.1
905215,2025,48,MONTAJ,556.8
905216,2025,45,KESIM,440.8
905217,2025,45,DIJITAL,205.3
905218,2025,45,PRES,311.8
905219,2025,45,MONTAJ,573.7
905220,2026,4,KESIM,389.3
905221,2026,4,MATBAA,217.7
905222,2026,4,PRES,160.7
905223,2026,4,MONTAJ,527.1
905224,2026,3,KESIM,274
905225,2026,4,DIJITAL,151.9
905226,2026,4,PRES,610.8
905227,2026,4,MONTAJ,636.3
905228,2026,20,KESIM,620.7
905229,2026,20,MATBAA,302.3
905230,2026,20,PRES,341.2
905231,2026,20,MONTAJ,506.8
905232,2026,1,KESIM,182
905233,2026,2,DIJITAL,578.9
905234,2026,2,PRES,634.1
905235,2026,2,MONTAJ,257.1
905236,2025,34,KESIM,538.6
905237,2025,34,MATBAA,429.9
905238,2025,34,MONTAJ,232.9
905239,2026,28,KESIM,312.1
905240,2026,28,MATBAA,551.5
905241,2026,28,PRES,264.9
905242,2026,28,MONTAJ,326.2
905243,2026,1,KESIM,217.3
905244,2026,1,MATBAA,510.3
905245,2026,2,MONTAJ,238.2
905246,2026,27,KESIM,417.5
905247,2026,27,DIJITAL,354
905248,2026,27,PRES,587.5
905249,2026,27,MONTAJ,492.8
905250,2025,30,KESIM,134.2
905251,2025,31,MATBAA,637.8
905252,2025,31,MONTAJ,290.4
905253,2026,9,KESIM,533.4
905254,2026,9,MATBAA,294.7
905255,2026,9,PRES,366.8
905256,2026,9,MONTAJ,610.4
905257,2026,23,KESIM,382.1
905258,2026,24,DIJITAL,270.2
905259,2026,24,PRES,328.2
905260,2026,24,MONTAJ,271.7
905261,2026,28,KESIM,462.9
905262,2026,28,MATBAA,165.4
905263,2026,28,PRES,599.4
905264,2026,28,MONTAJ,241.2
