INCKEYNO,TAKIP_ID,ISEMRINO,STOK_KODU,STOK_ADI,BASLANGICTARIH,BITISTARIHSAAT,SURE,ACIKLAMA,ARIZA_ADI,DEVAM_EDIYOR
4002657,903952,IE25903952,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-31 11:24:41,2025-10-31 11:43:59,19.3,Kalıp söküldü,Planlı Bakım,0
4002658,903953,IE25903953,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-01 14:15:50,2025-11-01 15:19:20,63.5,Kalıp söküldü,Ayar / Numune Onayı,0
4002659,903954,IE25903954,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-02 19:33:07,2025-11-02 20:36:19,63.2,Yedek parça bekleniyor,Hidrolik Kaçak,0
4002660,903955,IE26903955,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-05-27 20:44:46,2026-05-27 21:37:04,52.3,,Mekanik Arıza,0
4002661,903956,IE26903956,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-05-28 09:45:29,2026-05-28 10:27:47,42.3,Yedek parça bekleniyor,Malzeme Bekleme,0
4002662,903957,IE26903957,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-05-29 19:29:53,2026-05-29 20:09:59,40.1,,Kalıp Değişimi,0
4002663,903958,IE26903958,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-05-30 14:00:44,2026-05-30 14:17:50,17.1,Kalıp söküldü,Personel Yetersizliği,0
4002664,903959,IE25903959,M00204,SEKILLI KUTU 175-205 LITOGRAFI 3 PARÇA,2025-08-08 07:37:04,2025-08-08 08:02:22,25.3,,Vardiya Devri,0
4002665,903961,IE25903961,M00204,SEKILLI KUTU 175-205 LITOGRAFI 3 PARÇA,2025-08-10 15:45:44,2025-08-10 16:21:26,35.7,,Mekanik Arıza,0
4002666,903962,IE26903962,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-14 19:15:56,2026-02-14 19:40:26,24.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4002667,903963,IE26903963,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-15 18:29:26,2026-02-15 18:43:08,13.7,Operatör müdahalesi,Personel Yetersizliği,0
4002668,903964,IE26903964,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-16 07:14:10,2026-02-16 08:14:10,60,Kalıp söküldü,Kalıp Değişimi,0
4002669,903965,IE26903965,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-17 08:38:52,2026-02-17 08:53:10,14.3,Kalıp söküldü,Kalıp Değişimi,0
4002670,903967,IE26903967,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-05-12 08:56:08,2026-05-12 09:46:38,50.5,Kalıp söküldü,Planlı Bakım,0
4002671,903968,IE26903968,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-05-13 20:40:14,2026-05-13 21:13:20,33.1,Operatör müdahalesi,Enerji Kesintisi,0
4002672,903969,IE25903969,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-11-15 12:17:58,2025-11-15 12:33:04,15.1,Kalıp söküldü,Mekanik Arıza,0
4002673,903970,IE25903970,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-11-16 12:16:55,2025-11-16 12:33:19,16.4,Bakım çağrıldı,Mekanik Arıza,0
4002674,903978,IE26903978,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-06-12 13:52:37,2026-06-12 14:44:01,51.4,Yedek parça bekleniyor,Malzeme Bekleme,0
4002675,903980,IE26903980,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-06-14 15:33:17,2026-06-14 15:50:59,17.7,Kalıp söküldü,Kalıp Değişimi,0
4002676,903981,IE26903981,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-01-17 16:45:30,2026-01-17 17:35:42,50.2,,Kalıp Değişimi,0
4002677,903982,IE26903982,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-01-18 15:34:10,2026-01-18 16:35:34,61.4,Bakım çağrıldı,Vardiya Devri,0
4002678,903983,IE26903983,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-01-19 08:48:50,2026-01-19 09:06:20,17.5,,Malzeme Bekleme,0
4002679,903984,IE26903984,M00020,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,2026-01-20 20:41:49,2026-01-20 20:50:19,8.5,Kalıp söküldü,Mekanik Arıza,0
4002680,903985,IE25903985,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-12 20:36:22,2025-07-12 21:16:34,40.2,Kalıp söküldü,Kalıp Değişimi,0
4002681,903986,IE25903986,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-13 11:13:16,2025-07-13 11:34:46,21.5,,Elektrik Arızası,0
4002682,903988,IE25903988,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-12-06 17:54:03,2025-12-06 18:22:15,28.2,Bakım çağrıldı,Mekanik Arıza,0
4002683,903989,IE25903989,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-12-07 23:13:24,2025-12-08 00:09:54,56.5,Operatör müdahalesi,Kalıp Değişimi,0
4002684,903990,IE25903990,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-12-08 16:45:21,2025-12-08 17:34:21,49,,Kalite Duruşu,0
4002685,903991,IE25903991,M00047,KAPAK 245-175 LITOGRAFI 3 PARÇA,2025-08-22 11:00:16,2025-08-22 11:11:22,11.1,Kalıp söküldü,Kalıp Değişimi,0
4002686,903992,IE25903992,M00047,KAPAK 245-175 LITOGRAFI 3 PARÇA,2025-08-23 10:26:42,2025-08-23 11:34:30,67.8,Operatör müdahalesi,Ayar / Numune Onayı,0
4002687,903993,IE25903993,M00047,KAPAK 245-175 LITOGRAFI 3 PARÇA,2025-08-24 20:04:21,2025-08-24 21:08:45,64.4,Operatör müdahalesi,Malzeme Bekleme,0
4002688,903994,IE26903994,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-01-27 09:50:07,2026-01-27 10:07:19,17.2,Kalıp söküldü,Kalıp Değişimi,0
4002689,903996,IE26903996,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-01-29 08:49:09,2026-01-29 09:17:09,28,Kalıp söküldü,Kalıp Değişimi,0
4002690,904001,IE25904001,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-11-11 15:07:44,2025-11-11 15:18:26,10.7,Kalıp söküldü,Kalıp Değişimi,0
4002691,904003,IE25904003,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-11-13 17:52:31,2025-11-13 18:09:07,16.6,Kalıp söküldü,Kalıp Değişimi,0
4002692,904005,IE26904005,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-06-08 08:06:53,2026-06-08 08:32:47,25.9,Kalıp söküldü,Hidrolik Kaçak,0
4002693,904006,IE26904006,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-06-09 10:38:31,2026-06-09 10:47:49,9.3,Yedek parça bekleniyor,Kalıp Değişimi,0
4002694,904007,IE26904007,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-06-10 08:14:17,2026-06-10 09:05:41,51.4,Yedek parça bekleniyor,Hidrolik Kaçak,0
4002695,904008,IE26904008,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-01-22 18:28:51,2026-01-22 18:41:45,12.9,Yedek parça bekleniyor,Hidrolik Kaçak,0
4002696,904011,IE25904011,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-19 09:32:16,2025-10-19 11:00:10,87.9,Operatör müdahalesi,Kalıp Değişimi,0
4002697,904012,IE25904012,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-20 09:34:45,2025-10-20 10:07:09,32.4,,Ayar / Numune Onayı,0
4002698,904015,IE25904015,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2025-09-23 10:43:23,2025-09-23 12:12:41,89.3,Yedek parça bekleniyor,Elektrik Arızası,0
4002699,904017,IE25904017,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2025-09-25 08:52:53,2025-09-25 09:06:35,13.7,Kalıp söküldü,Ayar / Numune Onayı,0
4002700,904022,IE25904022,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-16 14:21:32,2025-08-16 14:59:02,37.5,Bakım çağrıldı,Sac Sıkışması,0
4002701,904023,IE25904023,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-17 13:16:00,2025-08-17 13:42:06,26.1,Operatör müdahalesi,Elektrik Arızası,0
4002702,904024,IE25904024,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-08-18 11:43:26,2025-08-18 12:37:32,54.1,Yedek parça bekleniyor,Kalıp Değişimi,0
4002703,904028,IE25904028,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-14 16:47:53,2025-07-14 17:39:59,52.1,Kalıp söküldü,Vardiya Devri,0
4002704,904033,IE25904033,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-25 10:58:48,2025-11-25 11:38:12,39.4,Yedek parça bekleniyor,Personel Yetersizliği,0
4002705,904035,IE25904035,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-27 14:38:45,2025-11-27 14:48:51,10.1,Operatör müdahalesi,Planlı Bakım,0
4002706,904036,IE26904036,M00263,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,2026-05-25 09:27:13,2026-05-25 09:38:31,11.3,Kalıp söküldü,Personel Yetersizliği,0
4002707,904038,IE26904038,M00263,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,2026-05-27 06:53:56,2026-05-27 07:24:38,30.7,Kalıp söküldü,Mekanik Arıza,0
4002708,904039,IE26904039,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-04-22 19:57:42,2026-04-22 20:26:36,28.9,Operatör müdahalesi,Kalıp Değişimi,0
4002709,904040,IE26904040,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-04-23 13:55:36,2026-04-23 14:47:06,51.5,Kalıp söküldü,Ayar / Numune Onayı,0
4002710,904041,IE26904041,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-04-24 09:05:31,2026-04-24 10:18:19,72.8,,Malzeme Bekleme,0
4002711,904042,IE26904042,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-03-24 15:49:46,2026-03-24 16:57:34,67.8,Kalıp söküldü,Malzeme Bekleme,0
4002712,904044,IE26904044,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-03-26 19:12:41,2026-03-26 20:08:23,55.7,,Kalıp Değişimi,0
4002713,904045,IE26904045,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-04-06 16:06:36,2026-04-06 16:19:54,13.3,Bakım çağrıldı,Elektrik Arızası,0
4002714,904046,IE26904046,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-04-07 13:23:04,2026-04-07 14:18:10,55.1,Yedek parça bekleniyor,Kalite Duruşu,0
4002715,904047,IE26904047,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-04-08 12:09:29,2026-04-08 12:58:59,49.5,Operatör müdahalesi,Elektrik Arızası,0
4002716,904051,IE25904051,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-18 22:37:25,2025-11-18 23:31:01,53.6,,Kalıp Değişimi,0
4002717,904052,IE25904052,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-19 09:54:27,2025-11-19 10:54:21,59.9,Bakım çağrıldı,Malzeme Bekleme,0
4002718,904053,IE25904053,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-11-20 16:20:00,2025-11-20 16:45:18,25.3,Kalıp söküldü,Kalıp Değişimi,0
4002719,904059,IE26904059,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-03-31 20:48:06,2026-03-31 21:43:24,55.3,Yedek parça bekleniyor,Kalıp Değişimi,0
4002720,904060,IE25904060,M00190,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,2025-08-07 11:18:56,2025-08-07 12:24:02,65.1,Bakım çağrıldı,Ayar / Numune Onayı,0
4002721,904061,IE25904061,M00190,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,2025-08-08 13:30:38,2025-08-08 14:12:44,42.1,Operatör müdahalesi,Vardiya Devri,0
4002722,904066,IE25904066,M00090,PLAKA-BARDAK ALTI 205-050 HAM TENEKE 2 PARÇA,2025-10-28 19:53:29,2025-10-28 21:05:53,72.4,Operatör müdahalesi,Vardiya Devri,0
4002723,904070,IE26904070,M00086,YUVARLAK KUTU 255-205 HAM TENEKE 2 PARÇA,2026-07-17 14:52:59,2026-07-17 15:21:17,28.3,Bakım çağrıldı,Enerji Kesintisi,0
4002724,904071,IE26904071,M00086,YUVARLAK KUTU 255-205 HAM TENEKE 2 PARÇA,2026-07-18 11:47:35,2026-07-18 11:57:53,10.3,Operatör müdahalesi,Sac Sıkışması,0
4002725,904072,IE26904072,M00086,YUVARLAK KUTU 255-205 HAM TENEKE 2 PARÇA,2026-07-19 12:16:18,2026-07-19 12:49:42,33.4,Operatör müdahalesi,Hidrolik Kaçak,0
4002726,904078,IE25904078,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-06 12:04:38,2025-11-06 12:42:56,38.3,Bakım çağrıldı,Ayar / Numune Onayı,0
4002727,904079,IE25904079,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-07 12:05:17,2025-11-07 12:22:47,17.5,,Mekanik Arıza,0
4002728,904080,IE25904080,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-08 17:51:59,2025-11-08 18:07:23,15.4,,Hidrolik Kaçak,0
4002729,904081,IE25904081,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-09 18:43:42,2025-11-09 19:21:00,37.3,Kalıp söküldü,Kalıp Değişimi,0
4002730,904082,IE25904082,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-07-19 18:30:02,2025-07-19 19:28:38,58.6,Operatör müdahalesi,Vardiya Devri,0
4002731,904083,IE25904083,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-07-20 18:13:50,2025-07-20 19:18:26,64.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4002732,904085,IE25904085,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-07-22 18:43:33,2025-07-22 19:50:27,66.9,,Kalıp Değişimi,0
4002733,904086,IE25904086,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-10-08 21:45:39,2025-10-08 22:52:57,67.3,,Kalıp Değişimi,0
4002734,904087,IE25904087,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-10-09 18:34:12,2025-10-09 19:20:30,46.3,Yedek parça bekleniyor,Sac Sıkışması,0
4002735,904088,IE25904088,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-10-10 08:18:25,2025-10-10 08:50:25,32,Bakım çağrıldı,Hidrolik Kaçak,0
4002736,904089,IE25904089,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-10-11 15:18:15,2025-10-11 16:16:51,58.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4002737,904090,IE25904090,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-13 12:49:42,2025-12-13 14:03:24,73.7,,Planlı Bakım,0
4002738,904091,IE25904091,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-14 18:10:10,2025-12-14 18:54:58,44.8,Yedek parça bekleniyor,Kalıp Değişimi,0
4002739,904092,IE25904092,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-15 19:30:19,2025-12-15 19:59:01,28.7,Kalıp söküldü,Kalıp Değişimi,0
4002740,904093,IE25904093,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2025-11-06 07:44:55,2025-11-06 10:03:55,139,,Mekanik Arıza,0
4002741,904094,IE25904094,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2025-11-07 21:14:30,2025-11-07 22:03:00,48.5,Operatör müdahalesi,Enerji Kesintisi,0
4002742,904095,IE25904095,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2025-11-08 10:00:55,2025-11-08 10:06:19,5.4,Kalıp söküldü,Mekanik Arıza,0
4002743,904096,IE25904096,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-21 17:28:01,2025-07-21 18:32:01,64,Yedek parça bekleniyor,Vardiya Devri,0
4002744,904097,IE25904097,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-22 10:13:44,2025-07-22 10:31:38,17.9,,Elektrik Arızası,0
4002745,904098,IE25904098,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-23 12:23:55,2025-07-23 13:17:19,53.4,,Kalite Duruşu,0
4002746,904099,IE26904099,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-07-02 14:19:20,2026-07-02 14:52:08,32.8,,Planlı Bakım,0
4002747,904102,IE26904102,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-07-05 21:21:31,2026-07-05 21:49:31,28,Kalıp söküldü,Kalite Duruşu,0
4002748,904103,IE26904103,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-19 12:00:28,2026-04-19 12:15:28,15,Yedek parça bekleniyor,Malzeme Bekleme,0
4002749,904104,IE26904104,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-20 22:01:51,2026-04-20 22:42:57,41.1,Kalıp söküldü,Malzeme Bekleme,0
4002750,904105,IE26904105,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-21 13:58:58,2026-04-21 14:32:40,33.7,Yedek parça bekleniyor,Mekanik Arıza,0
4002751,904106,IE26904106,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-22 13:51:11,2026-04-22 14:18:53,27.7,Yedek parça bekleniyor,Sac Sıkışması,0
4002752,904107,IE26904107,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-12 16:38:22,2026-06-12 16:46:16,7.9,,Mekanik Arıza,0
4002753,904109,IE26904109,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-14 18:01:33,2026-06-14 18:28:03,26.5,,Kalıp Değişimi,0
4002754,904110,IE26904110,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-06-15 07:54:46,2026-06-15 09:21:34,86.8,Yedek parça bekleniyor,Sac Sıkışması,0
4002755,904112,IE26904112,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2026-05-17 07:37:27,2026-05-17 08:42:27,65,Yedek parça bekleniyor,Personel Yetersizliği,0
4002756,904113,IE26904113,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2026-05-18 11:31:47,2026-05-18 12:22:11,50.4,Bakım çağrıldı,Kalıp Değişimi,0
4002757,904116,IE25904116,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2025-10-09 13:59:56,2025-10-09 14:43:32,43.6,Bakım çağrıldı,Kalite Duruşu,0
4002758,904118,IE26904118,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-07-25 20:56:54,2026-07-25 21:01:54,5,Bakım çağrıldı,Kalıp Değişimi,0
4002759,904119,IE26904119,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-07-26 13:08:32,2026-07-26 13:42:14,33.7,Yedek parça bekleniyor,Kalıp Değişimi,0
4002760,904121,IE25904121,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-09-19 19:20:17,2025-09-19 20:21:47,61.5,,Kalıp Değişimi,0
4002761,904122,IE25904122,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-09-20 20:15:48,2025-09-20 21:23:42,67.9,,Enerji Kesintisi,0
4002762,904123,IE25904123,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-09-21 09:40:52,2025-09-21 10:44:22,63.5,Bakım çağrıldı,Kalıp Değişimi,0
4002763,904128,IE25904128,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-10-08 21:31:58,2025-10-08 23:02:16,90.3,Operatör müdahalesi,Kalıp Değişimi,0
4002764,904129,IE25904129,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-10-09 22:17:34,2025-10-09 22:29:28,11.9,Bakım çağrıldı,Kalıp Değişimi,0
4002765,904130,IE25904130,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-10-10 12:04:59,2025-10-10 12:38:53,33.9,Operatör müdahalesi,Mekanik Arıza,0
4002766,904131,IE25904131,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-10-29 18:25:21,2025-10-29 19:22:15,56.9,Yedek parça bekleniyor,Elektrik Arızası,0
4002767,904132,IE25904132,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-10-30 21:33:14,2025-10-30 22:39:02,65.8,,Mekanik Arıza,0
4002768,904134,IE25904134,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-24 20:26:47,2025-11-24 21:28:11,61.4,Yedek parça bekleniyor,Hidrolik Kaçak,0
4002769,904135,IE25904135,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-25 13:36:11,2025-11-25 14:08:11,32,Bakım çağrıldı,Kalite Duruşu,0
4002770,904136,IE25904136,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-26 20:10:37,2025-11-26 20:42:13,31.6,,Sac Sıkışması,0
4002771,904137,IE25904137,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-27 15:57:48,2025-11-27 16:57:00,59.2,Operatör müdahalesi,Planlı Bakım,0
4002772,904139,IE25904139,M00039,YUVARLAK KUTU 078-095 HAM TENEKE 2 PARÇA,2025-10-07 20:16:53,2025-10-07 21:04:23,47.5,Kalıp söküldü,Ayar / Numune Onayı,0
4002773,904141,IE25904141,M00039,YUVARLAK KUTU 078-095 HAM TENEKE 2 PARÇA,2025-10-09 16:13:49,2025-10-09 16:24:19,10.5,,Elektrik Arızası,0
4002774,904142,IE26904142,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2026-02-14 18:28:18,2026-02-14 19:52:54,84.6,Operatör müdahalesi,Sac Sıkışması,0
4002775,904145,IE25904145,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-08-10 10:17:38,2025-08-10 10:49:20,31.7,Operatör müdahalesi,Mekanik Arıza,0
4002776,904150,IE26904150,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,2026-03-27 11:30:43,2026-03-27 12:27:07,56.4,Yedek parça bekleniyor,Mekanik Arıza,0
4002777,904151,IE26904151,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,2026-03-28 17:07:48,2026-03-28 17:32:18,24.5,Yedek parça bekleniyor,Planlı Bakım,0
4002778,904153,IE25904153,M00026,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,2025-10-31 19:07:14,2025-10-31 19:53:50,46.6,Kalıp söküldü,Ayar / Numune Onayı,0
4002779,904154,IE25904154,M00026,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,2025-11-01 23:05:01,2025-11-01 23:40:55,35.9,Operatör müdahalesi,Kalıp Değişimi,0
4002780,904155,IE25904155,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-09-13 12:34:09,2025-09-13 13:28:27,54.3,Kalıp söküldü,Personel Yetersizliği,0
4002781,904156,IE25904156,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-09-14 12:37:07,2025-09-14 12:42:37,5.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4002782,904157,IE25904157,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-09-15 16:19:57,2025-09-15 17:03:27,43.5,Operatör müdahalesi,Hidrolik Kaçak,0
4002783,904158,IE25904158,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-09-16 12:08:06,2025-09-16 13:12:30,64.4,,Sac Sıkışması,0
4002784,904159,IE25904159,M00036,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2025-11-16 10:37:15,2025-11-16 11:19:09,41.9,Operatör müdahalesi,Kalıp Değişimi,0
4002785,904160,IE25904160,M00036,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2025-11-17 16:44:08,2025-11-17 17:33:38,49.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4002786,904162,IE25904162,M00036,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2025-11-19 12:39:34,2025-11-19 12:50:10,10.6,Operatör müdahalesi,Kalıp Değişimi,0
4002787,904163,IE25904163,M00214,YUVARLAK KUTU Ø050 MAT LAK 3 PARÇA,2025-11-19 18:50:38,2025-11-19 19:23:02,32.4,Bakım çağrıldı,Vardiya Devri,0
4002788,904164,IE25904164,M00214,YUVARLAK KUTU Ø050 MAT LAK 3 PARÇA,2025-11-20 09:49:14,2025-11-20 10:37:38,48.4,Operatör müdahalesi,Elektrik Arızası,0
4002789,904165,IE25904165,M00214,YUVARLAK KUTU Ø050 MAT LAK 3 PARÇA,2025-11-21 20:55:36,2025-11-21 21:47:12,51.6,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4002790,904166,IE25904166,M00087,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-12-25 19:19:26,2025-12-25 20:14:26,55,,Ayar / Numune Onayı,0
4002791,904168,IE25904168,M00087,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-12-27 13:59:29,2025-12-27 14:22:53,23.4,Kalıp söküldü,Kalıp Değişimi,0
4002792,904170,IE26904170,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-04-14 09:27:26,2026-04-14 09:44:56,17.5,Operatör müdahalesi,Planlı Bakım,0
4002793,904171,IE26904171,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-04-15 12:06:59,2026-04-15 12:32:47,25.8,Operatör müdahalesi,Ayar / Numune Onayı,0
4002794,904173,IE26904173,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-04-17 15:09:03,2026-04-17 16:17:03,68,Kalıp söküldü,Malzeme Bekleme,0
4002795,904174,IE26904174,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-01-07 13:20:24,2026-01-07 13:48:24,28,Yedek parça bekleniyor,Malzeme Bekleme,0
4002796,904176,IE26904176,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-01-09 11:00:15,2026-01-09 11:33:57,33.7,,Kalıp Değişimi,0
