TAKIPNO,ISEMRINO,KALIPADI,STOK_KODU,STOK_ADI,CARI_KOD,CARI_ISIM,SIPARIS_NO,REFISEMRINO,SIPARIS_KONT,OPKODU,MAKINA_NO,MAKINE_ADI,ISTKODU,ISTISIM,MIKTAR,DURUM_KOD,DURUM_ADI,ACIKLAMA,TESLIM_TARIHI,TRA_ACIKLAMA,STOK_GRUPKODU,STOK_GRUPADI,STOK_KOD1,STOK_AD1,STOK_KOD2,STOK_AD2,STOK_KOD3,STOK_AD3,STOK_KOD4,STOK_AD4
905246,IE26905246,185-115,M00064,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006550,RF905246,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,620,30,TAMAMLANDI,,2026-07-31,Kısmi üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,185-115,Kalıp 185-115,B3,Ham Teneke
905247,IE26905247,185-115,M00064,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006550,RF905247,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,634,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-13,,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,185-115,Kalıp 185-115,B3,Ham Teneke
905248,IE26905248,185-115,M00064,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006550,RF905248,1,OP03,2,PRES 02 · 63 TON EKSANTRİK,PRS,PRES,613,30,TAMAMLANDI,,2026-07-30,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,185-115,Kalıp 185-115,B3,Ham Teneke
905249,IE26905249,185-115,M00064,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006550,RF905249,1,OP04,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,633,30,TAMAMLANDI,,2026-07-10,,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,185-115,Kalıp 185-115,B3,Ham Teneke
905250,IE25905250,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0012,Ferahlı Ambalaj Gıda San. A.Ş.,SIP25004400,RF905250,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,8255,30,TAMAMLANDI,,2025-08-13,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905251,IE25905251,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0012,Ferahlı Ambalaj Gıda San. A.Ş.,SIP25004400,RF905251,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,8342,30,TAMAMLANDI,,2025-08-15,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905252,IE25905252,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0012,Ferahlı Ambalaj Gıda San. A.Ş.,SIP25004400,RF905252,1,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,8227,30,TAMAMLANDI,,2025-08-23,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905253,IE26905253,295-165,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26005649,RF905253,2,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,630,30,TAMAMLANDI,Numune onayı bekleniyor,2026-03-06,Fazla üretim,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,295-165,Kalıp 295-165,B2,Vernikli
905254,IE26905254,295-165,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26005649,RF905254,2,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,612,30,TAMAMLANDI,,2026-03-07,Fazla üretim,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,295-165,Kalıp 295-165,B2,Vernikli
905255,IE26905255,295-165,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26005649,RF905255,2,OP03,7,PRES 07 · 40 TON SIVAMA,PRS,PRES,609,30,TAMAMLANDI,,2026-03-06,Fazla üretim,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,295-165,Kalıp 295-165,B2,Vernikli
905256,IE26905256,295-165,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0071,Denizcan Bisküvi San. ve Tic. A.Ş.,SIP26005649,RF905256,2,OP04,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,627,30,TAMAMLANDI,Acil iş,2026-03-15,,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,295-165,Kalıp 295-165,B2,Vernikli
905257,IE26905257,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006373,RF905257,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,151,30,TAMAMLANDI,,2026-07-10,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905258,IE26905258,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006373,RF905258,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,149,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-07,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905259,IE26905259,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006373,RF905259,1,OP03,14,PRES 14 · 35 TON DİP,PRS,PRES,148,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-13,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905260,IE26905260,DIA-068,M00055,YUVARLAK-SIVAMA KUTU Ø068 MAT LAK 3 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006373,RF905260,1,OP04,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,150,30,TAMAMLANDI,,2026-07-13,,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B4,Mat Lak
905261,IE26905261,094-050,M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK26000975,RF905261,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,381,30,TAMAMLANDI,,2026-08-05,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B1,Litografi
905262,IE26905262,094-050,M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK26000975,RF905262,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,380,30,TAMAMLANDI,Acil iş,2026-08-13,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B1,Litografi
905263,IE26905263,094-050,M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK26000975,RF905263,1,OP03,8,PRES 08 · 63 TON SIVAMA,PRS,PRES,366,30,TAMAMLANDI,,2026-07-31,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B1,Litografi
905264,IE26905264,094-050,M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,STK26000975,RF905264,1,OP04,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,376,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-21,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B1,Litografi
905265,IE25905265,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,SIP25004201,RF905265,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,633,30,TAMAMLANDI,,2025-07-30,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905266,IE25905266,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,SIP25004201,RF905266,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,626,30,TAMAMLANDI,Acil iş,2025-08-18,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905267,IE25905267,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,SIP25004201,RF905267,1,OP03,14,PRES 14 · 35 TON DİP,PRS,PRES,628,30,TAMAMLANDI,,2025-08-13,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905268,IE25905268,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0016,Nilüferli Makine Ltd. Şti.,SIP25004201,RF905268,1,OP04,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,603,30,TAMAMLANDI,Acil iş,2025-08-04,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905269,IE26905269,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005538,RF905269,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,76,30,TAMAMLANDI,Numune onayı bekleniyor,2026-02-16,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905270,IE26905270,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005538,RF905270,1,OP02,6,PRES 06 · 40 TON SIVAMA,PRS,PRES,74,30,TAMAMLANDI,,2026-02-04,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905271,IE26905271,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005538,RF905271,1,OP03,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,73,30,TAMAMLANDI,,2026-02-25,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
905272,IE26905272,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005911,RF905272,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,5292,30,TAMAMLANDI,,2026-04-14,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905273,IE26905273,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005911,RF905273,2,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,5109,30,TAMAMLANDI,,2026-04-07,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905274,IE26905274,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005911,RF905274,2,OP03,19,PRES 19 · 20 TON HALKA,PRS,PRES,5255,30,TAMAMLANDI,,2026-03-22,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905275,IE26905275,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0107,Cevizli Şekerleme Koll. Şti.,SIP26005911,RF905275,2,OP04,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,5267,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-03-23,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905276,IE26905276,295-165,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006708,RF905276,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,145,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-20,Fazla üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA2,Boya-Kimya,295-165,Kalıp 295-165,B3,Ham Teneke
905277,IE26905277,295-165,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006708,RF905277,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,150,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-19,Kısmi üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA2,Boya-Kimya,295-165,Kalıp 295-165,B3,Ham Teneke
905278,IE26905278,295-165,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP26006708,RF905278,1,OP03,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,145,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-20,Kısmi üretim,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA2,Boya-Kimya,295-165,Kalıp 295-165,B3,Ham Teneke
905279,IE25905279,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,STK25000744,RF905279,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,20091,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-22,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905280,IE25905280,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,STK25000744,RF905280,2,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,20386,30,TAMAMLANDI,,2025-11-08,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905281,IE25905281,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,STK25000744,RF905281,2,OP03,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,20347,30,TAMAMLANDI,Numune onayı bekleniyor,2025-10-22,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905282,IE26905282,125-085,M00026,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006531,RF905282,3,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,12558,30,TAMAMLANDI,,2026-07-31,Kısmi üretim,01,Mamul,SK06,Altıgen Kutu,KA5,Endüstriyel,125-085,Kalıp 125-085,B1,Litografi
905283,IE26905283,125-085,M00026,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006531,RF905283,3,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,12698,30,TAMAMLANDI,,2026-07-29,,01,Mamul,SK06,Altıgen Kutu,KA5,Endüstriyel,125-085,Kalıp 125-085,B1,Litografi
905284,IE26905284,125-085,M00026,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006531,RF905284,3,OP03,14,PRES 14 · 35 TON DİP,PRS,PRES,12187,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-09,,01,Mamul,SK06,Altıgen Kutu,KA5,Endüstriyel,125-085,Kalıp 125-085,B1,Litografi
905285,IE26905285,125-085,M00026,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006531,RF905285,3,OP04,34,MONTAJ HATTI 02 · OTOMATİK,MNT,MONTAJ,12285,30,TAMAMLANDI,Numune onayı bekleniyor,2026-08-10,Fazla üretim,01,Mamul,SK06,Altıgen Kutu,KA5,Endüstriyel,125-085,Kalıp 125-085,B1,Litografi
905286,IE26905286,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26005668,RF905286,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,599,30,TAMAMLANDI,,2026-03-18,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905287,IE26905287,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26005668,RF905287,2,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,602,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-02-20,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905288,IE26905288,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26005668,RF905288,2,OP03,14,PRES 14 · 35 TON DİP,PRS,PRES,579,30,TAMAMLANDI,Acil iş,2026-03-04,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905289,IE26905289,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26005668,RF905289,2,OP04,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,608,30,TAMAMLANDI,,2026-02-26,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905290,IE26905290,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26005955,RF905290,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,10060,30,TAMAMLANDI,,2026-04-01,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905291,IE26905291,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26005955,RF905291,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,10114,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-04-22,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905292,IE26905292,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26005955,RF905292,2,OP03,23,PVC KAPLAMA HATTI 01,PRS,PRES,9731,30,TAMAMLANDI,,2026-04-30,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905293,IE26905293,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26005955,RF905293,2,OP04,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,9828,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-03-30,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905294,IE26905294,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0023,Ünlüoğlu Çay A.Ş.,SIP26006431,RF905294,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,601,30,TAMAMLANDI,Acil iş,2026-07-09,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905295,IE26905295,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0023,Ünlüoğlu Çay A.Ş.,SIP26006431,RF905295,2,OP02,16,PRES 16 · 16 TON KULP,PRS,PRES,617,30,TAMAMLANDI,,2026-07-08,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905296,IE26905296,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0023,Ünlüoğlu Çay A.Ş.,SIP26006431,RF905296,2,OP03,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,620,30,TAMAMLANDI,Acil iş,2026-06-29,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905297,IE25905297,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0128,Casa Verde Foods GmbH,SIP25004623,RF905297,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,6006,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-23,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905298,IE25905298,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0128,Casa Verde Foods GmbH,SIP25004623,RF905298,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,6029,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-28,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905299,IE25905299,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0128,Casa Verde Foods GmbH,SIP25004623,RF905299,2,OP03,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,6100,30,TAMAMLANDI,,2025-10-11,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905300,IE25905300,145-095,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,120.01.0128,Casa Verde Foods GmbH,SIP25004623,RF905300,2,OP04,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,5927,30,TAMAMLANDI,,2025-10-03,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,145-095,Kalıp 145-095,B4,Mat Lak
905301,IE26905301,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0040,Pınarbaşlı Kahve A.Ş.,STK26000897,RF905301,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,3009,30,TAMAMLANDI,Numune onayı bekleniyor,2026-06-10,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905302,IE26905302,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0040,Pınarbaşlı Kahve A.Ş.,STK26000897,RF905302,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,3139,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-06-04,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905303,IE26905303,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0040,Pınarbaşlı Kahve A.Ş.,STK26000897,RF905303,1,OP03,7,PRES 07 · 40 TON SIVAMA,PRS,PRES,3057,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-06-03,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905304,IE26905304,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0040,Pınarbaşlı Kahve A.Ş.,STK26000897,RF905304,1,OP04,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,3145,30,TAMAMLANDI,Numune onayı bekleniyor,2026-06-07,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905305,IE26905305,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0030,Pınarbaşlı Salça San. ve Tic. A.Ş.,SIP26006290,RF905305,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,1494,30,TAMAMLANDI,Acil iş,2026-06-16,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905306,IE26905306,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0030,Pınarbaşlı Salça San. ve Tic. A.Ş.,SIP26006290,RF905306,1,OP02,11,PRES 11 · 25 TON KAPAK,PRS,PRES,1467,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-06-26,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905307,IE26905307,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0030,Pınarbaşlı Salça San. ve Tic. A.Ş.,SIP26006290,RF905307,1,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,1518,30,TAMAMLANDI,,2026-06-07,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905308,IE26905308,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0093,Orhanlı Tarım A.Ş.,SIP26006696,RF905308,2,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,9660,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-08-16,Kısmi üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
